game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
1,PHOTO,True,5,HOUSE,YY---,5,4,LLM,AHOLD,-GG--,3,3,CSS,CHOIR,-GG--,3.0,3.0,LLM,ZHONG,-GG--,3.0,3.0,CSS,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,5629,43,99.236098774205,43,10,76.74418604651163,10,5,50.0,5,2,60.0,2,1,50.0,,,
2,PARTY,True,4,HOUSE,-----,5,5,LLM,CAIRN,-G-Y-,4,4,CSS,TARDY,YGG-G,2.0,2.0,LLM,PARTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,694,87.67098951856458,694,36,94.81268011527378,36,2,94.44444444444444,2,1,50.0,,,,,,
3,TRICK,True,6,HOUSE,-----,5,5,LLM,INNIT,Y---Y,5,5,CSS,TRIPP,GGG--,2.0,2.0,LLM,TRIAD,GGG--,2.0,2.0,CSS,TRILL,GGG--,2.0,2.0,LLM,TRICK,GGGGG,0.0,0.0,CSS,5629,694,87.67098951856458,694,34,95.10086455331412,34,4,88.23529411764706,4,2,50.0,2,1,50.0,1,1,0.0
4,DIRTY,True,4,HOUSE,-----,5,5,LLM,RABBI,Y---Y,5,5,CSS,DRIFT,GYY-Y,4.0,3.0,LLM,DIRTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,694,87.67098951856458,694,31,95.53314121037464,31,1,96.7741935483871,1,1,0.0,,,,,,
5,USUAL,True,3,HOUSE,--GY-,4,4,LLM,SLUMP,YYG--,4,4,CSS,USUAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,47,99.1650381950613,47,2,95.74468085106383,2,1,50.0,,,,,,,,,
6,TRULY,True,4,HOUSE,--G--,4,4,LLM,FLUFF,-YG--,4,4,CSS,PAULY,--GGG,2.0,2.0,LLM,TRULY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,50,99.1117427607035,50,8,84.0,8,1,87.5,1,1,0.0,,,,,,
7,SPENT,True,3,HOUSE,---YY,5,5,LLM,EARNS,Y--GY,4,4,CSS,SPENT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,463,91.77473796411441,463,4,99.13606911447084,4,1,75.0,,,,,,,,,
8,PAUSE,True,3,HOUSE,--GGG,2,2,LLM,CAUSE,-GGGG,1,1,CSS,PAUSE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,6,99.89340913128441,6,1,83.33333333333334,1,1,0.0,,,,,,,,,
9,CRAZY,True,4,HOUSE,-----,5,5,LLM,RIVAL,Y--Y-,5,5,CSS,GRANT,-GG--,3.0,3.0,LLM,CRAZY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,694,87.67098951856458,694,70,89.9135446685879,70,7,90.0,7,1,85.71428571428571,,,,,,
10,BASES,True,6,HOUSE,---YY,5,4,LLM,YIKES,---GG,3,3,CSS,SALES,YG-GG,2.0,2.0,LLM,EASES,-GGGG,1.0,1.0,CSS,CASES,-GGGG,1.0,1.0,LLM,BASES,GGGGG,0.0,0.0,CSS,5629,463,91.77473796411441,463,84,81.8574514038877,84,5,94.04761904761905,5,4,20.0,4,3,25.0,3,1,66.66666666666666
11,YOUNG,True,4,HOUSE,-GG--,3,3,LLM,COURT,-GG--,3,3,CSS,MOULD,-GG--,3.0,3.0,LLM,YOUNG,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,18,99.68022739385326,18,10,44.44444444444444,10,1,90.0,1,1,0.0,,,,,,
12,MEANS,False,6,HOUSE,---YY,5,5,LLM,SAFES,-Y-YG,4,4,CSS,TEARS,-GG-G,2.0,2.0,LLM,BEADS,-GG-G,2.0,2.0,CSS,LEANS,-GGGG,1.0,1.0,LLM,JEANS,-GGGG,1.0,1.0,CSS,5629,463,91.77473796411441,463,43,90.71274298056156,43,14,67.44186046511628,14,7,50.0,7,2,71.42857142857143,2,1,50.0
13,TRUTH,True,3,HOUSE,Y-G--,4,4,LLM,CHUNK,-YG--,4,4,CSS,TRUTH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,14,99.75128797299698,14,3,78.57142857142857,3,1,66.66666666666666,,,,,,,,,
14,FIRED,True,6,HOUSE,----Y,5,5,LLM,PÉREZ,--GG-,3,3,CSS,WIRED,-GGGG,1.0,1.0,LLM,MIRED,-GGGG,1.0,1.0,CSS,TIRED,-GGGG,1.0,1.0,LLM,FIRED,GGGGG,0.0,0.0,CSS,5629,654,88.38159531000179,654,22,96.63608562691131,22,4,81.81818181818183,4,3,25.0,3,2,33.33333333333333,2,1,50.0
15,FOLKS,True,6,HOUSE,-G-Y-,4,4,LLM,MOORS,-G--G,3,3,CSS,COINS,-G--G,3.0,3.0,LLM,DODDS,-G--G,3.0,3.0,CSS,GOATS,-G--G,3.0,3.0,LLM,FOLKS,GGGGG,0.0,0.0,CSS,5629,160,97.1575768342512,160,60,62.5,60,28,53.333333333333336,28,20,28.57142857142857,20,5,75.0,5,1,80.0
16,CHILE,True,3,HOUSE,Y---G,4,4,LLM,WHALE,-G-GG,2,2,CSS,CHILE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,23,99.59140166992361,23,1,95.65217391304348,1,1,0.0,,,,,,,,,
17,BLACK,True,5,HOUSE,-----,5,5,LLM,DIGIT,-----,5,5,CSS,SPACE,--GG-,3.0,3.0,LLM,ABACK,-YGGG,2.0,2.0,CSS,BLACK,GGGGG,0.0,0.0,LLM,,,,,,5629,694,87.67098951856458,694,163,76.51296829971182,163,6,96.31901840490798,6,1,83.33333333333334,1,1,0.0,,,
18,GRANT,True,4,HOUSE,-----,5,5,LLM,ATTIC,YY---,5,5,CSS,MANTA,-YYY-,5.0,3.0,LLM,GRANT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,694,87.67098951856458,694,36,94.81268011527378,36,4,88.88888888888889,4,1,75.0,,,,,,
19,MEALS,True,6,HOUSE,---YY,5,5,LLM,LEEDS,YG--G,3,3,CSS,WELLS,-G-GG,2.0,2.0,LLM,VEILS,-G-GG,2.0,2.0,CSS,SEALS,-GGGG,1.0,1.0,LLM,MEALS,GGGGG,0.0,0.0,CSS,5629,463,91.77473796411441,463,15,96.76025917926566,15,4,73.33333333333333,4,3,25.0,3,2,33.33333333333333,2,1,50.0
20,CREAM,True,3,HOUSE,----Y,5,5,LLM,ERICA,YG-YY,4,4,CSS,CREAM,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,654,88.38159531000179,654,1,99.84709480122325,1,1,0.0,,,,,,,,,
21,AWAKE,True,4,HOUSE,----G,4,4,LLM,MADRE,-Y--G,4,4,CSS,ALIVE,G---G,3.0,3.0,LLM,AWAKE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,286,94.91916859122402,286,37,87.06293706293707,37,4,89.1891891891892,4,1,75.0,,,,,,
22,OCCUR,True,3,HOUSE,-YY--,5,5,LLM,AMOUR,--YGG,3,3,CSS,OCCUR,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,55,99.02291703677385,55,1,98.18181818181819,1,1,0.0,,,,,,,,,
23,YEARS,False,6,HOUSE,---YY,5,5,LLM,READS,YGG-G,2,2,CSS,SEARS,-GGGG,1.0,1.0,LLM,TEARS,-GGGG,1.0,1.0,CSS,BEARS,-GGGG,1.0,1.0,LLM,GEARS,-GGGG,1.0,1.0,CSS,5629,463,91.77473796411441,463,10,97.8401727861771,10,9,10.0,9,8,11.11111111111111,8,7,12.5,7,6,14.285714285714285
24,GRADE,True,3,HOUSE,----G,4,4,LLM,FAVRE,-Y-YG,4,4,CSS,GRADE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,286,94.91916859122402,286,20,93.00699300699301,20,1,95.0,,,,,,,,,
25,CHILL,True,2,HOUSE,Y----,5,5,LLM,CHILL,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,5629,132,97.65500088825723,132,1,99.24242424242425,,,,,,,,,,,,
26,FLOOD,True,4,HOUSE,-Y---,5,5,LLM,AVOID,--G-G,3,3,CSS,BLOOD,-GGGG,1.0,1.0,LLM,FLOOD,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,290,94.8481080120803,290,8,97.24137931034483,8,1,87.5,1,1,0.0,,,,,,
27,APPLY,True,5,HOUSE,-----,5,5,LLM,BLACK,-YY--,5,5,CSS,LAITY,YY--G,4.0,4.0,LLM,AMPLY,G-GGG,1.0,1.0,CSS,APPLY,GGGGG,0.0,0.0,LLM,,,,,,5629,694,87.67098951856458,694,81,88.32853025936599,81,2,97.53086419753086,2,1,50.0,1,1,0.0,,,
28,SMILE,True,4,HOUSE,---YG,4,4,LLM,SALVE,G-Y-G,3,3,CSS,SLIME,GYGYG,2.0,2.0,LLM,SMILE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,65,98.84526558891456,65,5,92.3076923076923,5,1,80.0,1,1,0.0,,,,,,
29,KNOCK,False,6,HOUSE,-Y---,5,5,LLM,ODDLY,Y----,5,5,CSS,MOODY,--G--,4.0,4.0,LLM,FIONA,--GY-,4.0,4.0,CSS,BROWN,--G-Y,4.0,4.0,LLM,KNOTT,GGG--,2.0,2.0,CSS,5629,290,94.8481080120803,290,147,49.310344827586206,147,29,80.27210884353741,29,7,75.86206896551724,7,2,71.42857142857143,2,1,50.0
30,SLEEP,True,3,HOUSE,---YY,5,5,LLM,SPIED,GY-G-,3,3,CSS,SLEEP,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,463,91.77473796411441,463,4,99.13606911447084,4,1,75.0,,,,,,,,,
31,BRICK,True,3,HOUSE,-----,5,5,LLM,MINNA,-Y---,5,5,CSS,BRICK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,694,87.67098951856458,694,30,95.67723342939482,30,1,96.66666666666667,,,,,,,,,
32,WROTE,True,4,HOUSE,-Y--G,4,4,LLM,FROZE,-GG-G,2,2,CSS,TROVE,YGG-G,2.0,2.0,LLM,WROTE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,49,99.12950790548943,49,16,67.3469387755102,16,1,93.75,1,1,0.0,,,,,,
33,RATED,True,5,HOUSE,----Y,5,5,LLM,NEGAN,-Y-Y-,5,5,CSS,STAGE,-YY-Y,5.0,4.0,LLM,WATER,-GGGY,2.0,2.0,CSS,RATED,GGGGG,0.0,0.0,LLM,,,,,,5629,654,88.38159531000179,654,132,79.81651376146789,132,31,76.51515151515152,31,1,96.7741935483871,1,1,0.0,,,
34,ALERT,True,4,HOUSE,----Y,5,5,LLM,RENAL,YY-YY,5,5,CSS,ALDER,GG-YY,3.0,2.0,LLM,ALERT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,654,88.38159531000179,654,13,98.01223241590215,13,1,92.3076923076923,1,1,0.0,,,,,,
35,CAGES,False,6,HOUSE,---YY,5,5,LLM,SEAMS,-YY-G,4,4,CSS,WALES,-G-GG,2.0,2.0,LLM,RATES,-G-GG,2.0,2.0,CSS,PACES,-GYGG,2.0,2.0,LLM,CANES,GG-GG,1.0,1.0,CSS,5629,463,91.77473796411441,463,69,85.09719222462203,69,36,47.82608695652174,36,18,50.0,18,5,72.22222222222221,5,4,20.0
36,TEDDY,True,5,HOUSE,----Y,5,5,LLM,REGAN,-G---,4,4,CSS,FELIX,-G---,4.0,4.0,LLM,BETTY,-GY-G,3.0,3.0,CSS,TEDDY,GGGGG,0.0,0.0,LLM,,,,,,5629,654,88.38159531000179,654,42,93.57798165137615,42,13,69.04761904761905,13,1,92.3076923076923,1,1,0.0,,,
37,COLES,False,6,HOUSE,-G-YY,4,4,LLM,LOSES,YG-GG,2,2,CSS,ROLES,-GGGG,1.0,1.0,LLM,FOLES,-GGGG,1.0,1.0,CSS,MOLES,-GGGG,1.0,1.0,LLM,POLES,-GGGG,1.0,1.0,CSS,5629,69,98.77420500977084,69,5,92.7536231884058,5,4,20.0,4,3,25.0,3,2,33.33333333333333,2,1,50.0
38,HWANG,True,2,HOUSE,G----,4,4,LLM,HWANG,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,5629,40,99.2893942085628,40,1,97.5,,,,,,,,,,,,
39,WRATH,True,3,HOUSE,Y----,5,5,LLM,BITCH,--Y-G,4,4,CSS,WRATH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,132,97.65500088825723,132,3,97.72727272727273,3,1,66.66666666666666,,,,,,,,,
40,MACHO,True,3,HOUSE,YY---,5,5,LLM,CHONG,YYY--,5,4,CSS,MACHO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,43,99.236098774205,43,3,93.02325581395348,3,1,66.66666666666666,,,,,,,,,
41,LOPEZ,True,4,HOUSE,-G--Y,4,4,LLM,CODEC,-G-G-,3,3,CSS,POWER,YG-G-,3.0,3.0,LLM,LOPEZ,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,102,98.18795523183515,102,54,47.05882352941176,54,1,98.14814814814815,1,1,0.0,,,,,,
42,GOODY,True,4,HOUSE,-G---,4,4,LLM,COLOR,-G-Y-,4,4,CSS,MOODY,-GGGG,1.0,1.0,LLM,GOODY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,231,95.89625155445017,231,18,92.20779220779221,18,2,88.88888888888889,2,1,50.0,,,,,,
43,BROTH,True,4,HOUSE,YY---,5,5,LLM,OHHHH,Y---G,4,4,CSS,FROTH,-GGGG,1.0,1.0,LLM,BROTH,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,43,99.236098774205,43,5,88.37209302325581,5,1,80.0,1,1,0.0,,,,,,
