game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
1,PHOTO,True,5,CRANE,-----,5,5,LLM,STUBS,-Y---,5,5,CSS,GOTTI,-Y-G-,4.0,4.0,LLM,KYOTO,--GGG,2.0,2.0,CSS,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,5629,540,90.4068218155978,540,43,92.03703703703704,43,2,95.34883720930233,2,1,50.0,1,1,0.0,,,
2,PARTY,True,4,CRANE,-YY--,5,5,LLM,SUPRA,--YYY,5,5,CSS,PILAR,G--YY,4.0,4.0,LLM,PARTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,227,95.96731213359388,227,8,96.47577092511013,8,1,87.5,1,1,0.0,,,,,,
3,TRICK,True,4,CRANE,YG---,4,4,LLM,BRICS,-GGG-,2,2,CSS,PRICK,-GGGG,1.0,1.0,LLM,TRICK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,8,99.85787884171256,8,3,62.5,3,2,33.33333333333333,2,1,50.0,,,,,,
4,DIRTY,True,4,CRANE,-Y---,5,5,LLM,STURT,-Y-Y-,5,4,CSS,THROB,Y-G--,4.0,4.0,LLM,DIRTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,194,96.55356191152958,194,17,91.23711340206185,17,1,94.11764705882352,1,1,0.0,,,,,,
5,USUAL,True,4,ADIEU,Y---Y,5,5,LLM,GUANO,-YY--,5,4,CSS,FAULT,-YGY-,4.0,4.0,LLM,USUAL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,115,97.95700834961805,115,28,75.65217391304347,28,1,96.42857142857143,1,1,0.0,,,,,,
6,TRULY,True,5,CRANE,-G---,4,4,LLM,FRUIT,-GG-Y,3,3,CSS,TRUSS,GGG--,2.0,2.0,LLM,TRUDY,GGG-G,1.0,1.0,CSS,TRULY,GGGGG,0.0,0.0,LLM,,,,,,5629,93,98.34784153490851,93,6,93.54838709677419,6,5,16.666666666666664,5,1,80.0,1,1,0.0,,,
7,SPENT,True,3,CRANE,---GY,4,4,LLM,GWENT,--GGG,2,2,CSS,SPENT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,41,99.27162906377687,41,3,92.6829268292683,3,1,66.66666666666666,,,,,,,,,
8,PAUSE,True,4,CRANE,--Y-G,4,4,LLM,AMPLE,Y-Y-G,4,4,CSS,PASTE,GGY-G,2.0,2.0,LLM,PAUSE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,78,98.61431870669746,78,3,96.15384615384616,3,1,66.66666666666666,1,1,0.0,,,,,,
9,CRAZY,False,6,CRANE,GGG--,2,2,LLM,CRAIG,GGG--,2,2,CSS,CRABS,GGG--,2.0,2.0,LLM,CRAWL,GGG--,2.0,2.0,CSS,CRAFT,GGG--,2.0,2.0,LLM,CRACK,GGG--,2.0,2.0,CSS,5629,11,99.80458340735477,11,10,9.090909090909092,10,5,50.0,5,4,20.0,4,3,25.0,3,2,33.33333333333333
10,BASES,False,6,CRANE,--Y-Y,5,4,LLM,FAVES,-G-GG,2,2,CSS,JAMES,-G-GG,2.0,2.0,LLM,GAZES,-G-GG,2.0,2.0,CSS,SALES,YG-GG,2.0,2.0,LLM,EASES,-GGGG,1.0,1.0,CSS,5629,215,96.18049387102505,215,45,79.06976744186046,45,35,22.22222222222222,35,28,20.0,28,2,92.85714285714286,2,1,50.0
11,YOUNG,True,4,CRANE,---G-,4,4,LLM,HOUND,-GGG-,2,2,CSS,MOUNT,-GGG-,2.0,2.0,LLM,YOUNG,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,104,98.15242494226328,104,3,97.11538461538461,3,2,33.33333333333333,2,1,50.0,,,,,,
12,MEANS,True,4,CRANE,--GGY,3,3,LLM,BEANS,-GGGG,1,1,CSS,JEANS,-GGGG,1.0,1.0,LLM,MEANS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,8,99.85787884171256,8,4,50.0,4,3,25.0,3,1,66.66666666666666,,,,,,
13,TRUTH,True,5,CRANE,-G---,4,4,LLM,FROMM,-G---,4,4,CSS,TRIPS,GG---,3.0,3.0,LLM,TRULY,GGG--,2.0,2.0,CSS,TRUTH,GGGGG,0.0,0.0,LLM,,,,,,5629,93,98.34784153490851,93,30,67.74193548387096,30,3,90.0,3,1,66.66666666666666,1,1,0.0,,,
14,FIRED,True,5,CRANE,-Y--Y,5,5,LLM,RIVET,YG-G-,3,3,CSS,WIRES,-GGG-,2.0,2.0,LLM,MIRED,-GGGG,1.0,1.0,CSS,FIRED,GGGGG,0.0,0.0,LLM,,,,,,5629,269,95.22117605258484,269,20,92.56505576208178,20,3,85.0,3,2,33.33333333333333,2,1,50.0,,,
15,FOLKS,True,4,CRANE,-----,5,5,LLM,GODOT,-G---,4,4,CSS,BOILS,-G-YG,3.0,3.0,LLM,FOLKS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,540,90.4068218155978,540,46,91.48148148148148,46,2,95.65217391304348,2,1,50.0,,,,,,
16,CHILE,True,3,CRANE,G---G,3,3,LLM,CLOSE,GY--G,3,3,CSS,CHILE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,18,99.68022739385326,18,2,88.88888888888889,2,1,50.0,,,,,,,,,
17,BLACK,True,3,CRANE,Y-G--,4,4,LLM,SMACK,--GGG,2,2,CSS,BLACK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,18,99.68022739385326,18,5,72.22222222222221,5,1,80.0,,,,,,,,,
