game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
1,PHOTO,True,3,HOUSE,YY---,5,4,LLM,CHORD,-GG--,3,3,CSS,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,43,99.236098774205,43,5,88.37209302325581,5,1,80.0,,,,,,,,,
2,PARTY,True,3,HOUSE,-----,5,5,LLM,MARTA,-GGG-,2,2,CSS,PARTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,694,87.67098951856458,694,2,99.71181556195965,2,1,50.0,,,,,,,,,
3,TRICK,True,4,HOUSE,-----,5,5,LLM,AVRIL,--YY-,5,4,CSS,BRICK,-GGGG,1.0,1.0,LLM,TRICK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,694,87.67098951856458,694,23,96.68587896253602,23,4,82.6086956521739,4,1,75.0,,,,,,
4,DIRTY,True,4,HOUSE,-----,5,5,LLM,GANJA,-----,5,5,CSS,LIPID,-G--Y,4.0,4.0,LLM,DIRTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,694,87.67098951856458,694,79,88.61671469740634,79,6,92.40506329113924,6,1,83.33333333333334,,,,,,
5,USUAL,True,3,HOUSE,--GY-,4,4,LLM,SLUMS,YYG--,4,4,CSS,USUAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,47,99.1650381950613,47,1,97.87234042553192,1,1,0.0,,,,,,,,,
6,TRULY,True,5,HOUSE,--G--,4,4,LLM,ARUBA,-GG--,3,3,CSS,TRUNK,GGG--,2.0,2.0,LLM,TRUDY,GGG-G,1.0,1.0,CSS,TRULY,GGGGG,0.0,0.0,LLM,,,,,,5629,50,99.1117427607035,50,12,76.0,12,3,75.0,3,1,66.66666666666666,1,1,0.0,,,
7,SPENT,True,4,HOUSE,---YY,5,5,LLM,TEMPS,YY-YY,5,5,CSS,STEEP,GYG-Y,3.0,3.0,LLM,SPENT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,463,91.77473796411441,463,4,99.13606911447084,4,2,50.0,2,1,50.0,,,,,,
8,PAUSE,True,4,HOUSE,--GGG,2,2,LLM,ABUSE,Y-GGG,2,2,CSS,CAUSE,-GGGG,1.0,1.0,LLM,PAUSE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,6,99.89340913128441,6,2,66.66666666666666,2,1,50.0,1,1,0.0,,,,,,
9,CRAZY,False,6,HOUSE,-----,5,5,LLM,CIARA,G-GY-,3,3,CSS,CRAMP,GGG--,2.0,2.0,LLM,CRAFT,GGG--,2.0,2.0,CSS,CRANK,GGG--,2.0,2.0,LLM,CRAWL,GGG--,2.0,2.0,CSS,5629,694,87.67098951856458,694,7,98.9913544668588,7,6,14.285714285714285,6,5,16.666666666666664,5,3,40.0,3,2,33.33333333333333
10,BASES,True,4,HOUSE,---YY,5,4,LLM,EVILS,Y---G,4,4,CSS,SLIMS,Y---G,4.0,4.0,LLM,BASES,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,463,91.77473796411441,463,179,61.33909287257019,179,12,93.29608938547486,12,1,91.66666666666666,,,,,,
11,YOUNG,True,4,HOUSE,-GG--,3,3,LLM,WOUND,-GGG-,2,2,CSS,MOUNT,-GGG-,2.0,2.0,LLM,YOUNG,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,18,99.68022739385326,18,3,83.33333333333334,3,1,66.66666666666666,1,1,0.0,,,,,,
12,MEANS,True,6,HOUSE,---YY,5,5,LLM,BREWS,--Y-G,4,4,CSS,STEWY,Y-Y--,5.0,5.0,LLM,PAGES,-Y-YG,4.0,4.0,CSS,MEALS,GGG-G,1.0,1.0,LLM,MEANS,GGGGG,0.0,0.0,CSS,5629,463,91.77473796411441,463,186,59.827213822894166,186,116,37.634408602150536,116,13,88.79310344827587,13,1,92.3076923076923,1,1,0.0
13,TRUTH,True,4,HOUSE,Y-G--,4,4,LLM,CHUBB,-YG--,4,4,CSS,WAUGH,--G-G,3.0,3.0,LLM,TRUTH,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,14,99.75128797299698,14,3,78.57142857142857,3,1,66.66666666666666,1,1,0.0,,,,,,
14,FIRED,False,6,HOUSE,----Y,5,5,LLM,KEYED,---GG,3,3,CSS,PAVED,---GG,3.0,3.0,LLM,LINED,-G-GG,2.0,2.0,CSS,TIRED,-GGGG,1.0,1.0,LLM,WIRED,-GGGG,1.0,1.0,CSS,5629,654,88.38159531000179,654,70,89.29663608562691,70,20,71.42857142857143,20,9,55.00000000000001,9,3,66.66666666666666,3,2,33.33333333333333
15,FOLKS,True,5,HOUSE,-G-Y-,4,4,LLM,DOWNS,-G--G,3,3,CSS,COOLS,-G-YG,3.0,3.0,LLM,BOLTS,-GG-G,2.0,2.0,CSS,FOLKS,GGGGG,0.0,0.0,LLM,,,,,,5629,160,97.1575768342512,160,82,48.75,82,7,91.46341463414635,7,4,42.857142857142854,4,1,75.0,,,
16,CHILE,True,3,HOUSE,Y---G,4,4,LLM,WHILE,-GGGG,1,1,CSS,CHILE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,23,99.59140166992361,23,1,95.65217391304348,1,1,0.0,,,,,,,,,
17,BLACK,True,4,HOUSE,-----,5,5,LLM,DRAMA,--G--,4,4,CSS,BLANK,GGG-G,1.0,1.0,LLM,BLACK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,694,87.67098951856458,694,29,95.82132564841498,29,1,96.55172413793103,1,1,0.0,,,,,,
18,GRANT,True,5,HOUSE,-----,5,5,LLM,IBIZA,----Y,5,5,CSS,AZIDE,Y----,5.0,5.0,LLM,TWANG,Y-GGY,3.0,3.0,CSS,GRANT,GGGGG,0.0,0.0,LLM,,,,,,5629,694,87.67098951856458,694,173,75.07204610951008,173,116,32.947976878612714,116,1,99.13793103448276,1,1,0.0,,,
19,MEALS,True,6,HOUSE,---YY,5,5,LLM,STENT,Y-Y--,5,5,CSS,TENTH,-G---,4.0,4.0,LLM,REGIS,-G--G,3.0,3.0,CSS,LEADS,YGG-G,2.0,2.0,LLM,MEALS,GGGGG,0.0,0.0,CSS,5629,463,91.77473796411441,463,184,60.259179265658744,184,54,70.65217391304348,54,23,57.407407407407405,23,1,95.65217391304348,1,1,0.0
20,CREAM,True,6,HOUSE,----Y,5,5,LLM,PAVED,-Y-Y-,5,5,CSS,RELAY,YY-G-,4.0,3.0,LLM,GREAT,-GGG-,2.0,2.0,CSS,BREAM,-GGGG,1.0,1.0,LLM,CREAM,GGGGG,0.0,0.0,CSS,5629,654,88.38159531000179,654,91,86.08562691131499,91,8,91.20879120879121,8,5,37.5,5,1,80.0,1,1,0.0
21,AWAKE,True,4,HOUSE,----G,4,4,LLM,IRENE,----G,4,4,CSS,MAPLE,-Y--G,4.0,4.0,LLM,AWAKE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,286,94.91916859122402,286,41,85.66433566433567,41,5,87.8048780487805,5,1,80.0,,,,,,
22,OCCUR,True,4,HOUSE,-YY--,5,5,LLM,LUZON,-Y-Y-,5,5,CSS,GROUT,-YYG-,4.0,4.0,LLM,OCCUR,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,55,99.02291703677385,55,11,80.0,11,1,90.9090909090909,1,1,0.0,,,,,,
23,YEARS,False,6,HOUSE,---YY,5,5,LLM,LEEDS,-G--G,3,3,CSS,BEAMS,-GG-G,2.0,2.0,LLM,PEAKS,-GG-G,2.0,2.0,CSS,SEARS,-GGGG,1.0,1.0,LLM,FEARS,-GGGG,1.0,1.0,CSS,5629,463,91.77473796411441,463,62,86.60907127429806,62,15,75.80645161290323,15,12,20.0,12,7,41.66666666666667,7,6,14.285714285714285
24,GRADE,True,3,HOUSE,----G,4,4,LLM,DRAPE,YGG-G,2,2,CSS,GRADE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,286,94.91916859122402,286,2,99.3006993006993,2,1,50.0,,,,,,,,,
