game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
1,PHOTO,True,6,GUESS,-----,5,5,LLM,MAMBO,----G,4,4,CSS,WORDS,-Y---,5,5,LLM,TINTO,---GG,3.0,3.0,CSS,KYOTO,--GGG,2.0,2.0,LLM,PHOTO,GGGGG,0.0,0.0,CSS,5629,1270,77.43826612186889,1270,44,96.53543307086613,44,11,75.0,11,2,81.81818181818183,2,1,50.0,1,1,0.0
2,PARTY,True,5,RAINS,YG---,4,4,LLM,MAJOR,-G--Y,4,4,CSS,TARGE,YGG--,3,3,LLM,CARTA,-GGG-,2.0,2.0,CSS,PARTY,GGGGG,0.0,0.0,LLM,,,,,,5629,163,97.10428139989341,163,67,58.895705521472394,67,6,91.04477611940298,6,3,50.0,3,1,66.66666666666666,,,
3,TRICK,True,4,GUESS,-----,5,5,LLM,LANKY,---Y-,5,5,CSS,BROOK,-G--G,3,3,LLM,TRICK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,1270,77.43826612186889,1270,15,98.81889763779527,15,4,73.33333333333333,4,1,75.0,,,,,,
4,DIRTY,True,4,GUESS,-----,5,5,LLM,TIMOR,YG--Y,4,4,CSS,BIRTH,-GGG-,2,2,LLM,DIRTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,1270,77.43826612186889,1270,5,99.60629921259843,5,1,80.0,1,1,0.0,,,,,,
5,USUAL,True,4,START,Y-Y--,5,4,LLM,VISAS,--YG-,4,4,CSS,ASLAN,-GYG-,3,3,LLM,USUAL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,255,95.46988807958785,255,6,97.6470588235294,6,1,83.33333333333334,1,1,0.0,,,,,,
6,TRULY,True,3,COULD,--GG-,3,3,LLM,PAULS,--GG-,3,3,CSS,TRULY,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,5629,12,99.78681826256884,12,2,83.33333333333334,2,1,50.0,,,,,,,,,
7,SPENT,True,4,COULD,-----,5,5,LLM,NHTSA,Y-YY-,5,5,CSS,STERN,GYG-Y,3,3,LLM,SPENT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,1556,72.35743471309291,1556,20,98.7146529562982,20,1,95.0,1,1,0.0,,,,,,
8,PAUSE,True,4,COULD,--G--,4,4,LLM,PRUNE,G-G-G,2,2,CSS,BASED,-GYY-,4,3,LLM,PAUSE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,82,98.54325812755374,82,1,98.78048780487805,1,1,0.0,1,1,0.0,,,,,,
9,CRAZY,True,5,STAGE,--G--,4,4,LLM,FLAIL,--G--,4,4,CSS,GRAIL,-GG--,3,3,LLM,BRAVO,-GG--,3.0,3.0,CSS,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,5629,127,97.7438266121869,127,56,55.90551181102362,56,19,66.07142857142857,19,10,47.368421052631575,10,1,90.0,,,
10,BASES,True,5,GUESS,--YYG,4,4,LLM,TESTS,-YG-G,3,3,CSS,ROSES,--GGG,2,2,LLM,VASES,-GGGG,1.0,1.0,CSS,BASES,GGGGG,0.0,0.0,LLM,,,,,,5629,52,99.07621247113164,52,15,71.15384615384616,15,7,53.333333333333336,7,3,57.14285714285714,3,1,66.66666666666666,,,
