game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
1,PHOTO,True,3,HOUSE,YY---,5,4,LLM,CHOIR,-GG--,3,3,CSS,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,43,99.236098774205,43,6,86.04651162790698,6,1,83.33333333333334,,,,,,,,,
2,PARTY,True,5,HOUSE,-----,5,5,LLM,MALIN,-G---,4,4,CSS,DARCY,-GG-G,2.0,2.0,LLM,PARRY,GGG-G,1.0,1.0,CSS,PARTY,GGGGG,0.0,0.0,LLM,,,,,,5629,694,87.67098951856458,694,64,90.77809798270894,64,4,93.75,4,1,75.0,1,1,0.0,,,
3,TRICK,True,4,HOUSE,-----,5,5,LLM,TARDY,G-Y--,4,4,CSS,TRILL,GGG--,2.0,2.0,LLM,TRICK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,694,87.67098951856458,694,4,99.42363112391931,4,2,50.0,2,1,50.0,,,,,,
4,DIRTY,True,4,HOUSE,-----,5,5,LLM,CAPRA,---Y-,5,5,CSS,BRING,-YY--,5.0,5.0,LLM,DIRTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,694,87.67098951856458,694,28,95.96541786743515,28,2,92.85714285714286,2,1,50.0,,,,,,
5,USUAL,True,3,HOUSE,--GY-,4,4,LLM,SAULT,YYGY-,4,4,CSS,USUAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,47,99.1650381950613,47,1,97.87234042553192,1,1,0.0,,,,,,,,,
6,TRULY,True,3,HOUSE,--G--,4,4,LLM,BRUNT,-GG-Y,3,3,CSS,TRULY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,50,99.1117427607035,50,4,92.0,4,1,75.0,,,,,,,,,
7,SPENT,True,4,HOUSE,---YY,5,5,LLM,TALES,Y--YY,5,5,CSS,STENT,G-GGG,1.0,1.0,LLM,SPENT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,463,91.77473796411441,463,7,98.48812095032397,7,2,71.42857142857143,2,1,50.0,,,,,,
8,PAUSE,True,4,HOUSE,--GGG,2,2,LLM,ABUSE,Y-GGG,2,2,CSS,CAUSE,-GGGG,1.0,1.0,LLM,PAUSE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,6,99.89340913128441,6,2,66.66666666666666,2,1,50.0,1,1,0.0,,,,,,
9,CRAZY,True,4,HOUSE,-----,5,5,LLM,TRICK,-G-Y-,4,4,CSS,CRAMP,GGG--,2.0,2.0,LLM,CRAZY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,694,87.67098951856458,694,5,99.27953890489914,5,3,40.0,3,1,66.66666666666666,,,,,,
10,BASES,False,6,HOUSE,---YY,5,4,LLM,STERN,Y-Y--,5,5,CSS,STEER,Y--G-,4.0,4.0,LLM,MALES,-G-GG,2.0,2.0,CSS,FAVES,-G-GG,2.0,2.0,LLM,CAGES,-G-GG,2.0,2.0,CSS,5629,463,91.77473796411441,463,133,71.2742980561555,133,84,36.84210526315789,84,23,72.61904761904762,23,15,34.78260869565217,15,6,60.0
11,YOUNG,True,3,HOUSE,-GG--,3,3,LLM,MOUND,-GGG-,2,2,CSS,YOUNG,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,18,99.68022739385326,18,2,88.88888888888889,2,1,50.0,,,,,,,,,
12,MEANS,True,6,HOUSE,---YY,5,5,LLM,WAKES,-Y-YG,4,4,CSS,TEARS,-GG-G,2.0,2.0,LLM,DEALS,-GG-G,2.0,2.0,CSS,BEAMS,-GGYG,2.0,2.0,LLM,MEANS,GGGGG,0.0,0.0,CSS,5629,463,91.77473796411441,463,46,90.06479481641469,46,14,69.56521739130434,14,5,64.28571428571429,5,1,80.0,1,1,0.0
13,TRUTH,True,3,HOUSE,Y-G--,4,4,LLM,THUNK,GYG--,3,3,CSS,TRUTH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,14,99.75128797299698,14,1,92.85714285714286,1,1,0.0,,,,,,,,,
14,FIRED,True,6,HOUSE,----Y,5,5,LLM,ARDEN,-YYG-,4,4,CSS,WIRED,-GGGG,1.0,1.0,LLM,MIRED,-GGGG,1.0,1.0,CSS,TIRED,-GGGG,1.0,1.0,LLM,FIRED,GGGGG,0.0,0.0,CSS,5629,654,88.38159531000179,654,11,98.31804281345565,11,3,72.72727272727273,3,2,33.33333333333333,2,1,50.0,1,1,0.0
15,FOLKS,True,4,HOUSE,-G-Y-,4,4,LLM,COOLS,-G-YG,3,3,CSS,FOLDS,GGG-G,1.0,1.0,LLM,FOLKS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,160,97.1575768342512,160,15,90.625,15,1,93.33333333333333,1,1,0.0,,,,,,
16,CHILE,True,3,HOUSE,Y---G,4,4,LLM,THINE,-GG-G,2,2,CSS,CHILE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,23,99.59140166992361,23,3,86.95652173913044,3,1,66.66666666666666,,,,,,,,,
17,BLACK,True,4,HOUSE,-----,5,5,LLM,PLINY,-G---,4,4,CSS,CLACK,-GGGG,1.0,1.0,LLM,BLACK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,694,87.67098951856458,694,11,98.4149855907781,11,2,81.81818181818183,2,1,50.0,,,,,,
18,GRANT,True,5,HOUSE,-----,5,5,LLM,CLIMB,-----,5,5,CSS,SPACE,--G--,4.0,4.0,LLM,GRAND,GGGG-,1.0,1.0,CSS,GRANT,GGGGG,0.0,0.0,LLM,,,,,,5629,694,87.67098951856458,694,110,84.14985590778097,110,19,82.72727272727273,19,1,94.73684210526315,1,1,0.0,,,
19,MEALS,True,3,HOUSE,---YY,5,5,LLM,MILES,G-YYG,3,3,CSS,MEALS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,463,91.77473796411441,463,1,99.78401727861771,1,1,0.0,,,,,,,,,
20,CREAM,True,6,HOUSE,----Y,5,5,LLM,FIRED,--YY-,5,4,CSS,REPAY,YY-G-,4.0,3.0,LLM,BREAK,-GGG-,2.0,2.0,CSS,TREAT,-GGG-,2.0,2.0,LLM,CREAM,GGGGG,0.0,0.0,CSS,5629,654,88.38159531000179,654,56,91.43730886850153,56,8,85.71428571428571,8,3,62.5,3,1,66.66666666666666,1,1,0.0
21,AWAKE,True,3,HOUSE,----G,4,4,LLM,ARNIE,G---G,3,3,CSS,AWAKE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,286,94.91916859122402,286,11,96.15384615384616,11,1,90.9090909090909,,,,,,,,,
