game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
1,PHOTO,True,4,HOUSE,YY---,5,4,LLM,THROB,YG-Y-,4,4,CSS,CHOPS,-GGY-,3.0,3.0,LLM,PHOTO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,43,99.236098774205,43,1,97.67441860465115,1,1,0.0,1,1,0.0,,,,,,
2,PARTY,True,5,HOUSE,-----,5,5,LLM,DIZZY,----G,4,4,CSS,MARRY,-GG-G,2.0,2.0,LLM,CARLY,-GG-G,2.0,2.0,CSS,PARTY,GGGGG,0.0,0.0,LLM,,,,,,5629,694,87.67098951856458,694,62,91.06628242074927,62,2,96.7741935483871,2,1,50.0,1,1,0.0,,,
3,TRICK,True,4,HOUSE,-----,5,5,LLM,CAPRI,Y--YY,5,5,CSS,RICKY,YYYY-,5.0,2.0,LLM,TRICK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,694,87.67098951856458,694,5,99.27953890489914,5,3,40.0,3,1,66.66666666666666,,,,,,
4,DIRTY,True,6,HOUSE,-----,5,5,LLM,ADMIN,-Y-Y-,5,5,CSS,DILLY,GG--G,2.0,2.0,LLM,DIDDY,GG--G,2.0,2.0,CSS,DIGBY,GG--G,2.0,2.0,LLM,DIRTY,GGGGG,0.0,0.0,CSS,5629,694,87.67098951856458,694,11,98.4149855907781,11,6,45.45454545454545,6,5,16.666666666666664,5,4,20.0,4,1,75.0
5,USUAL,True,4,HOUSE,--GY-,4,4,LLM,SLUTS,YYG--,4,4,CSS,STUDS,Y-G--,4.0,4.0,LLM,USUAL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,47,99.1650381950613,47,1,97.87234042553192,1,1,0.0,1,1,0.0,,,,,,
6,TRULY,True,4,HOUSE,--G--,4,4,LLM,LAUDA,Y-G--,4,4,CSS,PLUMB,-YG--,4.0,4.0,LLM,TRULY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,50,99.1117427607035,50,11,78.0,11,1,90.9090909090909,1,1,0.0,,,,,,
7,SPENT,True,6,HOUSE,---YY,5,5,LLM,CESAR,-YY--,5,5,CSS,TEAMS,YY--Y,5.0,5.0,LLM,SKEET,G-G-G,2.0,2.0,CSS,STENT,G-GGG,1.0,1.0,LLM,SPENT,GGGGG,0.0,0.0,CSS,5629,463,91.77473796411441,463,109,76.45788336933045,109,16,85.3211009174312,16,5,68.75,5,1,80.0,1,1,0.0
8,PAUSE,True,3,HOUSE,--GGG,2,2,LLM,CAUSE,-GGGG,1,1,CSS,PAUSE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,6,99.89340913128441,6,1,83.33333333333334,1,1,0.0,,,,,,,,,
9,CRAZY,True,6,HOUSE,-----,5,5,LLM,PLAID,--G--,4,4,CSS,GRAFF,-GG--,3.0,3.0,LLM,CRANK,GGG--,2.0,2.0,CSS,CRABY,GGG-G,1.0,1.0,LLM,CRAZY,GGGGG,0.0,0.0,CSS,5629,694,87.67098951856458,694,31,95.53314121037464,31,10,67.74193548387096,10,2,80.0,2,1,50.0,1,1,0.0
10,BASES,True,5,HOUSE,---YY,5,4,LLM,BETTS,GY--G,3,3,CSS,BAKES,GG-GG,1.0,1.0,LLM,BABES,GG-GG,1.0,1.0,CSS,BASES,GGGGG,0.0,0.0,LLM,,,,,,5629,463,91.77473796411441,463,8,98.27213822894169,8,3,62.5,3,2,33.33333333333333,2,1,50.0,,,
