game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
1,PHOTO,True,3,CRANE,-----,5,5,LLM,FOILS,-Y---,5,5,CSS,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,540,90.4068218155978,540,11,97.96296296296296,11,1,90.9090909090909,,,,,,,,,
2,PARTY,True,4,CRANE,-YY--,5,5,LLM,DARIA,-GG--,3,3,CSS,HARTS,-GGG-,2.0,2.0,LLM,PARTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,227,95.96731213359388,227,34,85.02202643171806,34,2,94.11764705882352,2,1,50.0,,,,,,
3,TRICK,True,5,CRANE,YG---,4,4,LLM,BRICS,-GGG-,2,2,CSS,PRICK,-GGGG,1.0,1.0,LLM,FRICK,-GGGG,1.0,1.0,CSS,TRICK,GGGGG,0.0,0.0,LLM,,,,,,5629,8,99.85787884171256,8,3,62.5,3,2,33.33333333333333,2,1,50.0,1,1,0.0,,,
4,DIRTY,True,4,CRANE,-Y---,5,5,LLM,TORUS,Y-G--,4,4,CSS,BIRTH,-GGG-,2.0,2.0,LLM,DIRTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,194,96.55356191152958,194,6,96.90721649484536,6,1,83.33333333333334,1,1,0.0,,,,,,
5,USUAL,True,5,CRANE,--Y--,5,5,LLM,MAILS,-Y-YY,5,5,CSS,SHALE,Y-YY-,5.0,3.0,LLM,TULSA,-YYYY,5.0,4.0,CSS,USUAL,GGGGG,0.0,0.0,LLM,,,,,,5629,448,92.04121513590336,448,4,99.10714285714286,4,2,50.0,2,1,50.0,1,1,0.0,,,
6,TRULY,True,5,CRANE,-G---,4,4,LLM,PROST,-G--Y,4,4,CSS,TRUTH,GGG--,2.0,2.0,LLM,TRUDY,GGG-G,1.0,1.0,CSS,TRULY,GGGGG,0.0,0.0,LLM,,,,,,5629,93,98.34784153490851,93,6,93.54838709677419,6,2,66.66666666666666,2,1,50.0,1,1,0.0,,,
7,SPENT,True,4,CRANE,---GY,4,4,LLM,SEONG,GY-G-,3,3,CSS,STENT,G-GGG,1.0,1.0,LLM,SPENT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,41,99.27162906377687,41,3,92.6829268292683,3,1,66.66666666666666,1,1,0.0,,,,,,
8,PAUSE,True,3,CRANE,--Y-G,4,4,LLM,AISLE,Y-Y-G,4,3,CSS,PAUSE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,78,98.61431870669746,78,1,98.71794871794873,1,1,0.0,,,,,,,,,
9,CRAZY,True,5,CRANE,GGG--,2,2,LLM,CRAPS,GGG--,2,2,CSS,CRAWL,GGG--,2.0,2.0,LLM,CRAIG,GGG--,2.0,2.0,CSS,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,5629,11,99.80458340735477,11,6,45.45454545454545,6,5,16.666666666666664,5,4,20.0,4,1,75.0,,,
10,BASES,True,5,CRANE,--Y-Y,5,4,LLM,MALES,-G-GG,2,2,CSS,WAVES,-G-GG,2.0,2.0,LLM,GATES,-G-GG,2.0,2.0,CSS,BASES,GGGGG,0.0,0.0,LLM,,,,,,5629,215,96.18049387102505,215,36,83.25581395348837,36,25,30.555555555555557,25,11,56.00000000000001,11,1,90.9090909090909,,,
