game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
1,PHOTO,True,5,AURES,-----,5,5,LLM,WILLI,-----,5.0,5.0,CSS,NOOYA,-YG--,4.0,4.0,LLM,CHOCO,-GG-G,2.0,2.0,CSS,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,5629,371,93.40913128441997,371,73,80.3234501347709,73,2,97.26027397260275,2,1,50.0,1,1,0.0,,,
2,PARTY,True,3,ELWAY,---YG,4,4,LLM,PADDY,GG--G,2.0,2.0,CSS,PARTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,99,98.24125066619293,99,8,91.91919191919192,8,1,87.5,,,,,,,,,
3,TRICK,True,4,TONAL,G----,4,4,LLM,TWIGS,G-G--,3.0,3.0,CSS,THICK,G-GGG,1.0,1.0,LLM,TRICK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,89,98.41890211405223,89,12,86.51685393258427,12,1,91.66666666666666,1,1,0.0,,,,,,
4,DIRTY,True,4,STUDY,-Y-YG,4,4,LLM,DEITY,G-YGG,2.0,2.0,CSS,DITTY,GG-GG,1.0,1.0,LLM,DIRTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,4,99.92893942085628,4,2,50.0,2,1,50.0,1,1,0.0,,,,,,
5,USUAL,True,4,ROSES,--Y--,5,5,LLM,SLICK,YY---,5.0,5.0,CSS,PALSY,-YYY-,5.0,5.0,LLM,USUAL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,223,96.03837271273761,223,8,96.41255605381166,8,1,87.5,1,1,0.0,,,,,,
6,TRULY,True,4,BASES,-----,5,5,LLM,KIDDO,-----,5.0,5.0,CSS,HURRY,-YY-G,4.0,4.0,LLM,TRULY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,688,87.77758038728015,688,65,90.55232558139535,65,1,98.46153846153847,1,1,0.0,,,,,,
7,SPENT,True,5,PEARS,YY--Y,5,4,LLM,STEEP,GYG-Y,3.0,3.0,CSS,SWEPT,G-GYG,2.0,2.0,LLM,SPELT,GGG-G,1.0,1.0,CSS,SPENT,GGGGG,0.0,0.0,LLM,,,,,,5629,31,99.44928051163618,31,4,87.09677419354838,4,2,50.0,2,1,50.0,1,1,0.0,,,
8,PAUSE,True,4,RAVES,-G-YY,4,4,LLM,WASTE,-GY-G,3.0,3.0,CSS,SAUCE,YGG-G,2.0,2.0,LLM,PAUSE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,15,99.73352282821105,15,8,46.666666666666664,8,1,87.5,1,1,0.0,,,,,,
9,CRAZY,True,5,BREED,-G---,4,4,LLM,FROCK,-G-Y-,4.0,4.0,CSS,CRAWL,GGG--,2.0,2.0,LLM,CRAPS,GGG--,2.0,2.0,CSS,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,5629,196,96.51803162195772,196,16,91.83673469387756,16,6,62.5,6,2,66.66666666666666,2,1,50.0,,,
10,BASES,True,6,BITTY,G----,4,4,LLM,BANDA,GG---,3.0,3.0,CSS,BARBS,GG--G,2.0,2.0,LLM,BALLS,GG--G,2.0,2.0,CSS,BACKS,GG--G,2.0,2.0,LLM,BASES,GGGGG,0.0,0.0,CSS,5629,206,96.34038017409841,206,15,92.71844660194175,15,5,66.66666666666666,5,3,40.0,3,1,66.66666666666666,1,1,0.0
