game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,3,TONES,YY---,5,5,LLM_RERANK,PROTO,G-GGG,1,1,LLM_RERANK,PHOTO,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
2,PARTY,True,4,LEANS,--Y--,5,5,LLM_RERANK,KARMA,-GG--,3,3,LLM_RERANK,DARTH,-GGG-,2,2,LLM_RERANK,PARTY,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
3,TRICK,True,3,ASTER,--Y-Y,5,5,LLM_RERANK,FRUIT,-G-YY,4,4,LLM_RERANK,TRICK,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
4,DIRTY,True,4,SEARS,---Y-,5,5,LLM_RERANK,ORTON,-YY--,5,4,LLM_RERANK,FIRTH,-GGG-,2,2,LLM_RERANK,DIRTY,GGGGG,0,0,CSS,,,,,,,,,,
5,USUAL,True,3,STADE,Y-Y--,5,4,LLM_RERANK,MAILS,-Y-YY,5,5,LLM_RERANK,USUAL,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
6,TRULY,True,4,LEAPS,Y----,5,5,LLM_RERANK,BUILD,-Y-G-,4,4,LLM_RERANK,YOULL,Y-GG-,3,3,LLM_RERANK,TRULY,GGGGG,0,0,CSS,,,,,,,,,,
7,SPENT,True,5,SHEAR,G-G--,3,3,LLM_RERANK,SLEET,G-G-G,2,2,LLM_RERANK,SCENT,G-GGG,1,1,LLM_RERANK,STENT,G-GGG,1,1,LLM_RERANK,SPENT,GGGGG,0,0,CSS,,,,,
8,PAUSE,True,4,TRAIN,--Y--,5,5,LLM_RERANK,LADLE,-G--G,3,3,LLM_RERANK,SAUCE,YGG-G,2,2,LLM_RERANK,PAUSE,GGGGG,0,0,CSS,,,,,,,,,,
9,CRAZY,True,5,TRAIN,-GG--,3,3,LLM_RERANK,GRASP,-GG--,3,3,LLM_RERANK,BRACE,-GGY-,3,3,LLM_RERANK,CRAWL,GGG--,2,2,LLM_RERANK,CRAZY,GGGGG,0,0,CSS,,,,,
10,BASES,True,5,TRAIN,--Y--,5,5,LLM_RERANK,LACES,-G-GG,2,2,LLM_RERANK,GAMES,-G-GG,2,2,LLM_RERANK,SAVES,YG-GG,2,2,LLM_RERANK,BASES,GGGGG,0,0,LLM_RERANK,,,,,
11,YOUNG,True,3,READS,-----,5,5,LLM_RERANK,TYING,-Y-GG,3,3,LLM_RERANK,YOUNG,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
12,MEANS,True,6,ARNIE,Y-Y-Y,5,5,LLM_RERANK,SEDAN,YG-YY,4,3,LLM_RERANK,JEANS,-GGGG,1,1,LLM_RERANK,BEANS,-GGGG,1,1,LLM_RERANK,LEANS,-GGGG,1,1,LLM_RERANK,MEANS,GGGGG,0,0,CSS
13,TRUTH,True,3,SHANE,-Y---,5,5,LLM_RERANK,TOUCH,G-G-G,2,2,LLM_RERANK,TRUTH,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
14,FIRED,True,3,TIRES,-GGG-,2,2,LLM_RERANK,WIRED,-GGGG,1,1,LLM_RERANK,FIRED,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
