game_number,target_code,won,attempts,guess_1,feedback_1,strategy_1,candidates_1,guess_2,feedback_2,strategy_2,candidates_2,guess_3,feedback_3,strategy_3,candidates_3,guess_4,feedback_4,strategy_4,candidates_4,guess_5,feedback_5,strategy_5,candidates_5,guess_6,feedback_6,strategy_6,candidates_6,guess_7,feedback_7,strategy_7,candidates_7,guess_8,feedback_8,strategy_8,candidates_8,guess_9,feedback_9,strategy_9,candidates_9,guess_10,feedback_10,strategy_10,candidates_10
1,GRBR,True,5,RYOW,0B1W,LLM,152,BRGB,1B2W,VOI,21,BWBG,1B1W,VOI,3,BBRR,1B2W,VOI,1,GRBR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
2,RGBY,True,5,ROOR,1B0W,LLM,256,BOBG,1B1W,VOI,51,BGGR,1B2W,VOI,4,GWBR,1B2W,VOI,1,RGBY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
3,BYYW,True,5,OYGB,1B1W,LLM,252,BGGR,1B0W,VOI,29,WOGW,1B0W,VOI,5,BOBB,1B0W,VOI,2,BYYW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
4,BGWY,True,5,YRWO,1B1W,LLM,252,OGWW,2B0W,VOI,18,BGWR,3B0W,VOI,3,GGWR,2B0W,VOI,1,BGWY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
5,BROG,True,5,GYWR,0B2W,LLM,312,BBYG,2B0W,VOI,31,BGRG,2B1W,VOI,4,BWGG,2B0W,VOI,1,BROG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
6,GGWY,True,4,OBBG,0B1W,LLM,276,GGWR,3B0W,VOI,11,RGWR,2B0W,VOI,4,GGWY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
7,RWOW,True,4,RWYO,2B1W,LLM,48,WBYO,0B2W,VOI,6,RWWY,2B1W,VOI,1,RWOW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
8,WGRR,True,6,OYWG,0B2W,LLM,312,RGBY,1B1W,VOI,52,GOBB,0B1W,VOI,10,WBYY,1B0W,VOI,4,WGGR,3B0W,VOI,1,WGRR,4B0W,VOI,1,,,,,,,,,,,,,,,,
9,ROWO,True,5,GOOB,1B1W,LLM,230,GBRR,0B1W,VOI,49,WOGW,1B1W,VOI,6,YOYG,1B0W,VOI,1,ROWO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
10,WYYY,True,5,WBYG,2B0W,LLM,96,YOYG,1B1W,VOI,24,OBRG,0B0W,VOI,3,WYYW,3B0W,VOI,1,WYYY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
11,ORRR,True,5,GYBO,0B1W,LLM,152,WGRR,2B0W,VOI,21,BBRR,2B0W,VOI,6,WBWR,1B0W,VOI,4,ORRR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
12,RGOW,True,1,RGOW,4B0W,LLM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,RGOG,True,5,RYBB,1B0W,LLM,182,RGOW,3B0W,VOI,9,RWOW,2B0W,VOI,5,RGOO,3B0W,VOI,2,RGOG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
14,RWGW,True,5,RYBB,1B0W,LLM,182,RGOG,1B1W,VOI,38,ROWO,1B1W,VOI,11,RRGW,3B0W,VOI,1,RWGW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
15,BRBY,True,5,YBOG,0B2W,LLM,312,BGWR,1B1W,VOI,63,BYYW,1B1W,VOI,8,OWYR,0B2W,VOI,2,BRBY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
16,BGGB,True,5,RGRW,1B0W,LLM,182,BYYW,1B0W,VOI,28,BGGO,3B0W,VOI,4,BGBO,2B1W,VOI,1,BGGB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
17,OOOB,True,4,YYGB,1B0W,LLM,182,RWGW,0B0W,VOI,10,BOBB,2B0W,VOI,1,OOOB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
18,WOGB,True,5,YYOB,1B1W,LLM,230,BROG,0B3W,VOI,26,GOBB,2B1W,VOI,2,OOGB,3B0W,VOI,1,WOGB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
19,RGYR,True,6,YYOY,0B1W,LLM,308,OOGB,0B1W,VOI,37,GGYG,2B0W,VOI,12,RGYW,3B0W,VOI,2,WGYW,2B0W,VOI,1,RGYR,4B0W,VOI,1,,,,,,,,,,,,,,,,
20,WGWY,True,4,RYOB,0B1W,LLM,152,WGYW,2B2W,VOI,4,WWYG,1B3W,VOI,1,WGWY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
21,GWGW,True,5,RYGW,2B0W,LLM,96,BYYW,1B0W,VOI,26,RWOW,2B0W,VOI,5,RYOO,0B0W,VOI,2,GWGW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
22,YWWG,True,3,WRYG,1B2W,LLM,132,WGWY,1B3W,VOI,2,YWWG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,BRYG,True,4,YYBY,0B2W,LLM,61,WBYO,1B1W,VOI,10,BRYR,3B0W,VOI,3,BRYG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
24,OGYG,True,3,YWOG,1B2W,LLM,132,GWYR,1B1W,VOI,24,OGYG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,WYYR,True,4,GGWB,0B1W,LLM,276,BRBY,0B2W,VOI,45,OWYR,2B1W,VOI,4,WYYR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
26,BYOW,True,4,GYRR,1B0W,LLM,182,GWGW,1B0W,VOI,29,BYYW,3B0W,VOI,4,BYOW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
27,RRBG,True,5,OYBO,1B0W,LLM,182,WYYR,0B1W,VOI,40,GWBB,1B1W,VOI,6,RGBG,3B0W,VOI,1,RRBG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
