game_number,target_code,won,attempts,guess_1,feedback_1,strategy_1,candidates_1,guess_2,feedback_2,strategy_2,candidates_2,guess_3,feedback_3,strategy_3,candidates_3,guess_4,feedback_4,strategy_4,candidates_4,guess_5,feedback_5,strategy_5,candidates_5,guess_6,feedback_6,strategy_6,candidates_6,guess_7,feedback_7,strategy_7,candidates_7,guess_8,feedback_8,strategy_8,candidates_8,guess_9,feedback_9,strategy_9,candidates_9,guess_10,feedback_10,strategy_10,candidates_10
1,GRBR,True,4,GWGO,1B0W,LLM,182,GRBY,3B0W,VOI,6,GRRY,2B1W,VOI,1,GRBR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
2,RGBY,True,4,WGYW,1B1W,LLM,230,GRYY,1B2W,VOI,18,ROYG,1B2W,VOI,3,RGBY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
3,BYYW,True,4,BORY,1B1W,LLM,252,YGBY,0B3W,VOI,8,BYGB,2B0W,VOI,1,BYYW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
4,BGWY,True,4,GBYG,0B3W,LLM,44,RGBY,2B1W,VOI,6,BGOY,3B0W,VOI,1,BGWY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
5,BROG,True,5,YRWB,1B1W,LLM,252,GRBR,1B2W,VOI,14,RRGY,1B1W,VOI,3,BRRO,2B1W,VOI,1,BROG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
6,GGWY,True,5,BWYO,0B2W,LLM,312,GBBY,2B0W,VOI,32,GBWR,2B0W,VOI,4,OBBR,0B0W,VOI,2,GGWY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
7,RWOW,True,5,BGGO,0B1W,LLM,276,GYWY,0B1W,VOI,59,RBBW,2B0W,VOI,7,WWBW,2B0W,VOI,1,RWOW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
8,WGRR,True,4,RYRG,1B2W,LLM,84,RGBY,1B1W,VOI,16,RRGW,0B4W,VOI,1,WGRR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
9,ROWO,True,6,GBBW,0B1W,LLM,276,RGRY,1B0W,VOI,36,YWWY,1B0W,VOI,4,RWOO,2B2W,VOI,2,OWRO,1B3W,VOI,1,ROWO,4B0W,VOI,1,,,,,,,,,,,,,,,,
10,WYYY,True,4,RGGG,0B0W,LLM,256,YWWY,1B2W,VOI,20,WYOY,3B0W,VOI,2,WYYY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,
