game_number,target_code,won,attempts,guess_1,feedback_1,strategy_1,candidates_1,guess_2,feedback_2,strategy_2,candidates_2,guess_3,feedback_3,strategy_3,candidates_3,guess_4,feedback_4,strategy_4,candidates_4,guess_5,feedback_5,strategy_5,candidates_5,guess_6,feedback_6,strategy_6,candidates_6,guess_7,feedback_7,strategy_7,candidates_7,guess_8,feedback_8,strategy_8,candidates_8,guess_9,feedback_9,strategy_9,candidates_9,guess_10,feedback_10,strategy_10,candidates_10
1,GRBR,True,5,BORO,0B2W,LLM,222,GROR,3B0W,CSS,10,GWOR,2B0W,VOI,3,YROR,2B0W,CSS,1,GRBR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
2,RGBY,True,5,RROO,1B0W,LLM,256,BBOW,0B1W,CSS,44,GRWY,1B2W,VOI,7,RGWG,2B0W,CSS,1,RGBY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
3,BYYW,True,5,RYGB,1B1W,LLM,252,GWBB,0B2W,CSS,40,RGWW,1B0W,VOI,6,BYWO,2B1W,CSS,1,BYYW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
4,BGWY,True,4,BOWG,2B1W,LLM,48,WBWG,1B2W,CSS,9,BWYG,1B3W,VOI,1,BGWY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
5,BROG,True,4,YYGG,1B0W,LLM,256,BYOW,2B0W,CSS,18,RYOR,1B1W,VOI,3,BROG,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
6,GGWY,True,5,OBYB,0B1W,LLM,276,WYWR,1B1W,CSS,53,WOGW,0B2W,VOI,7,YGWG,2B2W,CSS,1,GGWY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
7,RWOW,True,3,OGYR,0B2W,LLM,312,YBOB,1B0W,CSS,46,RWOW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WGRR,True,5,YRRY,1B1W,LLM,208,GORR,2B1W,CSS,13,RORB,1B1W,VOI,3,GYRO,1B1W,CSS,1,WGRR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
9,ROWO,True,5,YYYB,0B0W,LLM,256,WOGG,1B1W,CSS,46,RGGR,1B0W,VOI,6,OOWR,2B2W,CSS,1,ROWO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
10,WYYY,True,4,RYOG,1B0W,LLM,108,WYBB,2B0W,CSS,12,WYWY,3B0W,VOI,2,WYYY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
11,ORRR,True,4,RYGW,0B1W,LLM,152,ORBO,2B0W,CSS,20,YBBO,0B1W,VOI,1,ORRR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
