game_number,target_code,won,attempts,guess_1,feedback_1,strategy_1,candidates_1,guess_2,feedback_2,strategy_2,candidates_2,guess_3,feedback_3,strategy_3,candidates_3,guess_4,feedback_4,strategy_4,candidates_4,guess_5,feedback_5,strategy_5,candidates_5,guess_6,feedback_6,strategy_6,candidates_6,guess_7,feedback_7,strategy_7,candidates_7,guess_8,feedback_8,strategy_8,candidates_8,guess_9,feedback_9,strategy_9,candidates_9,guess_10,feedback_10,strategy_10,candidates_10
1,GRBR,True,5,ROWB,0B2W,LLM,312,WBYY,0B1W,CSS,54,BRGG,1B2W,VOI,6,BGBR,2B1W,CSS,1,GRBR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
2,RGBY,True,5,OGBW,2B0W,LLM,96,OGYG,1B1W,CSS,24,ORBY,2B1W,VOI,3,OYBB,1B1W,CSS,1,RGBY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
3,BYYW,True,5,BWRW,2B0W,LLM,105,BORB,1B0W,CSS,26,RWRY,0B2W,VOI,3,BGYW,3B0W,CSS,1,BYYW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
4,BGWY,True,4,YROB,0B2W,LLM,312,GBYG,0B3W,CSS,10,BYGW,1B3W,VOI,1,BGWY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
5,BROG,True,3,GBWR,0B3W,LLM,136,RGBO,0B4W,CSS,3,BROG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,GGWY,True,4,GOYR,1B1W,LLM,252,WGGR,1B2W,CSS,10,GWGY,2B2W,VOI,2,GGWY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
7,RWOW,True,5,ORRG,0B2W,LLM,222,GOWO,0B2W,CSS,30,RBOW,3B0W,VOI,3,RYOW,3B0W,CSS,1,RWOW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
8,WGRR,True,5,YWBG,0B2W,LLM,312,RYYW,0B2W,CSS,44,BRWB,0B2W,VOI,6,WGRO,3B0W,CSS,1,WGRR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
9,ROWO,True,4,BYYO,1B0W,LLM,182,WRYW,0B2W,CSS,26,GWRO,1B2W,VOI,2,ROWO,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
10,WYYY,True,4,OBBO,0B0W,LLM,256,GRGY,1B0W,CSS,18,WRRW,1B0W,VOI,1,WYYY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
11,ORRR,True,4,GRRR,3B0W,LLM,20,GGRR,2B0W,CSS,5,RRRR,3B0W,VOI,4,ORRR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
12,RGOW,True,4,WRWR,0B2W,LLM,96,BWRO,0B3W,CSS,10,ROGW,2B2W,VOI,1,RGOW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
13,RGOG,True,4,YYBW,0B0W,LLM,81,OORO,0B2W,CSS,7,GGOR,2B2W,VOI,2,RGOG,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
14,RWGW,True,5,OBRB,0B1W,LLM,276,YRGY,1B1W,CSS,58,YYWO,0B1W,VOI,9,WGGR,1B2W,CSS,1,RWGW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
15,BRBY,True,5,GGOO,0B0W,LLM,256,WBRW,0B2W,CSS,42,YRWY,2B0W,VOI,5,YRBB,2B2W,CSS,1,BRBY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
16,BGGB,True,4,YRYG,0B1W,LLM,276,RWWB,1B0W,CSS,36,OBGB,2B1W,VOI,5,BGGB,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
17,OOOB,True,4,BOWW,1B1W,LLM,230,GOYB,2B0W,CSS,14,ROBB,2B0W,VOI,1,OOOB,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
18,WOGB,True,5,YGRW,0B2W,LLM,312,BWWY,0B2W,CSS,43,OYBR,0B2W,VOI,6,GBYG,0B2W,CSS,1,WOGB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
19,RGYR,True,5,BOYR,2B0W,LLM,96,BGBR,2B0W,CSS,14,WGYR,3B0W,VOI,3,GGYR,3B0W,CSS,2,RGYR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
20,WGWY,True,5,OGOR,1B0W,LLM,182,YBOB,0B1W,CSS,37,BGWG,2B0W,VOI,4,BWWR,1B1W,CSS,1,WGWY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
21,GWGW,True,4,GRYW,2B0W,LLM,96,WBYW,1B1W,CSS,24,ORYB,0B0W,VOI,3,GWGW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
22,YWWG,True,5,OBGR,0B1W,LLM,152,YYOW,1B1W,CSS,30,WYWB,1B2W,VOI,4,WGYW,0B4W,CSS,1,YWWG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
23,BRYG,True,5,WOOY,0B1W,LLM,276,GWGB,0B2W,CSS,42,RRBW,1B1W,VOI,5,RBYG,2B2W,CSS,1,BRYG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
24,OGYG,True,4,GYYW,1B1W,LLM,230,YYOB,0B2W,CSS,34,BRYG,2B0W,VOI,4,OGYG,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
25,WYYR,True,4,YOYW,1B2W,LLM,84,OWYO,1B1W,CSS,14,WYYG,3B0W,VOI,3,WYYR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
26,BYOW,True,4,YYRG,1B0W,LLM,182,YWOO,1B2W,CSS,13,WYBO,1B3W,VOI,2,BYOW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
27,RRBG,True,4,BOBG,2B0W,LLM,105,OOWG,1B0W,CSS,26,BORR,0B3W,VOI,1,RRBG,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
28,GYRB,True,5,YOOB,1B1W,LLM,230,WYYB,2B0W,CSS,25,GRYB,2B2W,VOI,2,RGYB,1B3W,CSS,1,GYRB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
29,ORRG,True,4,YYOR,0B2W,LLM,222,WORW,1B1W,CSS,44,RGRO,1B3W,VOI,1,ORRG,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
30,YGBR,True,5,YYWR,2B0W,LLM,105,RBWR,1B1W,CSS,24,BYWO,0B2W,VOI,3,YORR,2B0W,CSS,1,YGBR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
31,GBWR,True,4,RRGR,1B1W,LLM,156,RYBG,0B3W,CSS,22,YGWR,2B1W,VOI,3,GBWR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
32,BRGB,True,4,GWWB,1B1W,LLM,230,RWYW,0B1W,CSS,41,GGBR,0B3W,VOI,2,BRGB,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
33,YGRW,True,5,BBBR,0B1W,LLM,308,RRGO,0B2W,CSS,40,WYRG,1B3W,VOI,2,GWRY,1B3W,CSS,1,YGRW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
34,RWGY,True,3,BYYR,0B2W,LLM,222,OWRB,1B1W,CSS,41,RWGY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,YYYO,True,4,WGBW,0B0W,LLM,81,OOOR,0B1W,CSS,8,YRYY,2B1W,VOI,1,YYYO,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
36,RWYR,True,4,BOGO,0B0W,LLM,81,WWYW,2B0W,CSS,15,WWRR,2B1W,VOI,2,RWYR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
