game_number,target_code,won,attempts,guess_1,feedback_1,strategy_1,candidates_1,guess_2,feedback_2,strategy_2,candidates_2,guess_3,feedback_3,strategy_3,candidates_3,guess_4,feedback_4,strategy_4,candidates_4,guess_5,feedback_5,strategy_5,candidates_5,guess_6,feedback_6,strategy_6,candidates_6,guess_7,feedback_7,strategy_7,candidates_7,guess_8,feedback_8,strategy_8,candidates_8,guess_9,feedback_9,strategy_9,candidates_9,guess_10,feedback_10,strategy_10,candidates_10
1,GRBR,True,4,RYRB,0B3W,LLM,44,YBWR,1B1W,CSS,7,BROR,2B1W,CSS,2,GRBR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
2,RGBY,True,4,OYGW,0B2W,LLM,312,BOBG,1B1W,CSS,50,GRBY,2B2W,CSS,1,RGBY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
3,BYYW,True,4,GGYW,2B0W,LLM,105,RWYW,2B0W,CSS,19,RGYO,1B0W,CSS,4,BYYW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
4,BGWY,True,5,ROYG,0B2W,LLM,312,BROB,1B0W,CSS,50,WYOO,0B2W,CSS,8,YRWR,1B1W,CSS,2,BGWY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
5,BROG,True,6,YYGO,0B2W,LLM,222,OGRG,1B2W,CSS,25,RWOG,2B1W,CSS,4,ROBG,1B3W,CSS,2,RGOB,1B3W,CSS,1,BROG,4B0W,CSS,1,,,,,,,,,,,,,,,,
6,GGWY,True,5,RYGO,0B2W,LLM,312,BOYY,1B0W,CSS,43,WWRY,1B1W,CSS,7,WGYG,1B3W,CSS,1,GGWY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
7,RWOW,True,5,BBBY,0B0W,LLM,256,RRGW,2B0W,CSS,29,RROO,2B0W,CSS,5,WROW,2B2W,CSS,1,RWOW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
8,WGRR,True,4,OYBG,0B1W,LLM,152,WGRW,3B0W,CSS,7,GGRW,2B1W,CSS,2,WGRR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
9,ROWO,True,6,RYGW,1B1W,LLM,252,ROYB,2B0W,CSS,19,RRWB,2B0W,CSS,4,RRYY,1B0W,CSS,2,RGBB,1B0W,CSS,1,ROWO,4B0W,CSS,1,,,,,,,,,,,,,,,,
10,WYYY,True,5,OYRB,1B0W,LLM,108,GYWW,1B1W,CSS,24,RWRW,0B1W,CSS,5,OOWG,0B1W,CSS,1,WYYY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
11,ORRR,True,5,RWBO,0B2W,LLM,312,YROY,1B1W,CSS,50,OGWY,1B0W,CSS,3,OOOR,2B0W,CSS,1,ORRR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
12,RGOW,True,4,RYGB,1B1W,LLM,252,WBGW,1B1W,CSS,38,YYBW,1B0W,CSS,3,RGOW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
13,RGOG,True,4,YBWR,0B1W,LLM,152,GOGW,0B3W,CSS,8,OGRG,2B2W,CSS,1,RGOG,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
14,RWGW,True,5,RRRW,2B0W,LLM,123,RBRY,1B0W,CSS,18,WORW,1B2W,CSS,4,RGOW,2B1W,CSS,1,RWGW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
15,BRBY,True,5,BOWW,1B0W,LLM,182,RRYW,1B1W,CSS,26,BRBR,3B0W,CSS,3,BRRR,2B0W,CSS,1,BRBY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
16,BGGB,True,4,RWBR,0B1W,LLM,276,BYGG,2B1W,CSS,15,BBGY,2B1W,CSS,1,BGGB,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
17,OOOB,True,3,RRYW,0B0W,LLM,81,BOOO,2B2W,CSS,3,OOOB,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WOGB,True,4,ORYW,0B2W,LLM,312,BBOR,0B2W,CSS,43,WGBO,1B3W,CSS,1,WOGB,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
19,RGYR,True,4,GBYR,2B1W,LLM,48,GYYB,1B1W,CSS,15,RBYW,2B0W,CSS,1,RGYR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
20,WGWY,True,5,RYWB,1B1W,LLM,252,RWOW,0B2W,CSS,39,YOWO,1B1W,CSS,6,WOBB,1B0W,CSS,1,WGWY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
21,GWGW,True,6,LIST,INVALID,LLM,1296,OYGB,1B0W,CSS,108,RYWW,1B1W,CSS,24,OOWR,0B1W,CSS,5,WGGW,2B2W,CSS,1,GWGW,4B0W,CSS,1,,,,,,,,,,,,,,,,
22,YWWG,True,5,YBBO,1B0W,LLM,182,GGRO,0B1W,CSS,31,WBWR,1B1W,CSS,4,YRWY,2B0W,CSS,1,YWWG,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
23,BRYG,True,5,YORW,0B2W,LLM,312,WBWY,0B2W,CSS,52,OGYB,1B2W,CSS,7,BYOB,1B1W,CSS,1,BRYG,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
24,OGYG,True,5,RYOG,1B2W,LLM,132,RWGY,0B2W,CSS,38,GROB,0B2W,CSS,7,YOYG,2B1W,CSS,1,OGYG,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
25,WYYR,True,5,RWWB,0B2W,LLM,222,BGRR,1B0W,CSS,24,WYRO,2B1W,CSS,2,YYRW,1B3W,CSS,1,WYYR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
26,BYOW,True,5,YWWB,0B3W,LLM,44,WBGY,0B3W,CSS,8,RYBW,2B1W,CSS,2,BYYW,3B0W,CSS,1,BYOW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
27,RRBG,True,4,RYRO,1B1W,LLM,230,RGBR,2B2W,CSS,3,BGRR,0B4W,CSS,1,RRBG,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
28,GYRB,True,5,GOOD,INVALID,LLM,1296,GBYG,1B2W,CSS,84,GYBB,3B0W,CSS,8,GYBW,2B1W,CSS,2,GYRB,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
29,ORRG,True,4,YGRR,1B2W,LLM,84,GYYR,0B2W,CSS,14,RBRG,2B1W,CSS,2,ORRG,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
30,YGBR,True,6,RYWO,0B2W,LLM,312,WGOG,1B0W,CSS,50,WBRW,0B2W,CSS,8,BOOR,1B1W,CSS,2,BRYG,0B4W,CSS,1,YGBR,4B0W,CSS,1,,,,,,,,,,,,,,,,
31,GBWR,True,4,GBRY,2B1W,LLM,48,BBGY,1B1W,CSS,15,WBRG,1B3W,CSS,1,GBWR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
32,BRGB,True,5,WYGR,1B1W,LLM,252,GRGB,3B0W,CSS,6,ORGB,3B0W,CSS,2,RRGB,3B0W,CSS,1,BRGB,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
33,YGRW,True,4,RGBY,1B2W,LLM,132,ROYG,0B3W,CSS,23,GRBO,0B2W,CSS,4,YGRW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
34,RWGY,True,4,ROWY,2B1W,LLM,48,ROYO,1B1W,CSS,15,YOWG,0B3W,CSS,1,RWGY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
35,YYYO,True,4,RWBW,0B0W,LLM,81,OOOY,0B2W,CSS,7,GGYO,2B0W,CSS,1,YYYO,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
