game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
1,PHOTO,True,3,PLANO,G---G,3,3,LLM,PETRO,G-Y-G,3,3,CSS,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,12,99.78681826256884,12,1,91.66666666666666,1,1,0.0,,,,,,,,,
2,PARTY,True,4,BROCK,-Y---,5,5,LLM,THEIR,Y---Y,5,5,CSS,STURM,-Y-Y-,5.0,5.0,LLM,PARTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,656,88.34606502042992,656,30,95.42682926829268,30,1,96.66666666666667,1,1,0.0,,,,,,
3,TRICK,True,4,STAGE,-Y---,5,5,LLM,UNFIT,---YY,5,5,CSS,TRILL,GGG--,2.0,2.0,LLM,TRICK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,190,96.62462249067329,190,31,83.6842105263158,31,2,93.54838709677419,2,1,50.0,,,,,,
4,DIRTY,True,3,LOVED,----Y,5,5,LLM,TARDY,Y-GYG,3,3,CSS,DIRTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,192,96.58909220110144,192,1,99.47916666666666,1,1,0.0,,,,,,,,,
5,USUAL,True,4,MOULD,--GY-,4,4,LLM,FLUNG,-YG--,4,4,CSS,CRUEL,--G-G,3.0,3.0,LLM,USUAL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,30,99.4670456564221,30,5,83.33333333333334,5,1,80.0,1,1,0.0,,,,,,
6,TRULY,True,6,SPORE,---Y-,5,5,LLM,FRANZ,-G---,4,4,CSS,TRUCK,GGG--,2.0,2.0,LLM,TRUTH,GGG--,2.0,2.0,CSS,TRUDY,GGG-G,1.0,1.0,LLM,TRULY,GGGGG,0.0,0.0,CSS,5629,271,95.18564576301297,271,17,93.72693726937268,17,3,82.35294117647058,3,2,33.33333333333333,2,1,50.0,1,1,0.0
7,SPENT,True,3,PIXIE,Y---Y,5,5,LLM,STEEP,GYG-Y,3,3,CSS,SPENT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,96,98.29454610055072,96,4,95.83333333333334,4,1,75.0,,,,,,,,,
8,PAUSE,True,5,LIONS,----Y,5,5,LLM,ASTER,YY-Y-,5,4,CSS,VESPA,-YYYY,5.0,5.0,LLM,SPEAK,YYYY-,5.0,5.0,CSS,PAUSE,GGGGG,0.0,0.0,LLM,,,,,,5629,303,94.6171611298632,303,24,92.07920792079209,24,5,79.16666666666666,5,2,60.0,2,1,50.0,,,
9,CRAZY,True,5,MOSES,-----,5,5,LLM,ALTAR,Y---Y,5,5,CSS,BAIRD,-Y-Y-,5.0,5.0,LLM,GRAVY,-GG-G,2.0,2.0,CSS,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,5629,930,83.4784153490851,930,76,91.82795698924731,76,11,85.52631578947368,11,1,90.9090909090909,1,1,0.0,,,
10,BASES,True,4,CARLO,-G---,4,4,LLM,BADEN,GG-G-,2,2,CSS,BATES,GG-GG,1.0,1.0,LLM,BASES,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,402,92.85841179605615,402,4,99.00497512437812,4,3,25.0,3,1,66.66666666666666,,,,,,
