game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
1,PHOTO,True,3,WHICH,-G---,4,4,LLM,SHANE,-G---,4,4,CSS,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,105,98.13465979747735,105,6,94.28571428571428,6,1,83.33333333333334,,,,,,,,,
2,PARTY,True,4,THERE,Y--Y-,5,5,LLM,SORTA,--GGY,3,3,CSS,PARTI,GGGG-,1.0,1.0,LLM,PARTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,97,98.27678095576479,97,4,95.87628865979381,4,1,75.0,1,1,0.0,,,,,,
3,TRICK,True,5,WHICH,--GG-,3,3,LLM,SLICE,--GG-,3,3,CSS,GREEN,-G---,4.0,4.0,LLM,FRICK,-GGGG,1.0,1.0,CSS,TRICK,GGGGG,0.0,0.0,LLM,,,,,,5629,32,99.43151536685025,32,10,68.75,10,5,50.0,5,4,20.0,4,1,75.0,,,
4,DIRTY,True,2,WORDS,--GY-,4,4,LLM,DIRTY,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,5629,34,99.39598507727838,34,1,97.05882352941177,,,,,,,,,,,,
5,USUAL,True,3,START,Y-Y--,5,4,LLM,ASICS,YG---,4,4,CSS,USUAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,255,95.46988807958785,255,3,98.82352941176471,3,1,66.66666666666666,,,,,,,,,
6,TRULY,True,3,LEAST,Y---Y,5,5,LLM,TILLY,G--GG,2,2,CSS,TRULY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,19,99.66246224906733,19,1,94.73684210526315,1,1,0.0,,,,,,,,,
7,SPENT,True,2,THERE,Y-G--,4,4,LLM,SPENT,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,5629,34,99.39598507727838,34,1,97.05882352941177,,,,,,,,,,,,
8,PAUSE,True,4,THINK,-----,5,5,LLM,DALES,-G-YY,4,4,CSS,CAUSE,-GGGG,1.0,1.0,LLM,PAUSE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,1651,70.66974595842956,1651,6,99.6365838885524,6,1,83.33333333333334,1,1,0.0,,,,,,
9,CRAZY,True,4,THINK,-----,5,5,LLM,CAPER,GY--Y,4,4,CSS,CLARY,G-GYG,2.0,2.0,LLM,CRAZY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,1651,70.66974595842956,1651,10,99.39430648092066,10,1,90.0,1,1,0.0,,,,,,
10,BASES,True,6,LEAST,-YYY-,5,4,LLM,HANES,-G-GG,2,2,CSS,MAKES,-G-GG,2.0,2.0,LLM,CAGES,-G-GG,2.0,2.0,CSS,WAVES,-G-GG,2.0,2.0,LLM,BASES,GGGGG,0.0,0.0,CSS,5629,109,98.06359921833364,109,48,55.96330275229357,48,32,33.33333333333333,32,17,46.875,17,8,52.94117647058824,8,1,87.5
