game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
1,PHOTO,True,4,HOUSE,YY---,5,4,LLM,CHOIR,-GG--,3,3,CSS,THONG,YGG--,3.0,3.0,LLM,PHOTO,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,43,99.236098774205,43,6,86.04651162790698,6,1,83.33333333333334,1,1,0.0,,,,,,
2,PARTY,True,6,HOUSE,-----,5,5,LLM,DARIN,-GG--,3,3,CSS,GIVEN,-----,5.0,5.0,LLM,MARLA,-GG--,3.0,3.0,CSS,BARRY,-GG-G,2.0,2.0,LLM,PARTY,GGGGG,0.0,0.0,CSS,5629,694,87.67098951856458,694,29,95.82132564841498,29,26,10.344827586206897,26,4,84.61538461538461,4,1,75.0,1,1,0.0
3,TRICK,True,2,THINK,G-G-G,2,2,LLM,TRICK,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,5629,1,99.98223485521407,1,1,0.0,,,,,,,,,,,,
4,DIRTY,True,3,HOUSE,-----,5,5,LLM,TRICK,YYY--,5,5,CSS,DIRTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,694,87.67098951856458,694,7,98.9913544668588,7,1,85.71428571428571,,,,,,,,,
5,USUAL,True,4,THINK,-----,5,5,LLM,CLARE,-YY--,5,5,CSS,SALAD,Y-YG-,4.0,4.0,LLM,USUAL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,1651,70.66974595842956,1651,70,95.76014536644458,70,1,98.57142857142858,1,1,0.0,,,,,,
6,TRULY,True,3,HOUSE,--G--,4,4,LLM,PAULY,--GGG,2,2,CSS,TRULY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,50,99.1117427607035,50,1,98.0,1,1,0.0,,,,,,,,,
7,SPENT,True,4,THINK,Y--G-,4,4,LLM,GAUNT,---GG,3,3,CSS,BRENT,--GGG,2.0,2.0,LLM,SPENT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,36,99.36045478770652,36,6,83.33333333333334,6,4,33.33333333333333,4,1,75.0,,,,,,
8,PAUSE,True,6,THINK,-----,5,5,LLM,SALLY,YG---,4,4,CSS,GAMES,-G-YY,4.0,4.0,LLM,CAUSE,-GGGG,1.0,1.0,CSS,SINCE,Y---G,4.0,4.0,LLM,PAUSE,GGGGG,0.0,0.0,CSS,5629,1651,70.66974595842956,1651,72,95.63900666262872,72,3,95.83333333333334,3,1,66.66666666666666,1,1,0.0,1,1,0.0
9,CRAZY,True,5,HOUSE,-----,5,5,LLM,MARTA,-YY--,5,5,CSS,BRIAN,-G-Y-,4.0,4.0,LLM,CRACK,GGG--,2.0,2.0,CSS,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,5629,694,87.67098951856458,694,52,92.507204610951,52,6,88.46153846153845,6,2,66.66666666666666,2,1,50.0,,,
10,BASES,True,4,ABOUT,YY---,5,5,LLM,BRAID,G-Y--,4,4,CSS,BANES,GG-GG,1.0,1.0,LLM,BASES,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,155,97.24640255818085,155,24,84.51612903225806,24,4,83.33333333333334,4,1,75.0,,,,,,
11,YOUNG,True,4,HOUSE,-GG--,3,3,LLM,MOUNT,-GGG-,2,2,CSS,POUND,-GGG-,2.0,2.0,LLM,YOUNG,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,18,99.68022739385326,18,6,66.66666666666666,6,1,83.33333333333334,1,1,0.0,,,,,,
12,MEANS,True,5,HOUSE,---YY,5,5,LLM,BASES,-Y-YG,4,4,CSS,TEARS,-GG-G,2.0,2.0,LLM,LEANS,-GGGG,1.0,1.0,CSS,MEANS,GGGGG,0.0,0.0,LLM,,,,,,5629,463,91.77473796411441,463,41,91.14470842332614,41,11,73.17073170731707,11,3,72.72727272727273,3,1,66.66666666666666,,,
13,TRUTH,True,6,ABOUT,---YY,5,4,LLM,TRULY,GGG--,2,2,CSS,TRUNK,GGG--,2.0,2.0,LLM,TRUMP,GGG--,2.0,2.0,CSS,TRUCE,GGG--,2.0,2.0,LLM,TRUTH,GGGGG,0.0,0.0,CSS,5629,81,98.56102327233967,81,7,91.35802469135803,7,5,28.57142857142857,5,4,20.0,4,2,50.0,2,1,50.0
14,FIRED,True,3,THINK,--Y--,5,5,LLM,BLAIR,---YY,5,5,CSS,FIRED,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,465,91.73920767454254,465,29,93.76344086021506,29,1,96.55172413793103,,,,,,,,,
15,FOLKS,True,3,THINK,----Y,5,5,LLM,LEAKS,Y--GG,3,3,CSS,FOLKS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,183,96.74897850417481,183,2,98.90710382513662,2,1,50.0,,,,,,,,,
16,CHILE,True,4,HOUSE,Y---G,4,4,LLM,THINE,-GG-G,2,2,CSS,CHIME,GGG-G,1.0,1.0,LLM,CHILE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,23,99.59140166992361,23,3,86.95652173913044,3,1,66.66666666666666,1,1,0.0,,,,,,
17,BLACK,True,6,ABOUT,YY---,5,5,LLM,BASAL,GY--Y,4,4,CSS,BLAME,GGG--,2.0,2.0,LLM,BLAIR,GGG--,2.0,2.0,CSS,BLANK,GGG-G,1.0,1.0,LLM,BLACK,GGGGG,0.0,0.0,CSS,5629,155,97.24640255818085,155,11,92.90322580645162,11,5,54.54545454545454,5,4,20.0,4,1,75.0,1,1,0.0
18,GRANT,True,3,HOUSE,-----,5,5,LLM,CRAZY,-GG--,3,3,CSS,GRANT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,694,87.67098951856458,694,35,94.95677233429394,35,1,97.14285714285714,,,,,,,,,
19,MEALS,True,4,THINK,-----,5,5,LLM,PARSE,-Y-YY,5,4,CSS,SEAMS,-GGYG,2.0,2.0,LLM,MEALS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,1651,70.66974595842956,1651,20,98.78861296184131,20,1,95.0,1,1,0.0,,,,,,
20,CREAM,True,3,THINK,-----,5,5,LLM,MADRE,YY-YY,5,5,CSS,CREAM,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,1651,70.66974595842956,1651,7,99.57601453664445,7,1,85.71428571428571,,,,,,,,,
21,AWAKE,True,6,HOUSE,----G,4,4,LLM,RAINE,-Y--G,4,4,CSS,SINCE,----G,4.0,4.0,LLM,BLAKE,--GGG,2.0,2.0,CSS,PEAKE,--GGG,2.0,2.0,LLM,AWAKE,GGGGG,0.0,0.0,CSS,5629,286,94.91916859122402,286,29,89.86013986013987,29,27,6.896551724137931,27,2,92.5925925925926,2,1,50.0,1,1,0.0
22,OCCUR,True,3,HOUSE,-YY--,5,5,LLM,OUTRO,GY-Y-,4,4,CSS,OCCUR,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,55,99.02291703677385,55,1,98.18181818181819,1,1,0.0,,,,,,,,,
23,YEARS,False,6,HOUSE,---YY,5,5,LLM,REAMS,YGG-G,2,2,CSS,SEARS,-GGGG,1.0,1.0,LLM,NEARS,-GGGG,1.0,1.0,CSS,GIVEN,---Y-,5.0,5.0,LLM,TEARS,-GGGG,1.0,1.0,CSS,5629,463,91.77473796411441,463,9,98.0561555075594,9,8,11.11111111111111,8,7,12.5,7,6,14.285714285714285,6,5,16.666666666666664
24,GRADE,True,4,THINK,-----,5,5,LLM,WEARS,-YGY-,4,4,CSS,GRAZE,GGG-G,1.0,1.0,LLM,GRADE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,1651,70.66974595842956,1651,11,99.33373712901272,11,4,63.63636363636363,4,1,75.0,,,,,,
25,CHILL,True,3,THINK,-GG--,3,3,LLM,CHILE,GGGG-,1,1,CSS,CHILL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,27,99.52034109077988,27,3,88.88888888888889,3,1,66.66666666666666,,,,,,,,,
26,FLOOD,True,4,THINK,-----,5,5,LLM,CAGED,----G,4,4,CSS,SWORD,--G-G,3.0,3.0,LLM,FLOOD,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,1651,70.66974595842956,1651,11,99.33373712901272,11,4,63.63636363636363,4,1,75.0,,,,,,
