game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
1,PHOTO,True,3,HOUSE,YY---,5,4,LLM,CHOIR,-GG--,3,3,CSS,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,43,99.236098774205,43,6,86.04651162790698,6,1,83.33333333333334,,,,,,,,,
2,PARTY,True,5,ABOUT,Y---Y,5,5,LLM,TASTE,-G-G-,3,3,CSS,MARTA,-GGG-,2.0,2.0,LLM,GARTH,-GGG-,2.0,2.0,CSS,PARTY,GGGGG,0.0,0.0,LLM,,,,,,5629,299,94.68822170900692,299,18,93.9799331103679,18,4,77.77777777777779,4,2,50.0,2,1,50.0,,,
3,TRICK,True,4,HOUSE,-----,5,5,LLM,PARTY,--YY-,5,5,CSS,TRILL,GGG--,2.0,2.0,LLM,TRICK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,694,87.67098951856458,694,5,99.27953890489914,5,1,80.0,1,1,0.0,,,,,,
4,DIRTY,True,4,HOUSE,-----,5,5,LLM,FLIRT,--YYY,5,3,CSS,TRAIN,YY-Y-,5.0,5.0,LLM,DIRTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,694,87.67098951856458,694,8,98.84726224783861,8,1,87.5,1,1,0.0,,,,,,
5,USUAL,True,3,HOUSE,--GY-,4,4,LLM,SAULT,YYGY-,4,4,CSS,USUAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,47,99.1650381950613,47,1,97.87234042553192,1,1,0.0,,,,,,,,,
6,TRULY,True,4,AFTER,--Y-Y,5,5,LLM,DIRTY,--YYG,4,4,CSS,STORY,-Y-YG,4.0,4.0,LLM,TRULY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,98,98.25901581097885,98,2,97.95918367346938,2,1,50.0,1,1,0.0,,,,,,
7,SPENT,True,5,HOUSE,---YY,5,5,LLM,TEAMS,YY--Y,5,5,CSS,SWEET,G-G-G,2.0,2.0,LLM,SLEPT,G-GYG,2.0,2.0,CSS,SPENT,GGGGG,0.0,0.0,LLM,,,,,,5629,463,91.77473796411441,463,22,95.24838012958963,22,5,77.27272727272727,5,1,80.0,1,1,0.0,,,
8,PAUSE,True,4,THERE,----G,4,4,LLM,ALINE,Y---G,4,4,CSS,MAUVE,-GG-G,2.0,2.0,LLM,PAUSE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,269,95.22117605258484,269,22,91.82156133828995,22,5,77.27272727272727,5,1,80.0,,,,,,
9,CRAZY,True,5,HOUSE,-----,5,5,LLM,APRIL,Y-Y--,5,5,CSS,BRAND,-GG--,3.0,3.0,LLM,TRACY,-GGYG,2.0,2.0,CSS,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,5629,694,87.67098951856458,694,51,92.65129682997119,51,10,80.3921568627451,10,1,90.0,1,1,0.0,,,
10,BASES,False,6,HOUSE,---YY,5,4,LLM,SPENT,Y-Y--,5,5,CSS,MAKES,-G-GG,2.0,2.0,LLM,RACES,-G-GG,2.0,2.0,CSS,WAGES,-G-GG,2.0,2.0,LLM,FAVES,-G-GG,2.0,2.0,CSS,5629,463,91.77473796411441,463,165,64.36285097192224,165,30,81.81818181818183,30,17,43.333333333333336,17,9,47.05882352941176,9,5,44.44444444444444
