game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
1,PHOTO,True,3,THINK,YG---,4,4,LLM,CHEST,-G--Y,4,4,CSS,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,21,99.62693195949547,21,1,95.23809523809523,1,1,0.0,,,,,,,,,
2,PARTY,True,3,HOUSE,-----,5,5,LLM,TANIA,YG---,4,4,CSS,PARTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,694,87.67098951856458,694,8,98.84726224783861,8,1,87.5,,,,,,,,,
3,TRICK,True,2,THINK,G-G-G,2,2,LLM,TRICK,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,5629,1,99.98223485521407,1,1,0.0,,,,,,,,,,,,
4,DIRTY,True,4,WORLD,--G-Y,4,4,LLM,YARDS,Y-GY-,4,4,CSS,DERRY,G-G-G,2.0,2.0,LLM,DIRTY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,37,99.34268964292059,37,3,91.8918918918919,3,1,66.66666666666666,1,1,0.0,,,,,,
5,USUAL,True,4,THREE,-----,5,5,LLM,LAGOS,YY--Y,5,5,CSS,SLAIN,YYY--,5.0,4.0,LLM,USUAL,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,1280,77.2606146740096,1280,16,98.75,16,2,87.5,2,1,50.0,,,,,,
6,TRULY,True,4,THINK,G----,4,4,LLM,TEARS,G--Y-,4,4,CSS,TRUMP,GGG--,2.0,2.0,LLM,TRULY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,136,97.58394030911352,136,12,91.17647058823529,12,2,83.33333333333334,2,1,50.0,,,,,,
7,SPENT,True,3,HOUSE,---YY,5,5,LLM,SALES,G--Y-,4,4,CSS,SPENT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,463,91.77473796411441,463,13,97.19222462203024,13,1,92.3076923076923,,,,,,,,,
8,PAUSE,True,4,THINK,-----,5,5,LLM,MALES,-G-YY,4,4,CSS,SAUCE,YGG-G,2.0,2.0,LLM,PAUSE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,1651,70.66974595842956,1651,5,99.69715324046032,5,1,80.0,1,1,0.0,,,,,,
9,CRAZY,True,6,THINK,-----,5,5,LLM,FARES,-YY--,5,5,CSS,ARORA,YG---,4.0,4.0,LLM,BRADY,-GG-G,2.0,2.0,CSS,GRAVY,-GG-G,2.0,2.0,LLM,CRAZY,GGGGG,0.0,0.0,CSS,5629,1651,70.66974595842956,1651,42,97.45608721986675,42,9,78.57142857142857,9,2,77.77777777777779,2,1,50.0,1,1,0.0
10,BASES,True,6,HOUSE,---YY,5,4,LLM,ARIES,Y--GG,3,3,CSS,MAKES,-G-GG,2.0,2.0,LLM,CASES,-GGGG,1.0,1.0,CSS,EASES,-GGGG,1.0,1.0,LLM,BASES,GGGGG,0.0,0.0,CSS,5629,463,91.77473796411441,463,62,86.60907127429806,62,44,29.03225806451613,44,4,90.9090909090909,4,3,25.0,3,1,66.66666666666666
11,YOUNG,True,3,THING,---GG,3,3,LLM,ALONG,--YGG,3,3,CSS,YOUNG,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,22,99.60916681470954,22,1,95.45454545454545,1,1,0.0,,,,,,,,,
12,MEANS,True,5,HOUSE,---YY,5,5,LLM,RATES,-Y-YG,4,4,CSS,DEALS,-GG-G,2.0,2.0,LLM,BEAMS,-GGYG,2.0,2.0,CSS,MEANS,GGGGG,0.0,0.0,LLM,,,,,,5629,463,91.77473796411441,463,27,94.16846652267819,27,7,74.07407407407408,7,1,85.71428571428571,1,1,0.0,,,
13,TRUTH,True,6,ABOUT,---YY,5,4,LLM,TUNES,GY---,4,4,CSS,TRUMP,GGG--,2.0,2.0,LLM,TRUDY,GGG--,2.0,2.0,CSS,TRUCK,GGG--,2.0,2.0,LLM,TRUTH,GGGGG,0.0,0.0,CSS,5629,81,98.56102327233967,81,6,92.5925925925926,6,4,33.33333333333333,4,2,50.0,2,1,50.0,1,1,0.0
14,FIRED,True,4,HOUSE,----Y,5,5,LLM,DETER,Y--GY,4,4,CSS,FRIED,GYYGG,2.0,2.0,LLM,FIRED,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,654,88.38159531000179,654,20,96.94189602446484,20,1,95.0,1,1,0.0,,,,,,
15,FOLKS,True,4,HOUSE,-G-Y-,4,4,LLM,LOONS,YG--G,3,3,CSS,FOLLS,GGG-G,1.0,1.0,LLM,FOLKS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,160,97.1575768342512,160,23,85.625,23,2,91.30434782608695,2,1,50.0,,,,,,
16,CHILE,True,4,GIVEN,-Y-Y-,5,4,LLM,ARISE,--G-G,3,3,CSS,WHILE,-GGGG,1.0,1.0,LLM,CHILE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,178,96.83780422810446,178,11,93.82022471910112,11,1,90.9090909090909,1,1,0.0,,,,,,
17,BLACK,True,4,HOUSE,-----,5,5,LLM,TRAIN,--G--,4,4,CSS,CLACK,-GGGG,1.0,1.0,LLM,BLACK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,694,87.67098951856458,694,14,97.98270893371757,14,2,85.71428571428571,2,1,50.0,,,,,,
18,GRANT,True,3,THINK,Y--G-,4,4,LLM,GAUNT,GY-GG,2,2,CSS,GRANT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,36,99.36045478770652,36,1,97.22222222222221,1,1,0.0,,,,,,,,,
19,MEALS,True,3,THINK,-----,5,5,LLM,PARSE,-Y-YY,5,4,CSS,MEALS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,1651,70.66974595842956,1651,20,98.78861296184131,20,1,95.0,,,,,,,,,
20,CREAM,True,6,THINK,-----,5,5,LLM,EARLS,YYY--,5,5,CSS,GRADE,-GY-Y,4.0,4.0,LLM,BREAM,-GGGG,1.0,1.0,CSS,SINCE,---YY,5.0,5.0,LLM,CREAM,GGGGG,0.0,0.0,CSS,5629,1651,70.66974595842956,1651,43,97.39551786795882,43,3,93.02325581395348,3,1,66.66666666666666,1,1,0.0,1,1,0.0
21,AWAKE,True,3,THINK,----Y,5,5,LLM,KOREA,Y--YY,5,5,CSS,AWAKE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,183,96.74897850417481,183,9,95.08196721311475,9,1,88.88888888888889,,,,,,,,,
22,OCCUR,True,4,HOUSE,-YY--,5,5,LLM,TUMOR,-Y-YG,4,4,CSS,FLOUR,--YGG,3.0,3.0,LLM,OCCUR,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,55,99.02291703677385,55,3,94.54545454545455,3,1,66.66666666666666,1,1,0.0,,,,,,
23,YEARS,True,5,THINK,-----,5,5,LLM,RACES,YY-YG,4,4,CSS,SEARS,-GGGG,1.0,1.0,LLM,MEARS,-GGGG,1.0,1.0,CSS,YEARS,GGGGG,0.0,0.0,LLM,,,,,,5629,1651,70.66974595842956,1651,10,99.39430648092066,10,7,30.0,7,6,14.285714285714285,6,1,83.33333333333334,,,
24,GRADE,True,3,HOUSE,----G,4,4,LLM,ALINE,Y---G,4,4,CSS,GRADE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,286,94.91916859122402,286,48,83.21678321678321,48,1,97.91666666666666,,,,,,,,,
25,CHILL,True,3,THINK,-GG--,3,3,LLM,CHILE,GGGG-,1,1,CSS,CHILL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,27,99.52034109077988,27,3,88.88888888888889,3,1,66.66666666666666,,,,,,,,,
26,FLOOD,True,5,THINK,-----,5,5,LLM,EARLS,---Y-,5,5,CSS,LOBBY,YY---,5.0,4.0,LLM,GLOOM,-GGG-,2.0,2.0,CSS,FLOOD,GGGGG,0.0,0.0,LLM,,,,,,5629,1651,70.66974595842956,1651,26,98.4251968503937,26,3,88.46153846153845,3,1,66.66666666666666,1,1,0.0,,,
27,APPLY,True,4,HOUSE,-----,5,5,LLM,NAIRA,-Y---,5,5,CSS,AMPLY,G-GGG,1.0,1.0,LLM,APPLY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,694,87.67098951856458,694,16,97.69452449567724,16,1,93.75,1,1,0.0,,,,,,
28,SMILE,True,5,HOUSE,---YG,4,4,LLM,SPATE,G---G,3,3,CSS,SEIZE,G-G-G,2.0,2.0,LLM,SLIDE,GYG-G,2.0,2.0,CSS,SMILE,GGGGG,0.0,0.0,LLM,,,,,,5629,65,98.84526558891456,65,16,75.38461538461539,16,6,62.5,6,1,83.33333333333334,1,1,0.0,,,
29,KNOCK,True,3,THINK,---YG,4,4,LLM,SNARK,-G--G,3,3,CSS,KNOCK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,7,99.87564398649849,7,1,85.71428571428571,1,1,0.0,,,,,,,,,
30,SLEEP,True,4,HOUSE,---YY,5,5,LLM,DALES,--YGY,4,4,CSS,SLEET,GGGG-,1.0,1.0,LLM,SLEEP,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,463,91.77473796411441,463,5,98.92008639308855,5,2,60.0,2,1,50.0,,,,,,
31,BRICK,True,5,HOUSE,-----,5,5,LLM,MITRA,-Y-Y-,5,5,CSS,IRWIN,YG---,4.0,4.0,LLM,PRICK,-GGGG,1.0,1.0,CSS,BRICK,GGGGG,0.0,0.0,LLM,,,,,,5629,694,87.67098951856458,694,20,97.11815561959655,20,10,50.0,10,3,70.0,3,1,66.66666666666666,,,
32,WROTE,True,3,THINK,Y----,5,5,LLM,RATES,Y-YY-,5,3,CSS,WROTE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,451,91.98791970154558,451,15,96.67405764966742,15,1,93.33333333333333,,,,,,,,,
33,RATED,True,5,THINK,Y----,5,5,LLM,SORTA,--YYY,5,5,CSS,GREAT,-YYYY,5.0,4.0,LLM,LATER,-GGGY,2.0,2.0,CSS,RATED,GGGGG,0.0,0.0,LLM,,,,,,5629,451,91.98791970154558,451,23,94.90022172949001,23,8,65.21739130434783,8,1,87.5,1,1,0.0,,,
34,ALERT,True,4,HOUSE,----Y,5,5,LLM,EARED,YYY--,5,4,CSS,RELAY,YYYY-,5.0,5.0,LLM,ALERT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,654,88.38159531000179,654,39,94.03669724770643,39,1,97.43589743589743,1,1,0.0,,,,,,
35,CAGES,True,6,THINK,-----,5,5,LLM,LASER,-GYG-,3,3,CSS,SAVES,-G-GG,2.0,2.0,LLM,MAGES,-GGGG,1.0,1.0,CSS,WAGES,-GGGG,1.0,1.0,LLM,CAGES,GGGGG,0.0,0.0,CSS,5629,1651,70.66974595842956,1651,30,98.18291944276196,30,19,36.666666666666664,19,3,84.21052631578947,3,2,33.33333333333333,2,1,50.0
