game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
1,PHOTO,True,3,THERE,YG---,4,4,LLM,SHOUT,-GG-Y,3,3,CSS,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,16,99.71575768342512,16,1,93.75,1,1,0.0,,,,,,,,,
2,PARTY,True,5,TREND,YY---,5,5,LLM,SURAT,--GYY,4,4,CSS,GARTH,-GGG-,2.0,2.0,LLM,MARTI,-GGG-,2.0,2.0,CSS,PARTY,GGGGG,0.0,0.0,LLM,,,,,,5629,103,98.1701900870492,103,10,90.29126213592234,10,6,40.0,6,2,66.66666666666666,2,1,50.0,,,
3,TRICK,True,3,THERE,G--Y-,4,4,LLM,TRAIT,GG-Y-,3,3,CSS,TRICK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,58,98.96962160241605,58,5,91.37931034482759,5,1,80.0,,,,,,,,,
4,DIRTY,True,2,THIRD,Y-YYY,5,4,LLM,DIRTY,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,5629,1,99.98223485521407,1,1,0.0,,,,,,,,,,,,
5,USUAL,True,3,WORDS,----Y,5,5,LLM,SAHEL,YY--G,4,4,CSS,USUAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,431,92.34322259726416,431,1,99.76798143851508,1,1,0.0,,,,,,,,,
6,TRULY,True,4,THERE,G--Y-,4,4,LLM,TRAIT,GG---,3,3,CSS,TRUMP,GGG--,2.0,2.0,LLM,TRULY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,58,98.96962160241605,58,8,86.20689655172413,8,5,37.5,5,1,80.0,,,,,,
7,SPENT,True,3,CODES,---YY,5,5,LLM,SPATE,GG-YY,3,3,CSS,SPENT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,179,96.82003908331853,179,2,98.88268156424581,2,1,50.0,,,,,,,,,
8,PAUSE,True,5,WORDS,----Y,5,5,LLM,SAITH,YG---,4,4,CSS,SAUSE,-GGGG,1.0,1.0,LLM,CAUSE,-GGGG,1.0,1.0,CSS,PAUSE,GGGGG,0.0,0.0,LLM,,,,,,5629,431,92.34322259726416,431,16,96.2877030162413,16,2,87.5,2,1,50.0,1,1,0.0,,,
9,CRAZY,True,5,THINK,-----,5,5,LLM,MORES,--Y--,5,5,CSS,BRAGA,-GG--,3.0,3.0,LLM,CRAWL,GGG--,2.0,2.0,CSS,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,5629,1651,70.66974595842956,1651,37,97.75893397940642,37,3,91.8918918918919,3,1,66.66666666666666,1,1,0.0,,,
10,BASES,True,5,THINK,-----,5,5,LLM,ALDER,Y--G-,4,4,CSS,SAVES,YG-GG,2.0,2.0,LLM,CASES,-GGGG,1.0,1.0,CSS,BASES,GGGGG,0.0,0.0,LLM,,,,,,5629,1651,70.66974595842956,1651,31,98.12235009085403,31,4,87.09677419354838,4,3,25.0,3,1,66.66666666666666,,,
11,YOUNG,True,4,TARES,-----,5,5,LLM,COULD,-GG--,3,3,CSS,BOUGH,-GGY-,3.0,3.0,LLM,YOUNG,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,399,92.91170723041392,399,4,98.99749373433583,4,1,75.0,1,1,0.0,,,,,,
12,MEANS,True,5,THERE,--Y--,5,5,LLM,LINES,--YYG,4,4,CSS,NECKS,YG--G,3.0,3.0,LLM,DEANS,-GGGG,1.0,1.0,CSS,MEANS,GGGGG,0.0,0.0,LLM,,,,,,5629,588,89.55409486587315,588,7,98.80952380952381,7,4,42.857142857142854,4,3,25.0,3,1,66.66666666666666,,,
13,TRUTH,True,3,LEAST,----Y,5,5,LLM,NORTH,--YGG,3,3,CSS,TRUTH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,133,97.63723574347131,133,2,98.49624060150376,2,1,50.0,,,,,,,,,
14,FIRED,True,3,THERE,--YY-,5,4,LLM,RIDER,YGYG-,3,3,CSS,FIRED,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,327,94.19079765500089,327,5,98.47094801223241,5,1,80.0,,,,,,,,,
15,FOLKS,True,4,THINK,----Y,5,5,LLM,PARKE,---G-,4,4,CSS,SOCKS,-G-GG,2.0,2.0,LLM,FOLKS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,183,96.74897850417481,183,25,86.33879781420765,25,4,84.0,4,1,75.0,,,,,,
16,CHILE,True,4,THIER,-GGY-,3,3,LLM,WHINE,-GG-G,2,2,CSS,CHIME,GGG-G,1.0,1.0,LLM,CHILE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,5,99.91117427607034,5,2,60.0,2,1,50.0,1,1,0.0,,,,,,
17,BLACK,True,3,CARED,YY---,5,5,LLM,SCALA,-YGY-,4,4,CSS,BLACK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,55,99.02291703677385,55,3,94.54545454545455,3,1,66.66666666666666,,,,,,,,,
18,GRANT,True,4,THERE,Y--Y-,5,5,LLM,SORTA,--YYY,5,5,CSS,CRAFT,-GG-G,2.0,2.0,LLM,GRANT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,97,98.27678095576479,97,11,88.65979381443299,11,2,81.81818181818183,2,1,50.0,,,,,,
19,MEALS,True,4,AFTER,Y--Y-,5,5,LLM,LEANS,YGG-G,2,2,CSS,FIRST,---Y-,5.0,5.0,LLM,MEALS,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,234,95.84295612009238,234,4,98.29059829059828,4,4,0.0,4,1,75.0,,,,,,
20,CREAM,True,4,THINK,-----,5,5,LLM,LACES,-YYY-,5,5,CSS,CRAVE,GGY-Y,3.0,3.0,LLM,CREAM,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,1651,70.66974595842956,1651,8,99.51544518473654,8,1,87.5,1,1,0.0,,,,,,
21,AWAKE,True,6,THIRD,-----,5,5,LLM,SNEAK,--YYY,5,4,CSS,BLAKE,--GGG,2.0,2.0,LLM,QUAKE,--GGG,2.0,2.0,CSS,THESE,----G,4.0,4.0,LLM,AWAKE,GGGGG,0.0,0.0,CSS,5629,1218,78.36205365073725,1218,8,99.3431855500821,8,3,62.5,3,2,33.33333333333333,2,1,50.0,1,1,0.0
22,OCCUR,True,5,THERE,---Y-,5,5,LLM,SARIN,--Y--,5,5,CSS,BREEZ,-Y---,5.0,5.0,LLM,COLOR,YY--G,4.0,4.0,CSS,OCCUR,GGGGG,0.0,0.0,LLM,,,,,,5629,539,90.42458696038372,539,46,91.4656771799629,46,15,67.3913043478261,15,1,93.33333333333333,1,1,0.0,,,
23,YEARS,True,3,THIRD,---G-,4,4,LLM,PEARS,-GGGG,1,1,CSS,YEARS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,153,97.2819328477527,153,9,94.11764705882352,9,1,88.88888888888889,,,,,,,,,
24,GRADE,True,4,THEIR,--Y-Y,5,5,LLM,DARES,YYYY-,5,4,CSS,READY,YYGG-,3.0,3.0,LLM,GRADE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,316,94.38621424764612,316,6,98.10126582278481,6,1,83.33333333333334,1,1,0.0,,,,,,
25,CHILL,True,3,THINK,-GG--,3,3,LLM,CHILE,GGGG-,1,1,CSS,CHILL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,27,99.52034109077988,27,3,88.88888888888889,3,1,66.66666666666666,,,,,,,,,
26,FLOOD,True,4,STARE,-----,5,5,LLM,COLIN,-YY--,5,5,CSS,ODDLY,YY-Y-,5.0,5.0,LLM,FLOOD,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,399,92.91170723041392,399,10,97.4937343358396,10,2,80.0,2,1,50.0,,,,,,
27,APPLY,True,5,THESE,-----,5,5,LLM,GRAIN,--Y--,5,5,CSS,CARNY,-Y--G,4.0,4.0,LLM,ALLAY,GY--G,3.0,3.0,CSS,APPLY,GGGGG,0.0,0.0,LLM,,,,,,5629,1181,79.01936400781666,1181,118,90.00846740050804,118,5,95.76271186440678,5,2,60.0,2,1,50.0,,,
28,SMILE,True,5,THOSE,---YG,4,4,LLM,SEINE,G-G-G,2,2,CSS,GIVEN,-Y-Y-,5.0,4.0,LLM,SLICE,GYG-G,2.0,2.0,CSS,SMILE,GGGGG,0.0,0.0,LLM,,,,,,5629,58,98.96962160241605,58,8,86.20689655172413,8,8,0.0,8,1,87.5,1,1,0.0,,,
29,KNOCK,True,4,CURED,Y----,5,5,LLM,TACOS,--YY-,5,5,CSS,BLOCK,--GGG,2.0,2.0,LLM,KNOCK,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,174,96.90886480724818,174,11,93.67816091954023,11,1,90.9090909090909,1,1,0.0,,,,,,
30,SLEEP,True,3,WORDS,----Y,5,5,LLM,STALE,G--YY,4,4,CSS,SLEEP,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,431,92.34322259726416,431,4,99.07192575406032,4,1,75.0,,,,,,,,,
31,BRICK,True,3,THERE,---Y-,5,5,LLM,ROADS,Y----,5,5,CSS,BRICK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,539,90.42458696038372,539,32,94.06307977736549,32,1,96.875,,,,,,,,,
32,WROTE,True,6,THIRD,Y--Y-,5,5,LLM,RATES,Y-YY-,5,3,CSS,GIVEN,---Y-,5.0,5.0,LLM,ERUPT,YG--Y,4.0,4.0,CSS,CRETE,-G-GG,2.0,2.0,LLM,WROTE,GGGGG,0.0,0.0,CSS,5629,126,97.76159175697282,126,12,90.47619047619048,12,10,16.666666666666664,10,2,80.0,2,1,50.0,1,1,0.0
33,RATED,True,3,THESE,Y-Y--,5,5,LLM,LATER,-GGGY,2,2,CSS,RATED,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,113,97.9925386391899,113,1,99.11504424778761,1,1,0.0,,,,,,,,,
34,ALERT,True,5,WORDS,--Y--,5,5,LLM,CRATE,-YYYY,5,5,CSS,AFTER,G-YYY,4.0,3.0,LLM,AVERT,G-GGG,1.0,1.0,CSS,ALERT,GGGGG,0.0,0.0,LLM,,,,,,5629,506,91.01083673831943,506,15,97.03557312252964,15,2,86.66666666666667,2,1,50.0,1,1,0.0,,,
35,CAGES,True,6,THERE,--Y--,5,5,LLM,ALDEN,Y--G-,4,4,CSS,GAMES,YG-GG,2.0,2.0,LLM,SAGES,-GGGG,1.0,1.0,CSS,PAGES,-GGGG,1.0,1.0,LLM,CAGES,GGGGG,0.0,0.0,CSS,5629,588,89.55409486587315,588,35,94.04761904761905,35,4,88.57142857142857,4,3,25.0,3,2,33.33333333333333,2,1,50.0
36,TEDDY,True,3,THOUS,G----,4,4,LLM,TRIAD,G---Y,4,4,CSS,TEDDY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,112,98.01030378397584,112,1,99.10714285714286,1,1,0.0,,,,,,,,,
37,COLES,False,6,THINK,-----,5,5,LLM,MALES,--GGG,2,2,CSS,RULES,--GGG,2.0,2.0,LLM,POLES,-GGGG,1.0,1.0,CSS,SOLES,-GGGG,1.0,1.0,LLM,FOLES,-GGGG,1.0,1.0,CSS,5629,1651,70.66974595842956,1651,7,99.57601453664445,7,4,42.857142857142854,4,3,25.0,3,2,33.33333333333333,2,1,50.0
38,HWANG,True,3,REARH,--G-Y,4,4,LLM,SHANK,-YGG-,3,3,CSS,HWANG,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,53,99.05844732634571,53,2,96.22641509433963,2,1,50.0,,,,,,,,,
39,WRATH,True,3,THING,YY---,5,5,LLM,HEATS,Y-GG-,3,3,CSS,WRATH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,87,98.4544324036241,87,2,97.70114942528735,2,1,50.0,,,,,,,,,
40,MACHO,True,5,THERE,-Y---,5,5,LLM,HASAN,YG---,4,4,CSS,LAUGH,-G--Y,4.0,4.0,LLM,YAHOO,-GY-G,3.0,3.0,CSS,MACHO,GGGGG,0.0,0.0,LLM,,,,,,5629,207,96.32261502931249,207,8,96.1352657004831,8,5,37.5,5,1,80.0,1,1,0.0,,,
41,LOPEZ,True,5,LEAST,GY---,4,4,LLM,LINER,G--G-,3,3,CSS,THESE,--Y--,5.0,5.0,LLM,LOVED,GG-G-,2.0,2.0,CSS,LOPEZ,GGGGG,0.0,0.0,LLM,,,,,,5629,38,99.32492449813466,38,5,86.8421052631579,5,5,0.0,5,1,80.0,1,1,0.0,,,
42,GOODY,True,5,BASED,----Y,5,5,LLM,DONOR,YG-Y-,4,4,CSS,MOODY,-GGGG,1.0,1.0,LLM,WOODY,-GGGG,1.0,1.0,CSS,GOODY,GGGGG,0.0,0.0,LLM,,,,,,5629,102,98.18795523183515,102,3,97.05882352941177,3,2,33.33333333333333,2,1,50.0,1,1,0.0,,,
43,BROTH,True,4,AFTER,--Y-Y,5,5,LLM,TORUS,YYY--,5,5,CSS,MIGHT,---YY,5.0,5.0,LLM,BROTH,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,98,98.25901581097885,98,4,95.91836734693877,4,1,75.0,1,1,0.0,,,,,,
44,VERDE,True,4,FIXED,---YY,5,5,LLM,DEALS,YG---,4,4,CSS,TEDDY,-G-G-,3.0,3.0,LLM,VERDE,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,163,97.10428139989341,163,12,92.63803680981594,12,2,83.33333333333334,2,1,50.0,,,,,,
45,TAMED,True,3,THINK,G----,4,4,LLM,TEARS,GYY--,4,4,CSS,TAMED,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,136,97.58394030911352,136,4,97.05882352941177,4,1,75.0,,,,,,,,,
46,LEAFS,True,5,THERE,--Y--,5,5,LLM,LINES,G--YG,3,3,CSS,LEADS,GGG-G,1.0,1.0,LLM,LEAKS,GGG-G,1.0,1.0,CSS,LEAFS,GGGGG,0.0,0.0,LLM,,,,,,5629,588,89.55409486587315,588,6,98.9795918367347,6,3,50.0,3,2,33.33333333333333,2,1,50.0,,,
47,YACHT,True,4,GREAT,---YG,4,4,LLM,SLANT,--Y-G,4,4,CSS,ABOUT,Y---G,4.0,4.0,LLM,YACHT,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,48,99.14727305027536,48,10,79.16666666666666,10,2,80.0,2,1,50.0,,,,,,
48,MESSY,True,4,THINK,-----,5,5,LLM,MORES,G--YY,4,4,CSS,THEIR,--Y--,5.0,5.0,LLM,MESSY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,1651,70.66974595842956,1651,2,99.87886129618413,2,2,0.0,2,1,50.0,,,,,,
49,RYDER,True,6,THINK,-----,5,5,LLM,MOREL,--YG-,4,4,CSS,THEIR,--Y-G,4.0,4.0,LLM,FABER,---GG,3.0,3.0,CSS,DRYER,YYYGG,3.0,2.0,LLM,RYDER,GGGGG,0.0,0.0,CSS,5629,1651,70.66974595842956,1651,66,96.00242277407631,66,41,37.878787878787875,41,9,78.04878048780488,9,1,88.88888888888889,1,1,0.0
50,MOTIF,True,4,THINK,Y-Y--,5,5,LLM,RITES,-YG--,4,4,CSS,ATTIC,--GG-,3.0,3.0,LLM,MOTIF,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,98,98.25901581097885,98,10,89.79591836734694,10,1,90.0,1,1,0.0,,,,,,
51,RAVEN,True,3,THINK,---Y-,5,5,LLM,DANES,-GYG-,3,3,CSS,RAVEN,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,445,92.09451057026115,445,7,98.42696629213484,7,1,85.71428571428571,,,,,,,,,
52,REICH,True,3,WHICH,--GGG,2,2,LLM,ERICH,YYGGG,2,2,CSS,REICH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,2,99.96446971042813,2,1,50.0,1,1,0.0,,,,,,,,,
53,ICONS,True,5,WORDS,-Y--G,4,4,LLM,PLOTS,--G-G,3,3,CSS,SNOBS,-YG-G,3.0,3.0,LLM,AXONS,--GGG,2.0,2.0,CSS,ICONS,GGGGG,0.0,0.0,LLM,,,,,,5629,57,98.987386747202,57,6,89.47368421052632,6,2,66.66666666666666,2,1,50.0,1,1,0.0,,,
54,SILKY,True,3,THINK,--Y-Y,5,4,LLM,RISKY,-GYGG,2,2,CSS,SILKY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,50,99.1117427607035,50,1,98.0,1,1,0.0,,,,,,,,,
55,CARVE,True,5,WORDS,--G--,4,4,LLM,MARIE,-GG-G,2,2,CSS,PARES,-GGY-,3.0,3.0,LLM,CARTE,GGG-G,1.0,1.0,CSS,CARVE,GGGGG,0.0,0.0,LLM,,,,,,5629,175,96.89109966246225,175,13,92.57142857142857,13,10,23.076923076923077,10,2,80.0,2,1,50.0,,,
56,LAGER,True,6,THIEV,---G-,4,4,LLM,MARES,-GYG-,3,3,CSS,GUESS,Y-Y--,5.0,5.0,LLM,WAGER,-GGGG,1.0,1.0,CSS,EAGER,-GGGG,1.0,1.0,LLM,LAGER,GGGGG,0.0,0.0,CSS,5629,493,91.24178362053651,493,29,94.11764705882352,29,5,82.75862068965517,5,3,40.0,3,2,33.33333333333333,2,1,50.0
57,JERKS,True,3,THINK,----Y,5,5,LLM,BERKS,-GGGG,1,1,CSS,JERKS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,183,96.74897850417481,183,2,98.90710382513662,2,1,50.0,,,,,,,,,
58,LOTUS,True,5,WORDS,-G--G,3,3,LLM,LOONS,GG--G,2,2,CSS,GIVEN,-----,5.0,5.0,LLM,LOCUS,GG-GG,1.0,1.0,CSS,LOTUS,GGGGG,0.0,0.0,LLM,,,,,,5629,137,97.56617516432759,137,9,93.43065693430657,9,4,55.55555555555556,4,1,75.0,1,1,0.0,,,
59,LACEY,True,4,BRAIN,--Y--,5,5,LLM,SALEM,-GYG-,3,3,CSS,HAZEL,-G-GY,3.0,3.0,LLM,LACEY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,587,89.5718600106591,587,8,98.63713798977854,8,3,62.5,3,1,66.66666666666666,,,,,,
60,TUDOR,True,3,THIRD,G--YY,4,4,LLM,TARDY,G-YY-,4,4,CSS,TUDOR,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,4,99.92893942085628,4,1,75.0,1,1,0.0,,,,,,,,,
61,QUOTA,True,4,WORDS,-Y---,5,5,LLM,EATON,-YYY-,5,5,CSS,ABOUT,Y-GYY,4.0,4.0,LLM,QUOTA,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,268,95.23894119737076,268,12,95.52238805970148,12,1,91.66666666666666,1,1,0.0,,,,,,
62,MOURN,True,5,THINK,---Y-,5,5,LLM,LANES,--Y--,5,5,CSS,NOOOO,YG---,4.0,4.0,LLM,ROBYN,YG--G,3.0,3.0,CSS,MOURN,GGGGG,0.0,0.0,LLM,,,,,,5629,445,92.09451057026115,445,13,97.07865168539325,13,2,84.61538461538461,2,1,50.0,1,1,0.0,,,
63,PROMO,True,6,THINK,-----,5,5,LLM,PALES,G----,4,4,CSS,GIVEN,-----,5.0,5.0,LLM,PRYOR,GG-Y-,3.0,3.0,CSS,PROUD,GGG--,2.0,2.0,LLM,PROMO,GGGGG,0.0,0.0,CSS,5629,1651,70.66974595842956,1651,12,99.27316777710479,12,10,16.666666666666664,10,2,80.0,2,1,50.0,1,1,0.0
64,CASTE,True,3,WORDS,----Y,5,5,LLM,STALE,YYY-G,4,4,CSS,CASTE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,431,92.34322259726416,431,4,99.07192575406032,4,1,75.0,,,,,,,,,
65,CAPRI,True,4,AFTER,Y---Y,5,5,LLM,DARIA,-GYY-,4,3,CSS,NAIRI,-G-GG,2.0,2.0,LLM,CAPRI,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,306,94.56386569550543,306,12,96.07843137254902,12,2,83.33333333333334,2,1,50.0,,,,,,
66,ALIAS,True,5,WORDS,----G,4,4,LLM,ISLES,Y-Y-G,4,4,CSS,LIFTS,YY--G,4.0,3.0,LLM,BAILS,-YGYG,3.0,3.0,CSS,ALIAS,GGGGG,0.0,0.0,LLM,,,,,,5629,518,90.79765500088826,518,17,96.71814671814671,17,7,58.82352941176471,7,1,85.71428571428571,1,1,0.0,,,
67,PADDY,True,5,THINK,-----,5,5,LLM,CARES,-G---,4,4,CSS,MADAM,-GG--,3.0,3.0,LLM,DADDY,-GGGG,1.0,1.0,CSS,PADDY,GGGGG,0.0,0.0,LLM,,,,,,5629,1651,70.66974595842956,1651,60,96.36583888552393,60,3,95.0,3,1,66.66666666666666,1,1,0.0,,,
68,BLOBS,True,6,FINAL,----Y,5,5,LLM,POLES,-YY-G,4,4,CSS,SLOTS,-GG-G,2.0,2.0,LLM,CLOGS,-GG-G,2.0,2.0,CSS,BLOWS,GGG-G,1.0,1.0,LLM,BLOBS,GGGGG,0.0,0.0,CSS,5629,299,94.68822170900692,299,10,96.65551839464884,10,6,40.0,6,2,66.66666666666666,2,1,50.0,1,1,0.0
69,DILLY,False,6,THERE,-----,5,5,LLM,SALON,--G--,4,4,CSS,FULLY,--GGG,2.0,2.0,LLM,LILLY,-GGGG,1.0,1.0,CSS,MILLY,-GGGG,1.0,1.0,LLM,GILLY,-GGGG,1.0,1.0,CSS,5629,1280,77.2606146740096,1280,16,98.75,16,6,62.5,6,5,16.666666666666664,5,4,20.0,4,3,25.0
70,GUTSY,True,4,THEIR,Y----,5,5,LLM,CLOTS,---YY,5,4,CSS,STAMP,YY---,5.0,5.0,LLM,GUTSY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,214,96.19825901581098,214,19,91.1214953271028,19,1,94.73684210526315,1,1,0.0,,,,,,
71,TABOR,True,4,BREED,YY---,5,5,LLM,RAMBO,YG-YY,4,3,CSS,LABOR,-GGGG,1.0,1.0,LLM,TABOR,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,33,99.41375022206431,33,3,90.9090909090909,3,2,33.33333333333333,2,1,50.0,,,,,,
72,INLAY,True,4,THERE,-----,5,5,LLM,BAILS,-YYY-,5,5,CSS,FINAL,-YYGY,4.0,3.0,LLM,INLAY,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,1280,77.2606146740096,1280,28,97.8125,28,1,96.42857142857143,1,1,0.0,,,,,,
73,AHHHH,True,4,THIGH,-G--G,3,3,LLM,SHUSH,-G--G,3,3,CSS,OHHHH,-GGGG,1.0,1.0,LLM,AHHHH,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,5,99.91117427607034,5,2,60.0,2,1,50.0,1,1,0.0,,,,,,
74,ROUEN,True,2,WORDS,-GY--,4,4,LLM,ROUEN,GGGGG,0,0,CSS,,,,,,,,,,,,,,,,,,,,,5629,73,98.7031444306271,73,1,98.63013698630137,,,,,,,,,,,,
75,BUENA,True,4,THINK,---G-,4,4,LLM,LEONA,-Y-GG,3,3,CSS,ARENA,--GGG,2.0,2.0,LLM,BUENA,GGGGG,0.0,0.0,CSS,,,,,,,,,,,5629,176,96.87333451767633,176,2,98.86363636363636,2,1,50.0,1,1,0.0,,,,,,
