game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,total_violations
1,PHOTO,True,5,SQUAW,-----,5,5,VOI,HOUSE,YY---,5,4,LLM,CHINO,-G--G,3,3,VOI,PHOBI,GGG--,2.0,2.0,LLM,PHOTO,GGGGG,0.0,0.0,VOI,,,,,,4
2,PARTY,True,4,NEARS,--YY-,5,4,VOI,STARE,-YYY-,5,4,LLM,TAMAR,YG--Y,4,4,VOI,PARTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,4
3,TRICK,True,5,REALS,Y----,5,5,VOI,SPACE,---G-,4,4,LLM,BIRCH,-YYG-,4,4,VOI,CRICK,-GGGG,1.0,1.0,LLM,TRICK,GGGGG,0.0,0.0,VOI,,,,,,4
4,DIRTY,True,3,OATES,--Y--,5,5,VOI,TRUTH,-Y-G-,4,4,LLM,DIRTY,GGGGG,0,0,VOI,,,,,,,,,,,,,,,,0
5,USUAL,True,5,MARES,-Y--Y,5,5,VOI,SPACE,Y-Y--,5,4,LLM,AISHA,Y-Y--,5,4,VOI,HOUSE,--GY-,4.0,4.0,LLM,USUAL,GGGGG,0.0,0.0,VOI,,,,,,4
6,TRULY,True,6,RAISE,Y----,5,5,VOI,HOUSE,--G--,4,4,LLM,TRUCK,GGG--,2,2,VOI,TRUMP,GGG--,2.0,2.0,LLM,TRUDY,GGG-G,1.0,1.0,VOI,TRULY,GGGGG,0.0,0.0,LLM,3
7,SPENT,True,5,RAISE,---YY,5,5,VOI,HOUSE,---YY,5,5,LLM,PEELS,Y-G-Y,4,4,VOI,SPECK,GGG--,2.0,2.0,LLM,SPENT,GGGGG,0.0,0.0,VOI,,,,,,2
8,PAUSE,True,3,ASTER,YY-Y-,5,4,VOI,PEAKS,GYY-Y,4,3,LLM,PAUSE,GGGGG,0,0,VOI,,,,,,,,,,,,,,,,0
9,CRAZY,True,5,AROSE,YG---,4,4,VOI,TRAIN,-GG--,3,3,LLM,GRADY,-GG-G,2,2,VOI,GRIZZ,-G-G-,3.0,3.0,LLM,CRAZY,GGGGG,0.0,0.0,VOI,,,,,,5
10,BASES,True,6,ARIES,Y--GG,3,3,VOI,MALES,-G-GG,2,2,LLM,CATES,-G-GG,2,2,VOI,SAVES,YG-GG,2.0,2.0,LLM,GASES,-GGGG,1.0,1.0,VOI,BASES,GGGGG,0.0,0.0,LLM,0
11,YOUNG,True,5,OATES,Y----,5,5,VOI,HOUSE,-GG--,3,3,LLM,MOURN,-GG-Y,3,3,VOI,POUND,-GGG-,2.0,2.0,LLM,YOUNG,GGGGG,0.0,0.0,VOI,,,,,,2
12,MEANS,True,5,EARLS,YY--G,4,3,VOI,SEATS,-GG-G,2,2,LLM,BEADS,-GG-G,2,2,VOI,JEANS,-GGGG,1.0,1.0,LLM,MEANS,GGGGG,0.0,0.0,VOI,,,,,,0
13,TRUTH,True,5,AROSE,-G---,4,4,VOI,CRUMB,-GG--,3,3,LLM,TRULY,GGG--,2,2,VOI,TRUNK,GGG--,2.0,2.0,LLM,TRUTH,GGGGG,0.0,0.0,VOI,,,,,,0
14,FIRED,False,6,ELIAS,Y-Y--,5,5,VOI,HOUSE,----Y,5,5,LLM,DINER,YG-GY,3,3,VOI,WIRED,-GGGG,1.0,1.0,LLM,MIRED,-GGGG,1.0,1.0,VOI,TIRED,-GGGG,1.0,1.0,LLM,2
15,FOLKS,True,5,ARIES,----G,4,4,VOI,HOUSE,-G-Y-,4,4,LLM,TOOLS,-G-YG,3,3,VOI,LOCKS,YG-GG,2.0,2.0,LLM,FOLKS,GGGGG,0.0,0.0,VOI,,,,,,2
16,CHILE,True,3,SNARE,----G,4,4,VOI,SPACE,---YG,4,4,LLM,CHILE,GGGGG,0,0,VOI,,,,,,,,,,,,,,,,2
17,BLACK,True,5,TASER,-Y---,5,5,VOI,HOUSE,-----,5,5,LLM,ALINA,YG---,4,4,VOI,FLACK,-GGGG,1.0,1.0,LLM,BLACK,GGGGG,0.0,0.0,VOI,,,,,,3
18,GRANT,True,3,TEARS,Y-GY-,4,4,VOI,RAFTS,YY-Y-,5,3,LLM,GRANT,GGGGG,0,0,VOI,,,,,,,,,,,,,,,,2
19,MEALS,True,4,CARES,-Y-YG,4,4,VOI,MEATS,GGG-G,1,1,LLM,MEANS,GGG-G,1,1,VOI,MEALS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
20,CREAM,True,5,TEARS,-YYY-,5,4,VOI,HOUSE,----Y,5,5,LLM,ADLER,Y--YY,5,5,VOI,ERIKA,YG--Y,4.0,4.0,LLM,CREAM,GGGGG,0.0,0.0,VOI,,,,,,3
21,AWAKE,True,6,EARLS,YY---,5,5,VOI,HOUSE,----G,4,4,LLM,ANIME,G---G,3,3,VOI,ABATE,G-G-G,2.0,2.0,LLM,AGAVE,G-G-G,2.0,2.0,VOI,AWAKE,GGGGG,0.0,0.0,LLM,2
