game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,total_violations
1,PHOTO,True,4,MOYER,-Y---,5,5,VOI,HOUSE,YY---,5,4,LLM,CHOCO,-GG-G,2.0,2.0,VOI,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,2
2,PARTY,True,5,EARLS,-GG--,3,3,VOI,MARCH,-GG--,3,3,LLM,DARIA,-GG--,3.0,3.0,VOI,BARRY,-GG-G,2.0,2.0,LLM,PARTY,GGGGG,0.0,0.0,VOI,,,,,,0
3,TRICK,True,4,LASER,----Y,5,5,VOI,HOUSE,-----,5,5,LLM,CRYPT,YG--Y,4.0,4.0,VOI,TRICK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,3
4,DIRTY,True,5,AISLE,-G---,4,4,VOI,HOUSE,-----,5,5,LLM,KIRIN,-GG--,3.0,3.0,VOI,BIRDY,-GGYG,2.0,2.0,LLM,DIRTY,GGGGG,0.0,0.0,VOI,,,,,,3
5,USUAL,True,4,OATES,-Y--Y,5,5,VOI,HOUSE,--GY-,4,4,LLM,SQUAW,Y-GG-,3.0,3.0,VOI,USUAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,3
6,TRULY,True,4,ARIES,-G---,4,4,VOI,BROWN,-G---,4,4,LLM,CRYPT,-GY-Y,4.0,4.0,VOI,TRULY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
7,SPENT,True,3,REALS,-Y--Y,5,5,VOI,HOUSE,---YY,5,5,LLM,SPENT,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
8,PAUSE,True,5,ANISE,Y--GG,3,3,VOI,CHASE,--YGG,3,3,LLM,LAPSE,-GYGG,2.0,2.0,VOI,PARSE,GG-GG,1.0,1.0,LLM,PAUSE,GGGGG,0.0,0.0,VOI,,,,,,0
9,CRAZY,True,5,SNARE,--GY-,4,4,VOI,BLAIR,--G-Y,4,4,LLM,CRAFT,GGG--,2.0,2.0,VOI,CRAMP,GGG--,2.0,2.0,LLM,CRAZY,GGGGG,0.0,0.0,VOI,,,,,,0
10,BASES,False,6,SIENA,Y-Y-Y,5,5,VOI,HOUSE,---YY,5,4,LLM,RATES,-G-GG,2.0,2.0,VOI,PAGES,-G-GG,2.0,2.0,LLM,MALES,-G-GG,2.0,2.0,VOI,FAKES,-G-GG,2.0,2.0,LLM,1
