game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,total_violations
1,PHOTO,True,5,SEGAL,-----,5,5,VOI,GUESS,-----,5,5,LLM,CORNY,-Y---,5.0,5.0,VOI,IDIOT,---YY,5.0,4.0,LLM,PHOTO,GGGGG,0.0,0.0,VOI,,,,,,3
2,PARTY,True,4,TEARS,Y-YY-,5,4,VOI,GATOR,-GY-Y,4,4,LLM,MARTA,-GGG-,2.0,2.0,VOI,PARTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
3,TRICK,True,3,TASER,G---Y,4,4,VOI,TRUCK,GG-GG,1,1,LLM,TRICK,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
4,DIRTY,True,4,OATES,--Y--,5,5,VOI,TRICK,YYY--,5,5,LLM,FIRTH,-GGG-,2.0,2.0,VOI,DIRTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
5,USUAL,True,5,EARNS,-Y--Y,5,5,VOI,SHACK,Y-Y--,5,4,LLM,MISSA,--Y-Y,5.0,4.0,VOI,STUDY,Y-G--,4.0,4.0,LLM,USUAL,GGGGG,0.0,0.0,VOI,,,,,,2
6,TRULY,True,6,AIRES,--Y--,5,5,VOI,INPUT,---YY,5,5,LLM,TRURO,GGG--,2.0,2.0,VOI,TRUCK,GGG--,2.0,2.0,LLM,TRUDY,GGG-G,1.0,1.0,VOI,TRULY,GGGGG,0.0,0.0,LLM,2
7,SPENT,True,4,TASER,Y-YY-,5,5,VOI,STOKE,GY--Y,4,4,LLM,SPELT,GGG-G,1.0,1.0,VOI,SPENT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
8,PAUSE,True,5,TASER,-GYY-,4,3,VOI,SALVE,YG--G,3,3,LLM,CAUSE,-GGGG,1.0,1.0,VOI,PANTS,GG--Y,3.0,3.0,LLM,PAUSE,GGGGG,0.0,0.0,VOI,,,,,,5
9,CRAZY,True,6,LANES,-Y---,5,5,VOI,COULD,G----,4,4,LLM,CIARA,G-GY-,3.0,3.0,VOI,CRAFT,GGG--,2.0,2.0,LLM,CRAMP,GGG--,2.0,2.0,VOI,CRAZY,GGGGG,0.0,0.0,LLM,2
10,BASES,True,4,TEARS,-YY-G,4,4,VOI,SAGES,YG-GG,2,2,LLM,VASES,-GGGG,1.0,1.0,VOI,BASES,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
11,YOUNG,True,4,AROSE,--Y--,5,5,VOI,ADIEU,----Y,5,5,LLM,MOUTH,-GG--,3.0,3.0,VOI,YOUNG,GGGGG,0.0,0.0,LLM,,,,,,,,,,,3
12,MEANS,True,3,REALS,-GG-G,2,2,VOI,TEAMS,-GGYG,2,2,LLM,MEANS,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
13,TRUTH,True,4,AROSE,-G---,4,4,VOI,GRIFF,-G---,4,4,LLM,TRULY,GGG--,2.0,2.0,VOI,TRUTH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
14,FIRED,True,3,ARIES,-YYG-,4,4,VOI,FINER,GG-GY,2,2,LLM,FIRED,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
15,FOLKS,True,4,TALES,--G-G,3,3,VOI,PILLS,--G-G,3,3,LLM,FOLDS,GGG-G,1.0,1.0,VOI,FOLKS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
16,CHILE,True,3,AIRES,-Y-Y-,5,4,VOI,PUNCH,---YY,5,5,LLM,CHILE,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,2
17,BLACK,True,3,ELIAS,-G-Y-,4,4,VOI,ALPHA,YG---,4,4,LLM,BLACK,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
18,GRANT,True,5,LASER,-Y--Y,5,5,VOI,ADIEU,Y----,5,5,LLM,CRAZY,-GG--,3.0,3.0,VOI,ORANG,-GGGY,2.0,2.0,LLM,GRANT,GGGGG,0.0,0.0,VOI,,,,,,2
19,MEALS,True,2,EARLS,YY-GG,3,2,VOI,MEALS,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
20,CREAM,True,5,EARNS,YYY--,5,5,VOI,GRADE,-GY-Y,4,4,LLM,BREAM,-GGGG,1.0,1.0,VOI,CRATE,GGY-Y,3.0,3.0,LLM,CREAM,GGGGG,0.0,0.0,VOI,,,,,,5
21,AWAKE,True,4,LEANS,-YG--,4,4,VOI,GRADE,--G-G,3,3,LLM,KWAME,YGG-G,2.0,2.0,VOI,AWAKE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
22,OCCUR,True,5,AIRES,--Y--,5,5,VOI,ADIEU,----Y,5,5,LLM,TRUTH,-YY--,5.0,5.0,VOI,RUMOR,-Y-YG,4.0,4.0,LLM,OCCUR,GGGGG,0.0,0.0,VOI,,,,,,4
23,YEARS,True,3,SNARE,Y-GGY,3,3,VOI,HEARS,-GGGG,1,1,LLM,YEARS,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
24,GRADE,True,4,NEARS,-YGY-,4,4,VOI,GRATE,GGG-G,1,1,LLM,GRAPE,GGG-G,1.0,1.0,VOI,GRADE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
25,CHILL,True,3,ARIES,--G--,4,4,VOI,QUILT,--GG-,3,3,LLM,CHILL,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
26,FLOOD,True,5,ASTER,-----,5,5,VOI,ATONE,--G--,4,4,LLM,WHOOP,--GG-,3.0,3.0,VOI,BLOOM,-GGG-,2.0,2.0,LLM,FLOOD,GGGGG,0.0,0.0,VOI,,,,,,3
27,APPLY,True,3,ARISE,G----,4,4,VOI,ALLOW,GY---,4,4,LLM,APPLY,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
28,SMILE,True,2,RAISE,--GYG,3,3,VOI,SMILE,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
29,KNOCK,True,4,RAISE,-----,5,5,VOI,PLUMB,-----,5,5,LLM,KOOKY,G-GY-,3.0,3.0,VOI,KNOCK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
30,SLEEP,True,2,AIRES,---GY,4,4,VOI,SLEEP,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,,,,,,0
