game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,total_violations
1,PHOTO,True,4,BLACK,-----,5,5,VOI,HOUSE,YY---,5,4,LLM,THONG,YGG--,3.0,3.0,VOI,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
2,PARTY,True,6,SNARE,--YY-,5,4,VOI,SHARE,--YY-,5,4,LLM,MARIA,-GG--,3.0,3.0,VOI,CAROL,-GG--,3.0,3.0,LLM,VARDY,-GG-G,2.0,2.0,VOI,PARTY,GGGGG,0.0,0.0,LLM,4
3,TRICK,True,3,ELIAS,--G--,4,4,VOI,THICK,G-GGG,1,1,LLM,TRICK,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
4,DIRTY,True,4,CANES,-----,5,5,VOI,HOUSE,-----,5,5,LLM,DRIFT,GYY-Y,4.0,3.0,VOI,DIRTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,2
5,USUAL,True,4,SNARE,Y-Y--,5,4,VOI,SHARE,Y-Y--,5,4,LLM,TAILS,-Y-YY,5.0,5.0,VOI,USUAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,4
6,TRULY,True,4,NEARS,---Y-,5,5,VOI,HOUSE,--G--,4,4,LLM,TRUDY,GGG-G,1.0,1.0,VOI,TRULY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,3
7,SPENT,True,5,AROSE,---YY,5,5,VOI,HOUSE,---YY,5,5,LLM,STEEN,GYG-Y,3.0,3.0,VOI,SCENT,G-GGG,1.0,1.0,LLM,SPENT,GGGGG,0.0,0.0,VOI,,,,,,3
8,PAUSE,True,3,REALS,-YY-Y,5,4,VOI,SPACE,YYY-G,4,3,LLM,PAUSE,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,1
9,CRAZY,False,6,EARLS,-YY--,5,5,VOI,HEART,--GY-,4,4,LLM,GRAND,-GG--,3.0,3.0,VOI,CRAMP,GGG--,2.0,2.0,LLM,CRACK,GGG--,2.0,2.0,VOI,CRABB,GGG--,2.0,2.0,LLM,1
10,BASES,True,6,AILES,Y--GG,3,3,VOI,RAKES,-G-GG,2,2,LLM,MATES,-G-GG,2.0,2.0,VOI,HAVES,-G-GG,2.0,2.0,LLM,CASES,-GGGG,1.0,1.0,VOI,BASES,GGGGG,0.0,0.0,LLM,0
11,YOUNG,True,4,NEARS,Y----,5,5,VOI,SHARE,-----,5,5,LLM,DOING,-G-GG,2.0,2.0,VOI,YOUNG,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5
12,MEANS,True,4,LANES,-YYYG,4,3,VOI,BEANS,-GGGG,1,1,LLM,JEANS,-GGGG,1.0,1.0,VOI,MEANS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
13,TRUTH,True,4,EARLS,--Y--,5,5,VOI,HOUSE,Y-G--,4,4,LLM,UHURU,-YGY-,4.0,4.0,VOI,TRUTH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,3
14,FIRED,True,5,LEANS,-Y---,5,5,VOI,HOUSE,----Y,5,5,LLM,DIMER,YG-GY,3.0,3.0,VOI,TIRED,-GGGG,1.0,1.0,LLM,FIRED,GGGGG,0.0,0.0,VOI,,,,,,1
15,FOLKS,True,4,EARLS,---YG,4,4,VOI,HOLDS,-GG-G,2,2,LLM,BOLTS,-GG-G,2.0,2.0,VOI,FOLKS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,0
16,CHILE,True,5,AROSE,----G,4,4,VOI,HOUSE,Y---G,4,4,LLM,THYME,-G--G,3.0,3.0,VOI,WHILE,-GGGG,1.0,1.0,LLM,CHILE,GGGGG,0.0,0.0,VOI,,,,,,2
17,BLACK,True,3,REALS,--GY-,4,4,VOI,BLANK,GGG-G,1,1,LLM,BLACK,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,0
18,GRANT,True,5,ARIES,YG---,4,4,VOI,GRAFF,GGG--,2,2,LLM,GRADY,GGG--,2.0,2.0,VOI,GRAPH,GGG--,2.0,2.0,LLM,GRANT,GGGGG,0.0,0.0,VOI,,,,,,0
