game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,3,THERE,YG---,4,4,LLM,SHOUT,-GG-Y,3,3,LLM,PHOTO,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
2,PARTY,True,3,CRANE,-YY--,5,5,LLM,PARTS,GGGG-,1,1,LLM,PARTY,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
3,TRICK,True,4,RIGHT,YY--Y,5,4,LLM,TRIED,GGG--,2,2,LLM,TRIAL,GGG--,2,2,LLM,TRICK,GGGGG,0,0,LLM,,,,,,,,,,
4,DIRTY,True,4,THINK,Y-Y--,5,5,LLM,LIMIT,-G--Y,4,4,LLM,SITES,-GY--,4,4,LLM,DIRTY,GGGGG,0,0,LLM,,,,,,,,,,
5,USUAL,True,5,THINK,-----,5,5,LLM,WORLD,---Y-,5,5,LLM,LEVEL,----G,4,4,LLM,JAMAL,---GG,3,3,LLM,USUAL,GGGGG,0,0,LLM,,,,,
6,TRULY,True,4,THINK,G----,4,4,LLM,TODAY,G---G,3,3,LLM,TERRY,G-Y-G,3,3,LLM,TRULY,GGGGG,0,0,LLM,,,,,,,,,,
7,SPENT,True,3,OTHER,-Y-Y-,5,5,LLM,TASTE,Y-Y-Y,5,5,CSS_REPAIR,SPENT,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
8,PAUSE,True,3,ABOUT,Y--Y-,5,5,LLM,CAUSE,-GGGG,1,1,LLM,PAUSE,GGGGG,0,0,LLM,,,,,,,,,,,,,,,
9,CRAZY,True,5,RIGHT,Y----,5,5,LLM,LEARN,--GY-,4,4,LLM,BRASS,-GG--,3,3,LLM,PRADA,-GG--,3,3,LLM,CRAZY,GGGGG,0,0,LLM,,,,,
10,BASES,True,5,THERE,--Y--,5,5,LLM,MONEY,---G-,4,4,LLM,LIVES,---GG,3,3,LLM,CASES,-GGGG,1,1,LLM,BASES,GGGGG,0,0,LLM,,,,,
