game_number,target_code,won,attempts,guess_1,feedback_1,strategy_1,candidates_1,guess_2,feedback_2,strategy_2,candidates_2,guess_3,feedback_3,strategy_3,candidates_3,guess_4,feedback_4,strategy_4,candidates_4,guess_5,feedback_5,strategy_5,candidates_5,guess_6,feedback_6,strategy_6,candidates_6,guess_7,feedback_7,strategy_7,candidates_7,guess_8,feedback_8,strategy_8,candidates_8,guess_9,feedback_9,strategy_9,candidates_9,guess_10,feedback_10,strategy_10,candidates_10
1,GRBR,True,5,RGYB,0B3W,LLM,136,BYWG,0B2W,CSS,29,GBRO,1B2W,VOI,5,YRGO,1B1W,CSS,1,GRBR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
2,RGBY,True,4,RGBW,3B0W,LLM,20,RGYW,2B1W,CSS,3,YGBW,2B1W,VOI,2,RGBY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
3,BYYW,True,5,RGBW,1B1W,LLM,252,ORBR,0B1W,CSS,50,BGYY,2B1W,VOI,3,YGRY,0B2W,CSS,1,BYYW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
4,BGWY,True,4,ROBY,1B1W,LLM,252,GOOB,0B2W,CSS,40,YWBG,0B4W,VOI,2,BGWY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
5,BROG,True,4,RGYB,0B3W,LLM,136,YOBG,1B2W,CSS,20,GRBO,1B3W,VOI,1,BROG,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
6,GGWY,True,5,RGYW,1B2W,LLM,132,BWYR,0B2W,CSS,38,WGOY,2B1W,VOI,4,YGWY,3B0W,CSS,1,GGWY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
7,RWOW,True,5,RGBO,1B1W,LLM,252,RBRW,2B0W,CSS,18,RORY,1B1W,VOI,4,RBYB,1B0W,CSS,1,RWOW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
8,WGRR,True,5,RGYW,1B2W,LLM,132,BWYR,1B1W,CSS,24,RWGG,0B3W,VOI,4,OGWR,2B1W,CSS,1,WGRR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
9,ROWO,True,4,RGBW,1B1W,LLM,252,WGOO,1B2W,CSS,13,OROW,0B4W,VOI,1,ROWO,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
10,WYYY,True,5,RGBW,0B1W,LLM,152,OYOB,1B0W,CSS,14,YYYG,2B1W,VOI,3,YYRY,2B1W,CSS,1,WYYY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
11,ORRR,True,4,RGBW,0B1W,LLM,152,YYGO,0B1W,CSS,10,OORR,3B0W,VOI,2,ORRR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
12,RGOW,True,4,RGBW,3B0W,LLM,20,OGBW,2B1W,CSS,3,RGBO,2B1W,VOI,2,RGOW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
13,RGOG,True,4,RGBW,2B0W,LLM,96,RWYW,1B0W,CSS,26,RBBO,1B1W,VOI,3,RGOG,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
14,RWGW,True,3,RGBW,2B1W,LLM,48,RGWG,1B2W,CSS,9,RWGW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,BRBY,True,4,RGBW,1B1W,LLM,252,RRYB,1B2W,CSS,15,RBOR,0B2W,VOI,3,BRBY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
16,BGGB,True,5,RGBW,1B1W,LLM,252,WYRW,0B0W,CSS,20,OOBG,0B2W,VOI,2,GGGB,3B0W,CSS,1,BGGB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
17,OOOB,True,6,RGBW,0B1W,LLM,152,YYOB,2B0W,CSS,21,YOOG,2B0W,VOI,5,YYYG,0B0W,CSS,2,BOOB,3B0W,VOI,1,OOOB,4B0W,CSS,1,,,,,,,,,,,,,,,,
18,WOGB,True,5,RGBW,0B3W,LLM,136,WBRY,1B1W,CSS,26,GBOR,0B3W,VOI,4,WRGO,2B1W,CSS,1,WOGB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
19,RGYR,True,5,RGBW,2B0W,LLM,96,ROBB,1B0W,CSS,26,RWYW,2B0W,VOI,5,RGYY,3B0W,CSS,2,RGYR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
20,WGWY,True,5,RGBW,1B1W,LLM,252,WGGO,2B0W,CSS,22,WYBO,1B1W,VOI,4,WGYY,3B0W,CSS,1,WGWY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
