game_number,target_code,won,attempts,guess_1,feedback_1,strategy_1,candidates_1,guess_2,feedback_2,strategy_2,candidates_2,guess_3,feedback_3,strategy_3,candidates_3,guess_4,feedback_4,strategy_4,candidates_4,guess_5,feedback_5,strategy_5,candidates_5,guess_6,feedback_6,strategy_6,candidates_6,guess_7,feedback_7,strategy_7,candidates_7,guess_8,feedback_8,strategy_8,candidates_8,guess_9,feedback_9,strategy_9,candidates_9,guess_10,feedback_10,strategy_10,candidates_10
1,GRBR,True,4,BBGG,0B2W,LLM,96,RGYB,0B3W,CSS,10,GRBO,3B0W,VOI,3,GRBR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
2,RGBY,True,4,YGBR,2B2W,LLM,6,BGYR,1B3W,CSS,4,GYBR,1B3W,VOI,2,RGBY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
3,BYYW,True,4,RGBO,0B1W,LLM,152,YOWY,0B3W,CSS,8,WYYB,2B2W,VOI,1,BYYW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
4,BGWY,True,4,RGYO,1B1W,LLM,252,GBYG,0B3W,CSS,12,YGWB,2B2W,VOI,2,BGWY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
5,BROG,True,4,RGBO,0B4W,LLM,9,OBRG,1B3W,CSS,4,GORB,0B4W,VOI,1,BROG,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
6,GGWY,True,5,YYOO,0B1W,LLM,256,ROGB,0B1W,CSS,27,WGWY,3B0W,VOI,3,WBWY,2B0W,CSS,1,GGWY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
7,RWOW,True,3,RGYB,1B0W,LLM,108,OWWB,1B2W,CSS,7,RWOW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WGRR,True,5,ROYG,0B2W,LLM,312,YWOW,0B1W,CSS,58,ORBB,0B1W,VOI,7,BGGY,1B0W,CSS,1,WGRR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
9,ROWO,True,3,RGBO,2B0W,LLM,96,RWRO,2B1W,CSS,6,ROWO,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WYYY,True,5,ROYG,1B0W,LLM,108,BOWW,0B1W,CSS,18,RRRB,0B0W,VOI,4,WGGG,1B0W,CSS,1,WYYY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
11,ORRR,True,6,RRRR,3B0W,LLM,20,YRRR,3B0W,CSS,4,WRRR,3B0W,VOI,3,BRRR,3B0W,CSS,2,GRRR,3B0W,VOI,1,ORRR,4B0W,CSS,1,,,,,,,,,,,,,,,,
12,RGOW,True,4,RGYB,2B0W,LLM,96,WGYG,1B1W,CSS,24,OWYB,0B2W,VOI,2,RGOW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
13,RGOG,True,4,ROYG,2B1W,LLM,48,RRYO,1B1W,CSS,15,RWOG,3B0W,VOI,2,RGOG,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
14,RWGW,True,4,RGBY,1B1W,LLM,252,BYBO,0B0W,CSS,20,WGRW,1B3W,VOI,1,RWGW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
15,BRBY,True,5,ROYG,0B2W,LLM,312,YWWO,0B1W,CSS,54,GBBY,2B1W,VOI,3,BBRY,2B2W,CSS,1,BRBY,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
16,BGGB,True,4,RGYB,2B0W,LLM,96,ROBB,1B1W,CSS,24,RGOW,1B0W,VOI,1,BGGB,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
17,OOOB,True,5,ROYG,1B0W,LLM,108,BWBG,0B1W,CSS,18,WOWO,1B1W,VOI,3,RRWW,0B0W,CSS,1,OOOB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
18,WOGB,True,3,RGYB,1B1W,LLM,252,BORB,2B0W,CSS,18,WOGB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,RGYR,True,3,RGRG,2B1W,LLM,32,RRYG,2B2W,CSS,2,RGYR,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WGWY,True,4,RGBO,1B0W,LLM,108,RYWW,1B2W,CSS,7,WGYW,2B2W,VOI,1,WGWY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
21,GWGW,True,4,ROYG,0B1W,LLM,152,WBWY,0B2W,CSS,21,BWOB,1B0W,VOI,1,GWGW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
22,YWWG,True,5,RGBY,0B2W,LLM,312,OBGW,0B2W,CSS,72,BOOR,0B0W,VOI,8,GYWG,2B1W,CSS,2,YWWG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
23,BRYG,True,5,RRGG,2B0W,LLM,114,RYOG,1B2W,CSS,16,ROGW,0B2W,VOI,3,YRBG,2B2W,CSS,1,BRYG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
24,OGYG,True,6,RRRR,0B0W,LLM,625,WBOO,0B1W,CSS,92,GYBY,0B2W,VOI,11,YGWW,1B1W,CSS,2,YOGG,1B3W,VOI,1,OGYG,4B0W,CSS,1,,,,,,,,,,,,,,,,
25,WYYR,True,4,ROYG,1B1W,LLM,252,GRBG,0B1W,CSS,50,WORW,1B1W,VOI,7,WYYR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
26,BYOW,True,5,YYGB,1B1W,LLM,230,YOYR,0B2W,CSS,34,WYRG,1B1W,VOI,5,BYWO,2B2W,CSS,1,BYOW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
27,RRBG,True,4,RGBY,2B1W,LLM,48,RBRY,1B2W,CSS,9,BRBY,2B0W,VOI,1,RRBG,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
28,GYRB,True,5,RRGG,0B2W,LLM,96,WGRB,2B1W,CSS,12,WGOR,0B2W,VOI,2,GBRB,3B0W,CSS,1,GYRB,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
29,ORRG,True,5,ROYG,1B2W,LLM,132,BRYO,1B1W,CSS,24,RGGO,0B3W,VOI,4,WROG,2B1W,CSS,1,ORRG,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
30,YGBR,True,4,BYOW,0B2W,LLM,312,YRWG,1B2W,CSS,36,GRBY,1B3W,VOI,1,YGBR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
31,GBWR,True,4,RGYB,0B3W,LLM,136,YBGO,1B1W,CSS,26,WRGY,0B3W,VOI,4,GBWR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
32,BRGB,True,4,RGYB,1B2W,LLM,132,WBYG,0B2W,CSS,38,YGRO,0B2W,VOI,6,BRGB,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
33,YGRW,True,5,RGYB,1B2W,LLM,132,GYOB,0B2W,CSS,38,RWBG,0B3W,VOI,7,WGRY,2B2W,CSS,1,YGRW,4B0W,VOI,1,,,,,,,,,,,,,,,,,,,,
