Contrast,A,B,Paired,Parametric,T,dof,alternative,p-unc,p-corr,p-adjust,BF10,hedges
approach,CSS,Frontier_LLM,True,True,-3.082956968274787,93.0,two-sided,0.0026975010778848563,0.07553003018077598,bonf,9.31,-0.475507012963966
approach,CSS,Hybrid,True,True,-3.604982799360735,93.0,two-sided,0.0005042248635252083,0.014118296178705834,bonf,42.459,-0.475845855672255
approach,CSS,Mid_LLM,True,True,-4.209183135654698,93.0,two-sided,5.908845531170702e-05,0.0016544767487277966,bonf,306.287,-0.576370432383358
approach,CSS,Pure_Random,True,True,-17.292180632300635,93.0,two-sided,8.30949162129187e-31,2.3266576539617236e-29,bonf,3.73e+27,-2.5290502126442753
approach,CSS,Random,True,True,-3.8163811705435995,93.0,two-sided,0.00024380248732033436,0.006826469644969363,bonf,82.644,-0.5582498787623752
approach,CSS,Small_LLM,True,True,-4.663831826469874,93.0,two-sided,1.0366566461537886e-05,0.0002902638609230608,bonf,1553.883,-0.637064372593443
approach,CSS,VOI,True,True,-0.9018202243580025,93.0,two-sided,0.3694820432938951,1.0,bonf,0.169,-0.13231416905360296
approach,Frontier_LLM,Hybrid,True,True,0.8501187969734525,93.0,two-sided,0.39744236203625216,1.0,bonf,0.162,0.10156330687588164
approach,Frontier_LLM,Mid_LLM,True,True,-0.6661651896533423,93.0,two-sided,0.506954648154446,1.0,bonf,0.141,-0.08904101225575246
approach,Frontier_LLM,Pure_Random,True,True,-17.036769282549486,93.0,two-sided,2.3872065551844052e-30,6.684178354516335e-29,bonf,1.322e+27,-2.4930184526627337
approach,Frontier_LLM,Random,True,True,-0.9289051136399473,93.0,two-sided,0.3553430125191786,1.0,bonf,0.173,-0.13781822381580638
approach,Frontier_LLM,Small_LLM,True,True,-1.0918842183558588,93.0,two-sided,0.27770458727142844,1.0,bonf,0.203,-0.1337603276328875
approach,Frontier_LLM,VOI,True,True,2.361896485622289,93.0,two-sided,0.020267120826797408,0.5674793831503274,bonf,1.589,0.3331850586254101
approach,Hybrid,Mid_LLM,True,True,-1.8132729336659625,93.0,two-sided,0.07301539689437307,1.0,bonf,0.549,-0.2341138515916216
approach,Hybrid,Pure_Random,True,True,-26.18687182610795,93.0,two-sided,1.0663952021122827e-44,2.9859065659143917e-43,bonf,1.801e+41,-3.9085404389995158
approach,Hybrid,Random,True,True,-1.6691912293125937,93.0,two-sided,0.09844258972181878,1.0,bonf,0.433,-0.25036095545095344
approach,Hybrid,Small_LLM,True,True,-2.9843828017570266,93.0,two-sided,0.0036299983449553422,0.10163995365874959,bonf,7.143,-0.32368399249429003
approach,Hybrid,VOI,True,True,2.1682402122980333,93.0,two-sided,0.03269255681462571,0.9153915908095199,bonf,1.06,0.3100621566245208
approach,Mid_LLM,Pure_Random,True,True,-17.575834354403195,93.0,two-sided,2.5988634332850206e-31,7.276817613198058e-30,bonf,1.169e+28,-2.704896932378357
approach,Mid_LLM,Random,True,True,-0.4744841459296657,93.0,two-sided,0.6362669502017477,1.0,bonf,0.127,-0.0682009839269751
approach,Mid_LLM,Small_LLM,True,True,-0.35124215595757835,93.0,two-sided,0.7262011715921969,1.0,bonf,0.121,-0.04207197589893203
approach,Mid_LLM,VOI,True,True,3.070196432829911,93.0,two-sided,0.0028042211734408623,0.07851819285634415,bonf,8.993,0.42802724315192764
approach,Pure_Random,Random,True,True,13.876483048323603,93.0,two-sided,2.211432201383053e-24,6.192010163872548e-23,bonf,1.835e+21,1.9641529589827802
approach,Pure_Random,Small_LLM,True,True,19.99378682434812,93.0,two-sided,1.941554299916112e-35,5.436352039765114e-34,bonf,1.344e+32,3.035451964353183
approach,Pure_Random,VOI,True,True,16.330764757077986,93.0,two-sided,4.607671490985793e-29,1.290148017476022e-27,bonf,7.207e+25,2.410865879146587
approach,Random,Small_LLM,True,True,0.2808950248443068,93.0,two-sided,0.779414884580727,1.0,bonf,0.119,0.039660147109222575
approach,Random,VOI,True,True,2.823603610214664,93.0,two-sided,0.005809005190366838,0.16265214533027145,bonf,4.708,0.4281214484370863
approach,Small_LLM,VOI,True,True,3.614275558429826,93.0,two-sided,0.0004886440484898534,0.013682033357715895,bonf,43.694,0.4824847648072502
