metric,metric_id,group1,group2,meandiff,p_adj,sig_level,significant,lower,upper
Attempts,attempts,Pure_Random,VOI,-3.04,0.0,***,Yes,-3.3828182308126244,-2.6971817691873756
Attempts,attempts,CSS,Pure_Random,3.02,0.0,***,Yes,2.677181769187376,3.362818230812624
Attempts,attempts,Pure_Random,Small_LLM,-2.6720000000000006,0.0,***,Yes,-3.014818230812625,-2.329181769187376
Attempts,attempts,Pure_Random,Random,-2.33,0.0,***,Yes,-2.6728182308126245,-1.9871817691873759
Attempts,attempts,Frontier_LLM,Pure_Random,2.6733333333333347,0.0,***,Yes,2.3305151025207103,3.016151564145959
Attempts,attempts,Mid_LLM,Pure_Random,2.666666666666666,0.0,***,Yes,2.3238484358540417,3.0094848974792905
Attempts,attempts,Hybrid,Pure_Random,2.7337037037037053,0.0,***,Yes,2.390885472891081,3.0765219345163297
Attempts,attempts,Random,VOI,-0.71,1.4303252138248013e-08,***,Yes,-1.0528182308126242,-0.3671817691873758
Attempts,attempts,CSS,Random,0.69,4.188140700911447e-08,***,Yes,0.34718176918737575,1.0328182308126241
Attempts,attempts,Hybrid,Random,0.40370370370370523,0.008728064158004534,**,Yes,0.06088547289108104,0.7465219345163294
Attempts,attempts,Mid_LLM,VOI,-0.37333333333333396,0.021781698325183396,*,Yes,-0.7161515641459582,-0.03051510252070977
Attempts,attempts,Small_LLM,VOI,-0.36799999999999944,0.025350695551071945,*,Yes,-0.7108182308126236,-0.025181769187375247
Attempts,attempts,Frontier_LLM,VOI,-0.36666666666666536,0.026319668368070315,*,Yes,-0.7094848974792896,-0.023848435854041172
Attempts,attempts,CSS,Mid_LLM,0.35333333333333394,0.037938792535962995,*,Yes,0.010515102520709751,0.6961515641459581
Attempts,attempts,CSS,Small_LLM,0.3479999999999994,0.043700659408641096,*,Yes,0.005181769187375229,0.6908182308126236
Attempts,attempts,CSS,Frontier_LLM,0.34666666666666535,0.045253016208615326,*,Yes,0.0038484358540411545,0.6894848974792895
Attempts,attempts,Frontier_LLM,Random,0.3433333333333346,0.04934109755775562,*,Yes,0.0005151025207104087,0.6861515641459588
Attempts,attempts,Random,Small_LLM,-0.3420000000000005,0.05106198858140465,ns,No,-0.6848182308126247,0.0008182308126236659
Attempts,attempts,Mid_LLM,Random,0.336666666666666,0.058461936903535405,ns,No,-0.006151564145958188,0.6794848974792902
Attempts,attempts,Hybrid,VOI,-0.30629629629629473,0.11943926351648715,ns,No,-0.6491145271089189,0.03652193451632946
Attempts,attempts,CSS,Hybrid,0.2862962962962947,0.18108797687546496,ns,No,-0.056521934516329475,0.6291145271089189
Attempts,attempts,Hybrid,Mid_LLM,0.06703703703703923,0.9989462278077417,ns,No,-0.27578119377558497,0.4098552678496634
Attempts,attempts,Hybrid,Small_LLM,0.061703703703704704,0.9993868358710442,ns,No,-0.2811145271089195,0.4045219345163289
Attempts,attempts,Frontier_LLM,Hybrid,-0.06037037037037063,0.9994689079425076,ns,No,-0.4031886011829948,0.28244786044225356
Attempts,attempts,CSS,VOI,-0.020000000000000018,0.9999997199809685,ns,No,-0.3628182308126242,0.3228182308126242
Attempts,attempts,Frontier_LLM,Mid_LLM,0.006666666666668597,0.9999999998693063,ns,No,-0.3361515641459556,0.3494848974792928
Attempts,attempts,Mid_LLM,Small_LLM,-0.005333333333334522,0.9999999999725653,ns,No,-0.3481515641459587,0.33748489747928967
Attempts,attempts,Frontier_LLM,Small_LLM,0.0013333333333340747,0.9999999999999984,ns,No,-0.3414848974792901,0.34415156414595827
