metric,metric_id,group1,group2,meandiff,p_adj,sig_level,significant,lower,upper
Hamming Distance (Round 2),hamming_2,Pure_Random,VOI,-1.1800000000000002,0.0,***,Yes,-1.580299764709376,-0.7797002352906245
Hamming Distance (Round 2),hamming_2,CSS,Pure_Random,1.25,0.0,***,Yes,0.8497002352906243,1.6502997647093758
Hamming Distance (Round 2),hamming_2,Hybrid,Pure_Random,1.0659259259259257,0.0,***,Yes,0.66562616121655,1.4662256906353015
Hamming Distance (Round 2),hamming_2,Mid_LLM,Pure_Random,0.996666666666667,2.8591573553171656e-12,***,Yes,0.5963669019572914,1.3969664313760428
Hamming Distance (Round 2),hamming_2,Frontier_LLM,Pure_Random,0.9900000000000007,4.159894650967999e-12,***,Yes,0.589700235290625,1.3902997647093764
Hamming Distance (Round 2),hamming_2,Pure_Random,Small_LLM,-0.8500000000000014,5.333401165152907e-09,***,Yes,-1.2502997647093772,-0.44970023529062575
Hamming Distance (Round 2),hamming_2,Pure_Random,Random,-0.7200000000000002,1.7113712560412608e-06,***,Yes,-1.120299764709376,-0.3197002352906245
Hamming Distance (Round 2),hamming_2,CSS,Random,0.5299999999999998,0.0016102282722628702,**,Yes,0.12970023529062413,0.9302997647093755
Hamming Distance (Round 2),hamming_2,Random,VOI,-0.45999999999999996,0.011817603771450469,*,Yes,-0.8602997647093756,-0.05970023529062429
Hamming Distance (Round 2),hamming_2,CSS,Small_LLM,0.3999999999999986,0.05033116401946858,ns,No,-0.00029976470937709276,0.8002997647093743
Hamming Distance (Round 2),hamming_2,Hybrid,Random,0.3459259259259255,0.14802068479771335,ns,No,-0.054373838783450146,0.7462256906353012
Hamming Distance (Round 2),hamming_2,Small_LLM,VOI,-0.32999999999999874,0.1945611013219296,ns,No,-0.7302997647093744,0.07029976470937693
Hamming Distance (Round 2),hamming_2,Mid_LLM,Random,0.27666666666666684,0.4154632852289154,ns,No,-0.12363309804270883,0.6769664313760425
Hamming Distance (Round 2),hamming_2,Frontier_LLM,Random,0.27000000000000046,0.4488534134376635,ns,No,-0.1302997647093752,0.6702997647093761
Hamming Distance (Round 2),hamming_2,CSS,Frontier_LLM,0.25999999999999934,0.5003038240801401,ns,No,-0.14029976470937633,0.660299764709375
Hamming Distance (Round 2),hamming_2,CSS,Mid_LLM,0.25333333333333297,0.5351782499309747,ns,No,-0.1469664313760427,0.6536330980427086
Hamming Distance (Round 2),hamming_2,Hybrid,Small_LLM,0.2159259259259243,0.7262168478638815,ns,No,-0.18437383878345137,0.6162256906353
Hamming Distance (Round 2),hamming_2,Frontier_LLM,VOI,-0.1899999999999995,0.837161203150554,ns,No,-0.5902997647093752,0.21029976470937617
Hamming Distance (Round 2),hamming_2,CSS,Hybrid,0.18407407407407428,0.8584958827817968,ns,No,-0.2162256906353014,0.58437383878345
Hamming Distance (Round 2),hamming_2,Mid_LLM,VOI,-0.18333333333333313,0.8610455353537163,ns,No,-0.5836330980427088,0.21696643137604255
Hamming Distance (Round 2),hamming_2,Mid_LLM,Small_LLM,0.1466666666666656,0.9539099587490637,ns,No,-0.25363309804271006,0.5469664313760413
Hamming Distance (Round 2),hamming_2,Frontier_LLM,Small_LLM,0.13999999999999924,0.9641437346062602,ns,No,-0.26029976470937644,0.5402997647093749
Hamming Distance (Round 2),hamming_2,Random,Small_LLM,-0.13000000000000123,0.9762611637602635,ns,No,-0.5302997647093769,0.27029976470937445
Hamming Distance (Round 2),hamming_2,Hybrid,VOI,-0.11407407407407444,0.9888938083549247,ns,No,-0.5143738387834501,0.28622569063530123
Hamming Distance (Round 2),hamming_2,Frontier_LLM,Hybrid,-0.07592592592592506,0.9991359386353201,ns,No,-0.47622569063530074,0.3243738387834506
Hamming Distance (Round 2),hamming_2,CSS,VOI,0.06999999999999984,0.9994929047256136,ns,No,-0.33029976470937583,0.4702997647093755
Hamming Distance (Round 2),hamming_2,Hybrid,Mid_LLM,0.06925925925925869,0.9995272718943646,ns,No,-0.331040505450117,0.46955902396863436
Hamming Distance (Round 2),hamming_2,Frontier_LLM,Mid_LLM,-0.0066666666666663765,0.9999999999558122,ns,No,-0.40696643137604205,0.3936330980427093
