metric,metric_id,group1,group2,meandiff,p_adj,sig_level,significant,lower,upper
Attempts,attempts,CSS,Pure_Random,3.02,0.0,***,Yes,2.677181769187376,3.362818230812624
Attempts,attempts,Frontier_LLM,Pure_Random,2.6733333333333347,0.0,***,Yes,2.3305151025207103,3.016151564145959
Attempts,attempts,Hybrid,Pure_Random,2.7337037037037053,0.0,***,Yes,2.390885472891081,3.0765219345163297
Attempts,attempts,Mid_LLM,Pure_Random,2.666666666666666,0.0,***,Yes,2.3238484358540417,3.0094848974792905
Attempts,attempts,Pure_Random,Random,-2.33,0.0,***,Yes,-2.6728182308126245,-1.9871817691873759
Attempts,attempts,Pure_Random,Small_LLM,-2.6720000000000006,0.0,***,Yes,-3.014818230812625,-2.329181769187376
Attempts,attempts,Pure_Random,VOI,-3.04,0.0,***,Yes,-3.3828182308126244,-2.6971817691873756
Attempts,attempts,Random,VOI,-0.71,1.4303252138248013e-08,***,Yes,-1.0528182308126242,-0.3671817691873758
Attempts,attempts,CSS,Random,0.69,4.188140700911447e-08,***,Yes,0.34718176918737575,1.0328182308126241
Attempts,attempts,Hybrid,Random,0.40370370370370523,0.008728064158004534,**,Yes,0.06088547289108104,0.7465219345163294
Attempts,attempts,Mid_LLM,VOI,-0.37333333333333396,0.021781698325183396,*,Yes,-0.7161515641459582,-0.03051510252070977
Attempts,attempts,Small_LLM,VOI,-0.36799999999999944,0.025350695551071945,*,Yes,-0.7108182308126236,-0.025181769187375247
Attempts,attempts,Frontier_LLM,VOI,-0.36666666666666536,0.026319668368070315,*,Yes,-0.7094848974792896,-0.023848435854041172
Attempts,attempts,CSS,Mid_LLM,0.35333333333333394,0.037938792535962995,*,Yes,0.010515102520709751,0.6961515641459581
Attempts,attempts,CSS,Small_LLM,0.3479999999999994,0.043700659408641096,*,Yes,0.005181769187375229,0.6908182308126236
Attempts,attempts,CSS,Frontier_LLM,0.34666666666666535,0.045253016208615326,*,Yes,0.0038484358540411545,0.6894848974792895
Attempts,attempts,Frontier_LLM,Random,0.3433333333333346,0.04934109755775562,*,Yes,0.0005151025207104087,0.6861515641459588
Search Space (Candidates After R1),candidates_after_1,CSS,Random,311.2,3.6368006373077577e-07,***,Yes,146.59816109042023,475.8018389095797
Search Space (Candidates After R1),candidates_after_1,CSS,Pure_Random,301.59,9.798771616331692e-07,***,Yes,136.98816109042022,466.1918389095797
Search Space (Candidates After R1),candidates_after_1,CSS,Small_LLM,284.4159999999998,5.373387883200742e-06,***,Yes,119.81416109042007,449.0178389095796
Search Space (Candidates After R1),candidates_after_1,CSS,Mid_LLM,257.2466666666666,6.580930378352612e-05,***,Yes,92.64482775708686,421.84850557624634
Search Space (Candidates After R1),candidates_after_1,CSS,VOI,216.62,0.0017754272535228655,**,Yes,52.01816109042025,381.2218389095798
Search Space (Candidates After R1),candidates_after_1,CSS,Frontier_LLM,208.5766666666667,0.003184269340579915,**,Yes,43.974827757086956,373.1785055762465
Search Space (Candidates After R1),candidates_after_1,Hybrid,Random,178.71444444444444,0.022493657645449527,*,Yes,14.112605534864684,343.3162833540242
Search Space (Candidates After R1),candidates_after_1,Hybrid,Pure_Random,169.10444444444443,0.03910948351703514,*,Yes,4.502605534864671,333.7062833540242
Convergence Rate (Hamming/round),convergence_rate,CSS,Pure_Random,-1.1089847715736028,0.0,***,Yes,-1.1695858566562876,-1.048383686490918
Convergence Rate (Hamming/round),convergence_rate,Frontier_LLM,Pure_Random,-1.0583128834355833,0.0,***,Yes,-1.118913968518268,-0.9977117983528985
Convergence Rate (Hamming/round),convergence_rate,Hybrid,Pure_Random,-1.0679389842260356,0.0,***,Yes,-1.1285400693087204,-1.0073378991433508
Convergence Rate (Hamming/round),convergence_rate,Mid_LLM,Pure_Random,-1.0491104294478517,0.0,***,Yes,-1.1097115145305365,-0.9885093443651669
Convergence Rate (Hamming/round),convergence_rate,Pure_Random,Random,0.9990829694323153,0.0,***,Yes,0.9384818843496305,1.0596840545150001
Convergence Rate (Hamming/round),convergence_rate,Pure_Random,Small_LLM,1.0757043879907615,0.0,***,Yes,1.0151033029080767,1.1363054730734463
Convergence Rate (Hamming/round),convergence_rate,Pure_Random,VOI,1.1644303797468356,0.0,***,Yes,1.1038292946641508,1.2250314648295204
Convergence Rate (Hamming/round),convergence_rate,Random,VOI,0.16534741031452027,0.0,***,Yes,0.10474632523183551,0.22594849539720502
Convergence Rate (Hamming/round),convergence_rate,Mid_LLM,VOI,0.1153199502989839,2.9404399382038093e-07,***,Yes,0.05471886521629914,0.17592103538166864
