Contrast,A,B,Paired,Parametric,T,dof,alternative,p-unc,p-corr,p-adjust,BF10,hedges
approach,CSS,Frontier_LLM,True,True,-1.5118578920369088,2.0,two-sided,0.26970325665977857,1.0,bonf,0.877,-1.1684747893443546
approach,CSS,Hybrid,True,True,-2.849680090702334,2.0,two-sided,0.10424068300572348,1.0,bonf,1.625,-1.172616787163811
approach,CSS,Mid_LLM,True,True,-1.9999999999999998,2.0,two-sided,0.183503419072274,1.0,bonf,1.128,-1.8475208614068024
approach,CSS,Pure_Random,True,True,-6.92820323027551,2.0,two-sided,0.020204102886728758,0.5455107779416765,bonf,4.325,-5.5425625842204065
approach,CSS,Random,True,True,-0.9999999999999999,2.0,two-sided,0.4226497308103743,1.0,bonf,0.661,-0.653197264742181
approach,CSS,Small_LLM,True,True,-1.4999999999999998,2.0,two-sided,0.2723931248910011,1.0,bonf,0.872,-1.3667875138835985
approach,CSS,VOI,True,True,-0.9999999999999999,2.0,two-sided,0.4226497308103743,1.0,bonf,0.661,-0.653197264742181
approach,Frontier_LLM,Hybrid,True,True,0.9825148793656117,2.0,two-sided,0.42943882145707096,1.0,bonf,0.654,0.6768080872358989
approach,Frontier_LLM,Mid_LLM,True,True,0.0,2.0,two-sided,1.0,1.0,bonf,0.467,0.0
approach,Frontier_LLM,Pure_Random,True,True,-7.999999999999999,2.0,two-sided,0.015268072165338143,0.41223794846412987,bonf,5.057,-2.3369495786887082
approach,Frontier_LLM,Random,True,True,1.9999999999999998,2.0,two-sided,0.183503419072274,1.0,bonf,1.128,0.49377071987869414
approach,Frontier_LLM,Small_LLM,True,True,0.2250175801852048,2.0,two-sided,0.8428651597363228,1.0,bonf,0.478,0.10702400993450434
approach,Frontier_LLM,VOI,True,True,1.9999999999999998,2.0,two-sided,0.183503419072274,1.0,bonf,1.128,0.49377071987869414
approach,Hybrid,Mid_LLM,True,True,-1.5709381092836494,2.0,two-sided,0.25679272641495027,1.0,bonf,0.906,-1.2992415657016523
approach,Hybrid,Pure_Random,True,True,-8.700741968069822,2.0,two-sided,0.01295342637954585,0.34974251224773795,bonf,5.537,-6.2429582714325775
approach,Hybrid,Random,True,True,-0.0601091062476235,2.0,two-sided,0.9575347838705286,1.0,bonf,0.468,-0.03790370404637998
approach,Hybrid,Small_LLM,True,True,-0.9795360376658132,2.0,two-sided,0.430607269930183,1.0,bonf,0.653,-0.7715643021561325
approach,Hybrid,VOI,True,True,-0.0601091062476235,2.0,two-sided,0.9575347838705286,1.0,bonf,0.468,-0.03790370404637998
approach,Mid_LLM,Pure_Random,True,True,-7.999999999999999,2.0,two-sided,0.015268072165338143,0.41223794846412987,bonf,5.057,-3.6950417228136034
approach,Mid_LLM,Random,True,True,0.9999999999999999,2.0,two-sided,0.4226497308103743,1.0,bonf,0.661,0.653197264742181
approach,Mid_LLM,Small_LLM,True,True,0.9999999999999998,2.0,two-sided,0.4226497308103743,1.0,bonf,0.661,0.15186527932040006
approach,Mid_LLM,VOI,True,True,0.9999999999999999,2.0,two-sided,0.4226497308103743,1.0,bonf,0.661,0.653197264742181
approach,Pure_Random,Random,True,True,10.0,2.0,two-sided,0.00985245702332569,0.26601633962979365,bonf,6.429,3.2659863237109037
approach,Pure_Random,Small_LLM,True,True,6.725382459813661,2.0,two-sided,0.021401653829807535,0.5778446534048034,bonf,4.186,3.189170865728397
approach,Pure_Random,VOI,True,True,10.0,2.0,two-sided,0.00985245702332569,0.26601633962979365,bonf,6.429,3.2659863237109037
approach,Random,Small_LLM,True,True,-0.7184212081070995,2.0,two-sided,0.5470891863421617,1.0,bonf,0.57,-0.4692707680683305
approach,Random,VOI,True,True,,2.0,two-sided,,,bonf,nan,0.0
approach,Small_LLM,VOI,True,True,0.7184212081070995,2.0,two-sided,0.5470891863421617,1.0,bonf,0.57,0.4692707680683305
