Contrast,A,B,Paired,Parametric,T,dof,alternative,p-unc,p-corr,p-adjust,BF10,hedges
approach,CSS,Frontier_LLM,True,True,-5.957070141812683,99.0,two-sided,3.9388881905434137e-08,1.1028886933521559e-06,bonf,2.982e+05,-0.8762605503405354
approach,CSS,Hybrid,True,True,-6.502056031037266,99.0,two-sided,3.2426662930698473e-09,9.079465620595573e-08,bonf,3.248e+06,-0.8553286697402194
approach,CSS,Mid_LLM,True,True,-7.220728183350601,99.0,two-sided,1.0743076029473544e-10,3.0080612882525923e-09,bonf,8.581e+07,-0.9616042300816544
approach,CSS,Pure_Random,True,True,-4.618059203273066,99.0,two-sided,1.1660389291670696e-05,0.00032649090016677947,bonf,1364.108,-0.6694558141449791
approach,CSS,Random,True,True,-5.46152128026011,99.0,two-sided,3.5143304850450983e-07,9.840125358126275e-06,bonf,3.716e+04,-0.7723169676485361
approach,CSS,Small_LLM,True,True,-9.804182257894015,99.0,two-sided,2.925691661881797e-16,8.191936653269033e-15,bonf,2.118e+13,-1.3036871690410705
approach,CSS,VOI,True,True,-4.712155337860071,99.0,two-sided,8.015010346854364e-06,0.00022442028971192217,bonf,1939.066,-0.6453197846130426
approach,Frontier_LLM,Hybrid,True,True,3.2670674628443863,99.0,two-sided,0.0014940142554106916,0.04183239915149937,bonf,15.453,0.33439140392884487
approach,Frontier_LLM,Mid_LLM,True,True,-1.1895785272212174,99.0,two-sided,0.23705724093261815,1.0,bonf,0.219,-0.15440819686229587
approach,Frontier_LLM,Pure_Random,True,True,-1.4099908290563536,99.0,two-sided,0.16167639948127369,1.0,bonf,0.289,-0.1936359295844772
approach,Frontier_LLM,Random,True,True,-1.6725999502812905,99.0,two-sided,0.0975635691868464,1.0,bonf,0.424,-0.23534083408128303
approach,Frontier_LLM,Small_LLM,True,True,-2.0342085940565866,99.0,two-sided,0.04460507734534012,1.0,bonf,0.797,-0.27622313841689594
approach,Frontier_LLM,VOI,True,True,-0.16177426047416307,99.0,two-sided,0.8718133280884888,1.0,bonf,0.112,-0.021460925452262438
approach,Hybrid,Mid_LLM,True,True,-3.7908991719313376,99.0,two-sided,0.00025813013221589375,0.007227643702045025,bonf,76.66,-0.48312403330797005
approach,Hybrid,Pure_Random,True,True,-2.7834942068698507,99.0,two-sided,0.006442168597653202,0.18038072073428965,bonf,4.189,-0.37996542294100794
approach,Hybrid,Random,True,True,-3.2405373937280766,99.0,two-sided,0.0016253693315901152,0.04551034128452323,bonf,14.321,-0.4503404439787245
approach,Hybrid,Small_LLM,True,True,-5.543464749366685,99.0,two-sided,2.4620514204392457e-07,6.893743977229888e-06,bonf,5.209e+04,-0.7351053526698431
approach,Hybrid,VOI,True,True,-1.8621933308035084,99.0,two-sided,0.0655416280599842,1.0,bonf,0.582,-0.25624906487663174
approach,Mid_LLM,Pure_Random,True,True,-0.6197946244093832,99.0,two-sided,0.5368169392647366,1.0,bonf,0.133,-0.08946933052239507
approach,Mid_LLM,Random,True,True,-0.9006628315106581,99.0,two-sided,0.36995338605796957,1.0,bonf,0.164,-0.11914609411242237
approach,Mid_LLM,Small_LLM,True,True,-0.7262381353584332,99.0,two-sided,0.4694063395804401,1.0,bonf,0.143,-0.09041901598180191
approach,Mid_LLM,VOI,True,True,0.7449971481917527,99.0,two-sided,0.4580384149683505,1.0,bonf,0.145,0.10306729080131077
approach,Pure_Random,Random,True,True,-0.12165885369010541,99.0,two-sided,0.9034158018092832,1.0,bonf,0.112,-0.01656791749457063
approach,Pure_Random,Small_LLM,True,True,0.25561441261588963,99.0,two-sided,0.7987789195017286,1.0,bonf,0.114,0.03647656115810176
approach,Pure_Random,VOI,True,True,1.1379384068951808,99.0,two-sided,0.2578926411825756,1.0,bonf,0.207,0.15867440431827157
approach,Random,Small_LLM,True,True,0.47174988600303563,99.0,two-sided,0.6381434003130858,1.0,bonf,0.123,0.06294071720443724
approach,Random,VOI,True,True,1.3392346162464932,99.0,two-sided,0.18356096699007335,1.0,bonf,0.263,0.19062498580903256
approach,Small_LLM,VOI,True,True,1.4997650802058675,99.0,two-sided,0.13685760975300465,1.0,bonf,0.327,0.18702518137160049
