Contrast,A,B,Paired,Parametric,T,dof,alternative,p-unc,p-corr,p-adjust,BF10,hedges
approach,CSS,Frontier_LLM,True,True,-2.124465371741089,99.0,two-sided,0.03612180228527992,1.0,bonf,0.949,-0.31400163057115216
approach,CSS,Hybrid,True,True,-1.7983401097047045,99.0,two-sided,0.07517078650799837,1.0,bonf,0.521,-0.2566200331523633
approach,CSS,Mid_LLM,True,True,-2.0028342963911547,99.0,two-sided,0.04792924306379606,1.0,bonf,0.751,-0.2587787389922847
approach,CSS,Pure_Random,True,True,-1.3279152000884524,99.0,two-sided,0.1872596854477008,1.0,bonf,0.259,-0.18043384024702494
approach,CSS,Random,True,True,-2.7460137235204822,99.0,two-sided,0.007166212642238557,0.2006539539826796,bonf,3.814,-0.3816444148884578
approach,CSS,Small_LLM,True,True,-2.96715229478904,99.0,two-sided,0.0037685468403731567,0.10551931153044838,bonf,6.737,-0.4079486668306322
approach,CSS,VOI,True,True,-1.9148542155126762,99.0,two-sided,0.05839774428202226,1.0,bonf,0.639,-0.2699993141942274
approach,Frontier_LLM,Hybrid,True,True,1.68532403436038,99.0,two-sided,0.0950757890733663,1.0,bonf,0.433,0.1321130512012359
approach,Frontier_LLM,Mid_LLM,True,True,0.8385916709154735,99.0,two-sided,0.40371871897741757,1.0,bonf,0.156,0.11020593926820092
approach,Frontier_LLM,Pure_Random,True,True,0.8964338363373193,99.0,two-sided,0.3721957468685165,1.0,bonf,0.163,0.12228435624515728
approach,Frontier_LLM,Random,True,True,-0.6867087587334437,99.0,two-sided,0.4938716392618033,1.0,bonf,0.139,-0.09877473141546841
approach,Frontier_LLM,Small_LLM,True,True,-0.6351731961650362,99.0,two-sided,0.5267808208765513,1.0,bonf,0.135,-0.0850424744396835
approach,Frontier_LLM,VOI,True,True,0.21842811946609308,99.0,two-sided,0.8275451929875689,1.0,bonf,0.113,0.02859410639692685
approach,Hybrid,Mid_LLM,True,True,-0.1523785995943575,99.0,two-sided,0.8791984559595991,1.0,bonf,0.112,-0.01815639301401546
approach,Hybrid,Pure_Random,True,True,0.2649512932181926,99.0,two-sided,0.791597850891721,1.0,bonf,0.115,0.03673537980883737
approach,Hybrid,Random,True,True,-1.7732346206866045,99.0,two-sided,0.07926509851540862,1.0,bonf,0.5,-0.24156509404392346
approach,Hybrid,Small_LLM,True,True,-2.5079773488349937,99.0,two-sided,0.013767988949192725,0.3855036905773963,bonf,2.157,-0.31058281399815424
approach,Hybrid,VOI,True,True,-0.5720339092739025,99.0,two-sided,0.5685956496809467,1.0,bonf,0.13,-0.07860865752860718
approach,Mid_LLM,Pure_Random,True,True,0.33013001429473465,99.0,two-sided,0.741999292085149,1.0,bonf,0.117,0.04629821762567609
approach,Mid_LLM,Random,True,True,-1.5877572228633072,99.0,two-sided,0.11553007714327305,1.0,bonf,0.372,-0.2153608731796966
approach,Mid_LLM,Small_LLM,True,True,-1.995791414945374,99.0,two-sided,0.048703837187465675,1.0,bonf,0.741,-0.2557830690884634
approach,Mid_LLM,VOI,True,True,-0.4634118495456807,99.0,two-sided,0.6440863794022271,1.0,bonf,0.123,-0.06317309101305767
approach,Pure_Random,Random,True,True,-1.4344617395056314,99.0,two-sided,0.15459188810710295,1.0,bonf,0.298,-0.2012052579599264
approach,Pure_Random,Small_LLM,True,True,-1.4669882639707268,99.0,two-sided,0.1455488238397017,1.0,bonf,0.312,-0.20498562182313365
approach,Pure_Random,VOI,True,True,-0.6169332041520422,99.0,two-sided,0.538695029007891,1.0,bonf,0.133,-0.08792715728030356
approach,Random,Small_LLM,True,True,0.28343501386883685,99.0,two-sided,0.777435256053058,1.0,bonf,0.115,0.040554053840547805
approach,Random,VOI,True,True,0.8179310306333798,99.0,two-sided,0.41536084798144685,1.0,bonf,0.153,0.11600469059882527
approach,Small_LLM,VOI,True,True,0.7539775942512725,99.0,two-sided,0.4526522656771673,1.0,bonf,0.146,0.10501348319569948
