metric,metric_id,group1,group2,meandiff,p_adj,sig_level,significant,lower,upper
Hamming Distance (Round 3),hamming_3,Pure_Random,VOI,-2.81680412371134,0.0,***,Yes,-3.3056539433914045,-2.327954304031276
Hamming Distance (Round 3),hamming_3,CSS,Pure_Random,3.0491836734693876,0.0,***,Yes,2.5616015542265593,3.536765792712216
Hamming Distance (Round 3),hamming_3,Pure_Random,Small_LLM,-2.243,0.0,***,Yes,-2.7281133331555356,-1.7578866668444642
Hamming Distance (Round 3),hamming_3,Pure_Random,Random,-2.216262626262626,0.0,***,Yes,-2.7025994502217356,-1.7299258023035167
Hamming Distance (Round 3),hamming_3,Mid_LLM,Pure_Random,2.268333333333333,0.0,***,Yes,1.7832200001777974,2.753446666488869
Hamming Distance (Round 3),hamming_3,Frontier_LLM,Pure_Random,2.3583333333333334,0.0,***,Yes,1.8732200001777977,2.843446666488869
Hamming Distance (Round 3),hamming_3,Hybrid,Pure_Random,2.480776423093814,0.0,***,Yes,1.9956630899382781,2.9658897562493496
Hamming Distance (Round 3),hamming_3,CSS,Random,0.8329210472067614,7.842792729140236e-06,***,Yes,0.3441216166233292,1.3217204777901936
Hamming Distance (Round 3),hamming_3,CSS,Small_LLM,0.8061836734693877,1.7144049963557784e-05,***,Yes,0.3186015542265594,1.293765792712216
Hamming Distance (Round 3),hamming_3,CSS,Mid_LLM,0.7808503401360545,3.742200558476405e-05,***,Yes,0.2932682208932262,1.2684324593788827
Hamming Distance (Round 3),hamming_3,CSS,Frontier_LLM,0.6908503401360542,0.0004945235955243765,***,Yes,0.20326822089322588,1.1784324593788824
Hamming Distance (Round 3),hamming_3,Random,VOI,-0.600541497448714,0.005146807544550547,**,Yes,-1.0906054795312494,-0.11047751536617856
Hamming Distance (Round 3),hamming_3,Small_LLM,VOI,-0.5738041237113403,0.009095878898518706,**,Yes,-1.0626539433914048,-0.08495430403127568
Hamming Distance (Round 3),hamming_3,CSS,Hybrid,0.5684072503755737,0.009911652122698955,**,Yes,0.08082513113274542,1.055989369618402
Hamming Distance (Round 3),hamming_3,Mid_LLM,VOI,-0.5484707903780071,0.015657232535970178,*,Yes,-1.0373206100580716,-0.05962097069794248
Hamming Distance (Round 3),hamming_3,Frontier_LLM,VOI,-0.45847079037800675,0.08451484006481536,ns,No,-0.9473206100580713,0.030379029302057825
Hamming Distance (Round 3),hamming_3,Hybrid,VOI,-0.3360277006175263,0.42291176745560055,ns,No,-0.8248775202975909,0.1528221190625383
Hamming Distance (Round 3),hamming_3,Hybrid,Random,0.2645137968311877,0.717629224806682,ns,No,-0.22182302712792173,0.7508506207902972
Hamming Distance (Round 3),hamming_3,Hybrid,Small_LLM,0.23777642309381397,0.813071745831975,ns,No,-0.24733691006172182,0.7228897562493497
Hamming Distance (Round 3),hamming_3,CSS,VOI,0.23237954975804742,0.8396113160541858,ns,No,-0.2589202804895168,0.7236793800056116
Hamming Distance (Round 3),hamming_3,Hybrid,Mid_LLM,0.21244308976048076,0.8869667212306503,ns,No,-0.272670243395055,0.6975564229160165
Hamming Distance (Round 3),hamming_3,Frontier_LLM,Random,0.14207070707070724,0.9871336428220298,ns,No,-0.3442661168884022,0.6284075310298167
Hamming Distance (Round 3),hamming_3,Frontier_LLM,Hybrid,-0.12244308976048046,0.9946792888786335,ns,No,-0.6075564229160162,0.3626702433950553
Hamming Distance (Round 3),hamming_3,Frontier_LLM,Small_LLM,0.11533333333333351,0.9963313055078186,ns,No,-0.3697799998222023,0.6004466664888692
Hamming Distance (Round 3),hamming_3,Frontier_LLM,Mid_LLM,0.0900000000000003,0.9992520267845395,ns,No,-0.3951133331555355,0.575113333155536
Hamming Distance (Round 3),hamming_3,Mid_LLM,Random,0.052070707070706934,0.9999814029090369,ns,No,-0.4342661168884025,0.5384075310298164
Hamming Distance (Round 3),hamming_3,Random,Small_LLM,-0.026737373737373726,0.9999998146826689,ns,No,-0.5130741976964832,0.4595994502217357
Hamming Distance (Round 3),hamming_3,Mid_LLM,Small_LLM,0.025333333333333208,0.9999998704436012,ns,No,-0.4597799998222026,0.5104466664888689
