metric,metric_id,group1,group2,meandiff,p_adj,sig_level,significant,lower,upper
Hamming Distance (Round 1),hamming_1,CSS,Random,0.2699999999999996,0.015330028537021478,*,Yes,0.029791159434345266,0.5102088405656539
Hamming Distance (Round 1),hamming_1,CSS,Small_LLM,0.25200000000000156,0.03197649311944095,*,Yes,0.011791159434347248,0.49220884056565584
Hamming Distance (Round 1),hamming_1,CSS,Frontier_LLM,0.2166666666666659,0.11197738862783768,ns,No,-0.02354217389898841,0.4568755072323202
Hamming Distance (Round 1),hamming_1,CSS,VOI,0.20000000000000018,0.18418349973503256,ns,No,-0.04020884056565413,0.44020884056565446
Hamming Distance (Round 1),hamming_1,CSS,Mid_LLM,0.16666666666666874,0.41015198849895995,ns,No,-0.07354217389898557,0.406875507232323
Hamming Distance (Round 1),hamming_1,CSS,Hybrid,0.16037037037037116,0.462853424594188,ns,No,-0.07983847019528315,0.40057921093602544
Hamming Distance (Round 1),hamming_1,CSS,Pure_Random,0.13999999999999968,0.6398675457636235,ns,No,-0.10020884056565463,0.38020884056565396
Hamming Distance (Round 1),hamming_1,Pure_Random,Random,0.1299999999999999,0.722814745673212,ns,No,-0.11020884056565441,0.3702088405656542
Hamming Distance (Round 1),hamming_1,Pure_Random,Small_LLM,0.11200000000000188,0.8494462965073917,ns,No,-0.12820884056565243,0.35220884056565616
Hamming Distance (Round 1),hamming_1,Hybrid,Random,0.10962962962962841,0.8632248936916427,ns,No,-0.1305792109360259,0.3498384701952827
Hamming Distance (Round 1),hamming_1,Mid_LLM,Random,0.10333333333333083,0.8961403330685265,ns,No,-0.13687550723232347,0.3435421738989851
Hamming Distance (Round 1),hamming_1,Hybrid,Small_LLM,0.0916296296296304,0.9430154318738494,ns,No,-0.14857921093602391,0.3318384701952847
Hamming Distance (Round 1),hamming_1,Mid_LLM,Small_LLM,0.08533333333333282,0.9609606871227423,ns,No,-0.1548755072323215,0.3255421738989871
Hamming Distance (Round 1),hamming_1,Frontier_LLM,Pure_Random,-0.07666666666666622,0.9784915146002289,ns,No,-0.3168755072323205,0.1635421738989881
Hamming Distance (Round 1),hamming_1,Random,VOI,-0.0699999999999994,0.987319633244039,ns,No,-0.3102088405656537,0.1702088405656549
Hamming Distance (Round 1),hamming_1,Pure_Random,VOI,0.0600000000000005,0.9950121408936594,ns,No,-0.1802088405656538,0.3002088405656548
Hamming Distance (Round 1),hamming_1,Frontier_LLM,Hybrid,-0.056296296296294734,0.9966470346828739,ns,No,-0.296505136861949,0.18391254426935957
Hamming Distance (Round 1),hamming_1,Frontier_LLM,Random,0.05333333333333368,0.9976169772588751,ns,No,-0.18687550723232063,0.29354217389898796
Hamming Distance (Round 1),hamming_1,Small_LLM,VOI,-0.05200000000000138,0.9979717322134677,ns,No,-0.29220884056565566,0.18820884056565293
Hamming Distance (Round 1),hamming_1,Frontier_LLM,Mid_LLM,-0.04999999999999716,0.9984222871477668,ns,No,-0.29020884056565144,0.19020884056565715
Hamming Distance (Round 1),hamming_1,Hybrid,VOI,0.039629629629629015,0.9996549726450226,ns,No,-0.2005792109360253,0.2798384701952833
Hamming Distance (Round 1),hamming_1,Frontier_LLM,Small_LLM,0.03533333333333566,0.9998395937759097,ns,No,-0.20487550723231865,0.27554217389898994
Hamming Distance (Round 1),hamming_1,Mid_LLM,VOI,0.03333333333333144,0.9998916042370264,ns,No,-0.20687550723232287,0.2735421738989857
Hamming Distance (Round 1),hamming_1,Mid_LLM,Pure_Random,-0.02666666666666906,0.9999761826811495,ns,No,-0.26687550723232334,0.21354217389898525
Hamming Distance (Round 1),hamming_1,Hybrid,Pure_Random,-0.020370370370371482,0.9999962575559187,ns,No,-0.26057921093602576,0.21983847019528283
Hamming Distance (Round 1),hamming_1,Random,Small_LLM,-0.017999999999998018,0.9999984088816386,ns,No,-0.2582088405656523,0.2222088405656563
Hamming Distance (Round 1),hamming_1,Frontier_LLM,VOI,-0.01666666666666572,0.9999990665479122,ns,No,-0.25687550723232,0.2235421738989886
Hamming Distance (Round 1),hamming_1,Hybrid,Mid_LLM,0.006296296296297577,0.9999999989458487,ns,No,-0.23391254426935673,0.24650513686195188
