Contrast,A,B,Paired,Parametric,T,dof,alternative,p-unc,p-corr,p-adjust,BF10,hedges
approach,CSS,Frontier_LLM,True,True,-2.7578731484173957,99.0,two-sided,0.006929466539805083,0.19402506311454232,bonf,3.928,-0.36657879582370495
approach,CSS,Hybrid,True,True,-2.9237817705805456,99.0,two-sided,0.00428630314595353,0.12001648808669883,bonf,6.008,-0.3383020177300061
approach,CSS,Mid_LLM,True,True,-3.1078860860279547,99.0,two-sided,0.002459788169858068,0.06887406875602589,bonf,9.865,-0.3852470047022767
approach,CSS,Pure_Random,True,True,-27.666687094249443,99.0,two-sided,2.2095876153760996e-48,6.186845323053079e-47,bonf,7.947e+44,-3.8978209914438366
approach,CSS,Random,True,True,-4.699803023592071,99.0,two-sided,8.421355112269208e-06,0.00023579794314353784,bonf,1851.093,-0.5997721434994374
approach,CSS,Small_LLM,True,True,-3.2377367901654033,99.0,two-sided,0.0016398482006063156,0.045915749616976836,bonf,14.207,-0.39819687513414603
approach,CSS,VOI,True,True,0.14592772913154722,99.0,two-sided,0.884275160690761,1.0,bonf,0.112,0.019735664052812348
approach,Frontier_LLM,Hybrid,True,True,0.9360936873022679,99.0,two-sided,0.35150282992168314,1.0,bonf,0.169,0.09429553912397014
approach,Frontier_LLM,Mid_LLM,True,True,-0.07805563801944866,99.0,two-sided,0.9379413408161045,1.0,bonf,0.111,-0.009115404354296908
approach,Frontier_LLM,Pure_Random,True,True,-34.995080594569984,99.0,two-sided,1.4984348411417494e-57,4.195617555196898e-56,bonf,9.075e+53,-4.930281651507727
approach,Frontier_LLM,Random,True,True,-2.489324428410636,99.0,two-sided,0.01446568508416949,0.40503918235674574,bonf,2.067,-0.34041603382659513
approach,Frontier_LLM,Small_LLM,True,True,-0.01849403054393002,99.0,two-sided,0.9852819612813999,1.0,bonf,0.111,-0.00197130334295838
approach,Frontier_LLM,VOI,True,True,3.2121378328714876,99.0,two-sided,0.001777889723784142,0.049780912265955976,bonf,13.209,0.4319183812762356
approach,Hybrid,Mid_LLM,True,True,-1.1360250744644043,99.0,two-sided,0.25868865654792633,1.0,bonf,0.207,-0.11223480350510709
approach,Hybrid,Pure_Random,True,True,-57.00155957941168,99.0,two-sided,1.6418488645200773e-77,4.5971768206562167e-76,bonf,4.969e+73,-8.030664268431623
approach,Hybrid,Random,True,True,-3.4646185987375544,99.0,two-sided,0.0007863029282848235,0.02201648199197506,bonf,27.658,-0.4407181792156747
approach,Hybrid,Small_LLM,True,True,-1.2919287854177546,99.0,two-sided,0.19938960431757397,1.0,bonf,0.248,-0.116745538161629
approach,Hybrid,VOI,True,True,3.1818698391671356,99.0,two-sided,0.001955080905509124,0.05474226535425547,bonf,12.126,0.41583872943157346
approach,Mid_LLM,Pure_Random,True,True,-38.56583907633765,99.0,two-sided,1.9110730100914095e-61,5.351004428255947e-60,bonf,6.416e+57,-5.4333479318396085
approach,Mid_LLM,Random,True,True,-2.7524885775953227,99.0,two-sided,0.007036058894018807,0.1970096490325266,bonf,3.876,-0.3428804982902558
approach,Mid_LLM,Small_LLM,True,True,0.08074830934041316,99.0,two-sided,0.9358051317056003,1.0,bonf,0.111,0.008387269987743634
approach,Mid_LLM,VOI,True,True,3.6106837353937595,99.0,two-sided,0.0004814447541320719,0.013480453115698012,bonf,43.274,0.45693699330023235
approach,Pure_Random,Random,True,True,19.44738439931364,99.0,two-sided,1.382397586979392e-35,3.870713243542297e-34,bonf,1.899e+32,2.739844596575414
approach,Pure_Random,Small_LLM,True,True,46.90892346895354,99.0,two-sided,1.976839765433544e-69,5.535151343213923e-68,bonf,5.049e+65,6.608763310202168
approach,Pure_Random,VOI,True,True,33.03433328481928,99.0,two-sided,2.8909110540087777e-55,8.094550951224578e-54,bonf,5.005e+51,4.654041782352891
approach,Random,Small_LLM,True,True,2.78042747328363,99.0,two-sided,0.006498800534357569,0.18196641496201194,bonf,4.157,0.3631992748519065
approach,Random,VOI,True,True,4.987940989208884,99.0,two-sided,2.608285890739103e-06,7.303200494069488e-05,bonf,5577.028,0.6621166438230304
approach,Small_LLM,VOI,True,True,3.7421754721716396,99.0,two-sided,0.0003061035619096346,0.00857089973346977,bonf,65.542,0.47904140045889343
