Contrast,A,B,Paired,Parametric,T,dof,alternative,p-unc,p-corr,p-adjust,BF10,hedges
approach,CSS,Frontier_LLM,True,True,-1.9604489188054899,99.0,two-sided,0.05275388529306815,1.0,bonf,0.694,-0.23468051288961983
approach,CSS,Hybrid,True,True,-1.6663407717520888,99.0,two-sided,0.09880658874997228,1.0,bonf,0.42,-0.18957484036747047
approach,CSS,Mid_LLM,True,True,-2.0827346714393284,99.0,two-sided,0.03985307381656688,1.0,bonf,0.875,-0.24016629835089734
approach,CSS,Pure_Random,True,True,-9.355088473096474,99.0,two-sided,2.7919144353963052e-15,7.817360419109655e-14,bonf,2.36e+12,-1.2135860032706793
approach,CSS,Random,True,True,-3.6660866584901957,99.0,two-sided,0.0003983229190829452,0.011153041734322466,bonf,51.474,-0.45201798272859905
approach,CSS,Small_LLM,True,True,-3.2444284226152513,99.0,two-sided,0.0016054512244870328,0.04495263428563692,bonf,14.482,-0.404766753143853
approach,CSS,VOI,True,True,-0.48466883409890504,99.0,two-sided,0.6289819061897175,1.0,bonf,0.124,-0.0548442053708614
approach,Frontier_LLM,Hybrid,True,True,0.9909951185959454,99.0,two-sided,0.3241039157010554,1.0,bonf,0.178,0.10137221944293426
approach,Frontier_LLM,Mid_LLM,True,True,0.059946616783351406,99.0,two-sided,0.9523189972194789,1.0,bonf,0.111,0.007798368786799518
approach,Frontier_LLM,Pure_Random,True,True,-8.733500959376652,99.0,two-sided,6.283499803847471e-14,1.7593799450772918e-12,bonf,1.147e+11,-1.2013687065784584
approach,Frontier_LLM,Random,True,True,-1.9031159289262887,99.0,two-sided,0.05993055452394136,1.0,bonf,0.626,-0.2709545424413212
approach,Frontier_LLM,Small_LLM,True,True,-1.4331310509877218,99.0,two-sided,0.1549708742412762,1.0,bonf,0.298,-0.1815352247653439
approach,Frontier_LLM,VOI,True,True,1.4158630201457318,99.0,two-sided,0.1599540658059955,1.0,bonf,0.291,0.17013081353193532
approach,Hybrid,Mid_LLM,True,True,-0.9332901793170678,99.0,two-sided,0.35294083031759477,1.0,bonf,0.169,-0.10368314639635336
approach,Hybrid,Pure_Random,True,True,-13.044157829861346,99.0,two-sided,3.1575861370485724e-23,8.841241183736003e-22,bonf,1.357e+20,-1.6971580962217967
approach,Hybrid,Random,True,True,-2.913123562654298,99.0,two-sided,0.0044231926095487486,0.12384939306736496,bonf,5.843,-0.4110142367948033
approach,Hybrid,Small_LLM,True,True,-3.569247669490687,99.0,two-sided,0.0005540775695674639,0.015514171947888988,bonf,38.057,-0.38772649853998625
approach,Hybrid,VOI,True,True,0.9298301580759284,99.0,two-sided,0.35472077603899166,1.0,bonf,0.168,0.1162686832826262
approach,Mid_LLM,Pure_Random,True,True,-9.63706113139444,99.0,two-sided,6.774522811898265e-16,1.896866387331514e-14,bonf,9.354e+12,-1.3267540519055017
approach,Mid_LLM,Random,True,True,-2.165693829361657,99.0,two-sided,0.032736240035806156,0.9166147210025724,bonf,1.031,-0.29522920258596747
approach,Mid_LLM,Small_LLM,True,True,-1.8510773658028576,99.0,two-sided,0.06713961499301332,1.0,bonf,0.571,-0.2116981052496884
approach,Mid_LLM,VOI,True,True,1.3404328263631489,99.0,two-sided,0.1831726795102096,1.0,bonf,0.263,0.17227872477618453
approach,Pure_Random,Random,True,True,5.732778915880208,99.0,two-sided,1.0719483122554752e-07,3.0014552743153306e-06,bonf,1.149e+05,0.7919938570891714
approach,Pure_Random,Small_LLM,True,True,9.226125146537111,99.0,two-sided,5.333024744930968e-15,1.493246928580671e-13,bonf,1.258e+12,1.2988954476105412
approach,Pure_Random,VOI,True,True,8.370110619270024,99.0,two-sided,3.8415830697298805e-13,1.0756432595243665e-11,bonf,1.983e+10,1.135083937629303
approach,Random,Small_LLM,True,True,1.105138011331322,99.0,two-sided,0.2717783709329519,1.0,bonf,0.2,0.15090451835415608
approach,Random,VOI,True,True,3.0388944058680076,99.0,two-sided,0.0030370905910608184,0.08503853654970292,bonf,8.168,0.3895230672790738
approach,Small_LLM,VOI,True,True,2.4193489541758493,99.0,two-sided,0.017373575848884475,0.4864601237687653,bonf,1.765,0.33059860433421784
