Contrast,A,B,Paired,Parametric,T,dof,alternative,p-unc,p-corr,p-adjust,BF10,hedges
approach,CSS,Frontier_LLM,True,True,-2.3892029394282885,99.0,two-sided,0.01877921365097649,0.4694803412744123,bonf,1.652,-0.3366028371376114
approach,CSS,Hybrid,True,True,-13.179571068898477,99.0,two-sided,1.6443403327820882e-23,4.1108508319552206e-22,bonf,2.572e+20,-1.8568037653216536
approach,CSS,Mid_LLM,True,True,-3.832247269209259,99.0,two-sided,0.00022311785398140737,0.005577946349535184,bonf,87.667,-0.5399061260728948
approach,CSS,Pure_Random,True,True,-52.372149293738815,99.0,two-sided,5.512083540107395e-74,1.378020885026849e-72,bonf,1.615e+70,-7.378449837118223
approach,CSS,Random,True,True,,99.0,two-sided,,,bonf,nan,
approach,CSS,Small_LLM,True,True,-4.779765040894148,99.0,two-sided,6.106464674416719e-06,0.00015266161686041798,bonf,2503.559,-0.6733971598080866
approach,CSS,VOI,True,True,,99.0,two-sided,,,bonf,nan,
approach,Frontier_LLM,Hybrid,True,True,-8.395971990204705,99.0,two-sided,3.3782853635244073e-13,8.445713408811019e-12,bonf,2.246e+10,-1.1974318381547882
approach,Frontier_LLM,Mid_LLM,True,True,-2.5761877289963393,99.0,two-sided,0.011466363994839253,0.2866590998709813,bonf,2.528,-0.3570121746843417
approach,Frontier_LLM,Pure_Random,True,True,-52.2895442467775,99.0,two-sided,6.409731443781728e-74,1.602432860945432e-72,bonf,1.391e+70,-7.35521901663935
approach,Frontier_LLM,Random,True,True,2.3892029394282885,99.0,two-sided,0.01877921365097649,0.4694803412744123,bonf,1.652,0.3366028371376114
approach,Frontier_LLM,Small_LLM,True,True,-2.6964273647015236,99.0,two-sided,0.008238003518386118,0.20595008795965294,bonf,3.375,-0.3487412446142612
approach,Frontier_LLM,VOI,True,True,2.3892029394282885,99.0,two-sided,0.01877921365097649,0.4694803412744123,bonf,1.652,0.3366028371376114
approach,Hybrid,Mid_LLM,True,True,2.6356454447538105,99.0,two-sided,0.009749438886773128,0.2437359721693282,bonf,2.912,0.3812462348129186
approach,Hybrid,Pure_Random,True,True,-51.42217339484317,99.0,two-sided,3.16760379478674e-73,7.91900948696685e-72,bonf,2.864e+69,-7.267338298849139
approach,Hybrid,Random,True,True,13.179571068898477,99.0,two-sided,1.6443403327820882e-23,4.1108508319552206e-22,bonf,2.572e+20,1.8568037653216536
approach,Hybrid,Small_LLM,True,True,4.678769320923513,99.0,two-sided,9.15971460895876e-06,0.00022899286522396901,bonf,1710.686,0.6902146915484175
approach,Hybrid,VOI,True,True,13.179571068898477,99.0,two-sided,1.6443403327820882e-23,4.1108508319552206e-22,bonf,2.572e+20,1.8568037653216536
approach,Mid_LLM,Pure_Random,True,True,-50.71581346082618,99.0,two-sided,1.1854735220452542e-72,2.9636838051131356e-71,bonf,7.764e+68,-7.283556448124273
approach,Mid_LLM,Random,True,True,3.832247269209259,99.0,two-sided,0.00022311785398140737,0.005577946349535184,bonf,87.667,0.5399061260728948
approach,Mid_LLM,Small_LLM,True,True,0.7404140034027891,99.0,two-sided,0.46080122976065135,1.0,bonf,0.144,0.10767724829425834
approach,Mid_LLM,VOI,True,True,3.832247269209259,99.0,two-sided,0.00022311785398140737,0.005577946349535184,bonf,87.667,0.5399061260728948
approach,Pure_Random,Random,True,True,52.372149293738815,99.0,two-sided,5.512083540107395e-74,1.378020885026849e-72,bonf,1.615e+70,7.378449837118223
approach,Pure_Random,Small_LLM,True,True,52.06945260321969,99.0,two-sided,9.59163299141867e-74,2.3979082478546674e-72,bonf,9.337e+69,7.320817594600771
approach,Pure_Random,VOI,True,True,52.372149293738815,99.0,two-sided,5.512083540107395e-74,1.378020885026849e-72,bonf,1.615e+70,7.378449837118223
approach,Random,Small_LLM,True,True,-4.779765040894148,99.0,two-sided,6.106464674416719e-06,0.00015266161686041798,bonf,2503.559,-0.6733971598080866
approach,Random,VOI,True,True,,99.0,two-sided,,,bonf,nan,
approach,Small_LLM,VOI,True,True,4.779765040894148,99.0,two-sided,6.106464674416719e-06,0.00015266161686041798,bonf,2503.559,0.6733971598080866
