metric,metric_id,group1,group2,meandiff,p_adj,sig_level,significant,lower,upper
Convergence Rate (Hamming/round),convergence_rate,Pure_Random,Random,0.9990829694323153,0.0,***,Yes,0.9384818843496305,1.0596840545150001
Convergence Rate (Hamming/round),convergence_rate,Hybrid,Pure_Random,-1.0679389842260356,0.0,***,Yes,-1.1285400693087204,-1.0073378991433508
Convergence Rate (Hamming/round),convergence_rate,Random,VOI,0.16534741031452027,0.0,***,Yes,0.10474632523183551,0.22594849539720502
Convergence Rate (Hamming/round),convergence_rate,CSS,Pure_Random,-1.1089847715736028,0.0,***,Yes,-1.1695858566562876,-1.048383686490918
Convergence Rate (Hamming/round),convergence_rate,Pure_Random,VOI,1.1644303797468356,0.0,***,Yes,1.1038292946641508,1.2250314648295204
Convergence Rate (Hamming/round),convergence_rate,Pure_Random,Small_LLM,1.0757043879907615,0.0,***,Yes,1.0151033029080767,1.1363054730734463
Convergence Rate (Hamming/round),convergence_rate,Mid_LLM,Pure_Random,-1.0491104294478517,0.0,***,Yes,-1.1097115145305365,-0.9885093443651669
Convergence Rate (Hamming/round),convergence_rate,Frontier_LLM,Pure_Random,-1.0583128834355833,0.0,***,Yes,-1.118913968518268,-0.9977117983528985
Convergence Rate (Hamming/round),convergence_rate,Mid_LLM,VOI,0.1153199502989839,2.9404399382038093e-07,***,Yes,0.05471886521629914,0.17592103538166864
Convergence Rate (Hamming/round),convergence_rate,CSS,Random,-0.10990180214128742,1.3383702375246997e-06,***,Yes,-0.17050288722397217,-0.04930071705860266
Convergence Rate (Hamming/round),convergence_rate,Frontier_LLM,VOI,0.10611749631125234,3.7105100036960437e-06,***,Yes,0.045516411228567574,0.16671858139393708
Convergence Rate (Hamming/round),convergence_rate,Hybrid,VOI,0.0964913955208,4.285032180006976e-05,***,Yes,0.03589031043811523,0.15709248060348474
Convergence Rate (Hamming/round),convergence_rate,Small_LLM,VOI,0.0887259917560741,0.0002629555240457604,***,Yes,0.028124906673389335,0.14932707683875884
Convergence Rate (Hamming/round),convergence_rate,Random,Small_LLM,0.07662141855844617,0.0032903682846945337,**,Yes,0.016020333475761414,0.13722250364113092
Convergence Rate (Hamming/round),convergence_rate,Hybrid,Random,-0.06885601479372028,0.013521894688791947,*,Yes,-0.12945709987640502,-0.008254929711035516
Convergence Rate (Hamming/round),convergence_rate,CSS,Mid_LLM,-0.059874342125751046,0.05553094063585973,ns,No,-0.1204754272084358,0.0007267429569337153
Convergence Rate (Hamming/round),convergence_rate,Frontier_LLM,Random,-0.059229914003267936,0.060857806132314396,ns,No,-0.1198309990859527,0.0013711710794168247
Convergence Rate (Hamming/round),convergence_rate,CSS,VOI,0.05544560817323285,0.10136052224706371,ns,No,-0.005155476909451909,0.11604669325591761
Convergence Rate (Hamming/round),convergence_rate,CSS,Frontier_LLM,-0.05067188813801948,0.1798328637887867,ns,No,-0.11127297322070424,0.009929196944665278
Convergence Rate (Hamming/round),convergence_rate,Mid_LLM,Random,-0.050027460015536374,0.1931009748992687,ns,No,-0.11062854509822113,0.010573625067148387
Convergence Rate (Hamming/round),convergence_rate,CSS,Hybrid,-0.04104578734756714,0.4431468426978472,ns,No,-0.1016468724302519,0.01955529773511762
Convergence Rate (Hamming/round),convergence_rate,CSS,Small_LLM,-0.033280383582841244,0.7074352974719023,ns,No,-0.093881468665526,0.027320701499843517
Convergence Rate (Hamming/round),convergence_rate,Mid_LLM,Small_LLM,0.0265939585429098,0.8858702698242128,ns,No,-0.03400712653977496,0.08719504362559456
Convergence Rate (Hamming/round),convergence_rate,Hybrid,Mid_LLM,-0.018828554778183904,0.9815664532918,ns,No,-0.07942963986086866,0.04177253030450086
Convergence Rate (Hamming/round),convergence_rate,Frontier_LLM,Small_LLM,0.01739150455517824,0.9884194323577362,ns,No,-0.04320958052750652,0.077992589637863
Convergence Rate (Hamming/round),convergence_rate,Frontier_LLM,Hybrid,0.009626100790452341,0.9997318409857646,ns,No,-0.05097498429223242,0.0702271858731371
Convergence Rate (Hamming/round),convergence_rate,Frontier_LLM,Mid_LLM,-0.009202453987731563,0.9998014470878144,ns,No,-0.06980353907041632,0.0513986310949532
Convergence Rate (Hamming/round),convergence_rate,Hybrid,Small_LLM,0.007765403764725898,0.9999367521845199,ns,No,-0.05283568131795886,0.06836648884741066
