Contrast,A,B,Paired,Parametric,T,dof,alternative,p-unc,p-corr,p-adjust,BF10,hedges
approach,CSS,Frontier_LLM,True,True,-2.1156410247018274,35.0,two-sided,0.04156376361108217,1.0,bonf,1.294,-0.4924775120474603
approach,CSS,Hybrid,True,True,-2.197868618621758,35.0,two-sided,0.034664964646772885,0.9706190101096408,bonf,1.499,-0.4267712893901432
approach,CSS,Mid_LLM,True,True,-1.8098768687797933,35.0,two-sided,0.07890886442386741,1.0,bonf,0.778,-0.44023423581590526
approach,CSS,Pure_Random,True,True,-21.948612098119273,35.0,two-sided,4.787307638864715e-22,1.3404461388821202e-20,bonf,7.768e+18,-5.348006031577902
approach,CSS,Random,True,True,-2.081940643705004,35.0,two-sided,0.044724951240938726,1.0,bonf,1.219,-0.5082730474801744
approach,CSS,Small_LLM,True,True,-2.7709396654033323,35.0,two-sided,0.008888886647439165,0.24888882612829663,bonf,4.679,-0.5792450098921013
approach,CSS,VOI,True,True,0.42365927286816163,35.0,two-sided,0.674406684519487,1.0,bonf,0.195,0.08498810115758482
approach,Frontier_LLM,Hybrid,True,True,1.122814041883526,35.0,two-sided,0.26915986261642283,1.0,bonf,0.32,0.23825821097870808
approach,Frontier_LLM,Mid_LLM,True,True,0.2931141844578799,35.0,two-sided,0.7711657970374571,1.0,bonf,0.186,0.07112216654074996
approach,Frontier_LLM,Pure_Random,True,True,-17.968412254361183,35.0,two-sided,3.0131362064650877e-19,8.436781378102246e-18,bonf,1.531e+16,-3.962344518568028
approach,Frontier_LLM,Random,True,True,-0.14670972853986394,35.0,two-sided,0.8842029494295488,1.0,bonf,0.181,-0.036728868602728976
approach,Frontier_LLM,Small_LLM,True,True,0.03754997682707282,35.0,two-sided,0.9702598544815304,1.0,bonf,0.179,0.00834074062106214
approach,Frontier_LLM,VOI,True,True,2.099549163663974,35.0,two-sided,0.04304775460895264,1.0,bonf,1.257,0.5264136684483904
approach,Hybrid,Mid_LLM,True,True,-0.7218825775358599,35.0,two-sided,0.4751621856346036,1.0,bonf,0.228,-0.16010508171074428
approach,Hybrid,Pure_Random,True,True,-30.255769911295918,35.0,two-sided,1.1021475639397288e-26,3.0860131790312404e-25,bonf,2.409e+23,-7.549564959390475
approach,Hybrid,Random,True,True,-1.2122560222430914,35.0,two-sided,0.23353436179249684,1.0,bonf,0.352,-0.26902790411496136
approach,Hybrid,Small_LLM,True,True,-1.7366234093003454,35.0,two-sided,0.09124926329671909,1.0,bonf,0.696,-0.3042188805981236
approach,Hybrid,VOI,True,True,2.114915678162082,35.0,two-sided,0.04162967016105063,1.0,bonf,1.292,0.460459808000232
approach,Mid_LLM,Pure_Random,True,True,-18.487541635940367,35.0,two-sided,1.2196864937788004e-19,3.415122182580641e-18,bonf,3.667e+16,-4.348816991780902
approach,Mid_LLM,Random,True,True,-0.49723735223622023,35.0,two-sided,0.6221310752173818,1.0,bonf,0.201,-0.10615998809477867
approach,Mid_LLM,Small_LLM,True,True,-0.38866260805292896,35.0,two-sided,0.6998801130105913,1.0,bonf,0.192,-0.0743870877538913
approach,Mid_LLM,VOI,True,True,2.0093257703731435,35.0,two-sided,0.05226329925537895,1.0,bonf,1.076,0.4784774681431017
approach,Pure_Random,Random,True,True,16.189968792868825,35.0,two-sided,7.897230491829889e-18,2.2112245377123688e-16,bonf,6.551e+14,3.6641982942484033
approach,Pure_Random,Small_LLM,True,True,21.923168009222874,35.0,two-sided,4.972322889659295e-22,1.3922504091046025e-20,bonf,7.489e+18,5.113640955104793
approach,Pure_Random,VOI,True,True,18.360946389867987,35.0,two-sided,1.5177206299398745e-19,4.2496177638316486e-18,bonf,2.969e+16,4.666340326063168
approach,Random,Small_LLM,True,True,0.22275712814906196,35.0,two-sided,0.8250194381802733,1.0,bonf,0.183,0.04967880377749036
approach,Random,VOI,True,True,2.1850677007408135,35.0,two-sided,0.03566708795749824,0.9986784628099508,bonf,1.464,0.5414049708570766
approach,Small_LLM,VOI,True,True,2.6209185800864447,35.0,two-sided,0.012887551862035744,0.3608514521370008,bonf,3.412,0.599486282939521
