metric,metric_id,group1,group2,meandiff,p_adj,sig_level,significant,lower,upper
Hamming Distance (Round 4),hamming_4,Pure_Random,VOI,-4.046811594202898,0.0,***,Yes,-4.450229473696627,-3.64339371470917
Hamming Distance (Round 4),hamming_4,CSS,Pure_Random,4.06344262295082,0.0,***,Yes,3.6446641433649645,4.482221102536675
Hamming Distance (Round 4),hamming_4,Pure_Random,Small_LLM,-3.6176666666666666,0.0,***,Yes,-3.9822118237978645,-3.2531215095354686
Hamming Distance (Round 4),hamming_4,Pure_Random,Random,-3.3723809523809525,0.0,***,Yes,-3.753890669321402,-2.990871235440503
Hamming Distance (Round 4),hamming_4,Frontier_LLM,Pure_Random,3.605087719298246,0.0,***,Yes,3.235777063733307,3.974398374863185
Hamming Distance (Round 4),hamming_4,Mid_LLM,Pure_Random,3.4662962962962958,0.0,***,Yes,3.100831729994593,3.8317608625979984
Hamming Distance (Round 4),hamming_4,Hybrid,Pure_Random,3.729787545239444,0.0,***,Yes,3.365242388108246,4.094332702370641
Hamming Distance (Round 4),hamming_4,Random,VOI,-0.6744306418219462,3.329815698172034e-05,***,Yes,-1.0932414320690322,-0.2556198515748602
Hamming Distance (Round 4),hamming_4,CSS,Random,0.6910616705698673,4.258517342103918e-05,***,Yes,0.2574352097808455,1.1246881313588892
Hamming Distance (Round 4),hamming_4,Mid_LLM,VOI,-0.5805152979066025,0.00038694972903075,***,Yes,-0.9847641855111304,-0.17626641030207463
Hamming Distance (Round 4),hamming_4,CSS,Mid_LLM,0.5971463266545236,0.0004585759574898818,***,Yes,0.17756726068659118,1.016725392622456
Hamming Distance (Round 4),hamming_4,CSS,Frontier_LLM,0.4583549036525738,0.02295460305452024,*,Yes,0.03542157121088063,0.881288236094267
Hamming Distance (Round 4),hamming_4,Frontier_LLM,VOI,-0.4417238749046527,0.023039231208231037,*,Yes,-0.8494531652692416,-0.03399458454006371
Hamming Distance (Round 4),hamming_4,CSS,Small_LLM,0.445775956284153,0.027656189770623785,*,Yes,0.02699747669829755,0.8645544358700085
Hamming Distance (Round 4),hamming_4,Small_LLM,VOI,-0.4291449275362319,0.027840229391190352,*,Yes,-0.8325628070299602,-0.025727048042503586
Hamming Distance (Round 4),hamming_4,Hybrid,Random,0.3574065928584914,0.08518773927235435,ns,No,-0.02410312408195836,0.7389163097989412
Hamming Distance (Round 4),hamming_4,CSS,Hybrid,0.3336550777113759,0.23215898458230888,ns,No,-0.08512340187447953,0.7524335572972314
Hamming Distance (Round 4),hamming_4,Hybrid,VOI,-0.3170240489634548,0.24826502843651344,ns,No,-0.7204419284571831,0.0863938305302735
Hamming Distance (Round 4),hamming_4,Hybrid,Mid_LLM,0.2634912489431477,0.35787779522810415,ns,No,-0.10197331735855497,0.6289558152448503
Hamming Distance (Round 4),hamming_4,Random,Small_LLM,-0.24528571428571433,0.5136439410927918,ns,No,-0.6267954312261641,0.13622400265473544
Hamming Distance (Round 4),hamming_4,Frontier_LLM,Random,0.23270676691729353,0.59802563066066,ns,No,-0.15335909902526434,0.6187726328598514
Hamming Distance (Round 4),hamming_4,Mid_LLM,Small_LLM,-0.1513703703703706,0.9133718195450116,ns,No,-0.5168349366720733,0.21409419593133205
Hamming Distance (Round 4),hamming_4,Frontier_LLM,Mid_LLM,0.1387914230019498,0.9478356223438762,ns,No,-0.23142680716518638,0.509009653169086
Hamming Distance (Round 4),hamming_4,Frontier_LLM,Hybrid,-0.12469982594119788,0.970382638811857,ns,No,-0.4940104815061365,0.24461082962374076
Hamming Distance (Round 4),hamming_4,Hybrid,Small_LLM,0.11212087857277708,0.9825653078276334,ns,No,-0.2524242785584208,0.476666035703975
Hamming Distance (Round 4),hamming_4,Mid_LLM,Random,0.09391534391534373,0.9954931610780814,ns,No,-0.28847299502069657,0.476303682851384
Hamming Distance (Round 4),hamming_4,CSS,VOI,0.016631028747921106,0.9999999888627159,ns,No,-0.43639019467505197,0.4696522521708942
Hamming Distance (Round 4),hamming_4,Frontier_LLM,Small_LLM,-0.0125789473684208,0.9999999934007181,ns,No,-0.38188960293335944,0.35673170819651784
