metric,metric_id,group1,group2,meandiff,p_adj,sig_level,significant,lower,upper
Hamming Distance (Round 5),hamming_5,CSS,Pure_Random,4.108461538461539,0.0,***,Yes,3.629862133651126,4.587060943271951
Hamming Distance (Round 5),hamming_5,Pure_Random,VOI,-4.236666666666667,0.0,***,Yes,-4.730839398192948,-3.742493935140386
Hamming Distance (Round 5),hamming_5,Pure_Random,Small_LLM,-4.024528985507247,0.0,***,Yes,-4.338601734854458,-3.7104562361600353
Hamming Distance (Round 5),hamming_5,Pure_Random,Random,-3.8641176470588237,0.0,***,Yes,-4.238208372521835,-3.4900269215958124
Hamming Distance (Round 5),hamming_5,Frontier_LLM,Pure_Random,3.9741095890410962,0.0,***,Yes,3.6394254146684584,4.308793763413734
Hamming Distance (Round 5),hamming_5,Mid_LLM,Pure_Random,4.042916666666667,0.0,***,Yes,3.716806142364188,4.369027190969145
Hamming Distance (Round 5),hamming_5,Hybrid,Pure_Random,3.9219857299632612,0.0,***,Yes,3.613750342931433,4.230221116995089
Hamming Distance (Round 5),hamming_5,Random,VOI,-0.3725490196078432,0.4119814222012702,ns,No,-0.9107115769027341,0.16561353768704762
Hamming Distance (Round 5),hamming_5,Hybrid,VOI,-0.31468093670340586,0.5267844711110334,ns,No,-0.8093364946580247,0.179974621251213
Hamming Distance (Round 5),hamming_5,Frontier_LLM,VOI,-0.26255707762557084,0.772900178432782,ns,No,-0.7741121223394596,0.24899796708831784
Hamming Distance (Round 5),hamming_5,CSS,Random,0.24434389140271495,0.8482511937512126,ns,No,-0.27955461000276915,0.7682423928081991
Hamming Distance (Round 5),hamming_5,Mid_LLM,Random,0.17879901960784317,0.8587389709537089,ns,No,-0.21076525435842874,0.5683632935741151
Hamming Distance (Round 5),hamming_5,Small_LLM,VOI,-0.21213768115942017,0.9004603472997981,ns,No,-0.7104515973600924,0.28617623504125206
Hamming Distance (Round 5),hamming_5,Random,Small_LLM,-0.16041133844842304,0.903869847664609,ns,No,-0.5399557250128234,0.21913304811597734
Hamming Distance (Round 5),hamming_5,CSS,Hybrid,0.1864758084982776,0.936224170446838,ns,No,-0.29262211752116435,0.6655737345177195
Hamming Distance (Round 5),hamming_5,Mid_LLM,VOI,-0.19375000000000003,0.9413740474082083,ns,No,-0.69973729357324,0.31223729357324
Hamming Distance (Round 5),hamming_5,Hybrid,Mid_LLM,-0.12093093670340582,0.9510137822406715,ns,No,-0.4477726514401989,0.20591077803338725
Hamming Distance (Round 5),hamming_5,Hybrid,Small_LLM,-0.10254325554398569,0.975624490299957,ns,No,-0.4173751540450201,0.21228864295704875
Hamming Distance (Round 5),hamming_5,Frontier_LLM,Random,0.10999194198227236,0.9904785980998513,ns,No,-0.28677719248451683,0.5067610764490615
Hamming Distance (Round 5),hamming_5,CSS,Frontier_LLM,0.1343519494204426,0.9917713780926549,ns,No,-0.3621752557485834,0.6308791545894685
Hamming Distance (Round 5),hamming_5,CSS,VOI,-0.12820512820512825,0.9983943198474675,ns,No,-0.7436175569727113,0.4872073005624548
Hamming Distance (Round 5),hamming_5,Frontier_LLM,Mid_LLM,-0.06880707762557081,0.9989334788111314,ns,No,-0.4207018761789461,0.2830877209278045
Hamming Distance (Round 5),hamming_5,CSS,Small_LLM,0.08393255295429192,0.9995063683583356,ns,No,-0.3989416136564163,0.5668067195650002
Hamming Distance (Round 5),hamming_5,Frontier_LLM,Hybrid,0.05212385907783501,0.9997651659591887,ns,No,-0.2832728150361814,0.3875205331918514
Hamming Distance (Round 5),hamming_5,Hybrid,Random,0.057868082904437346,0.9997749053791636,ns,No,-0.3168602230836368,0.4325963888925115
Hamming Distance (Round 5),hamming_5,Frontier_LLM,Small_LLM,-0.05041939646615068,0.999830958118313,ns,No,-0.3911884782071428,0.29034968527484145
Hamming Distance (Round 5),hamming_5,CSS,Mid_LLM,0.06554487179487178,0.9999151927360207,ns,No,-0.42524412865064304,0.5563338722403866
Hamming Distance (Round 5),hamming_5,Mid_LLM,Small_LLM,0.018387681159420133,0.9999998036576876,ns,No,-0.3139647591143689,0.35074012143320915
