game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
1,PHOTO,True,3,AROSE,--G--,4,4,CSS_TRUE_FROM_LLM,LOOPY,-YGY-,4,4,CSS_TRUE_FROM_LLM,PHOTO,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,,,,,,5629,59,98.95185645763011,59,2,96.61016949152544,2.0,1.0,50.0,,,,,,,,,,0
2,PARTY,True,4,CRANE,-YY--,5,5,CSS_TRUE_FROM_LLM,SORTA,--GGY,3,3,CSS_TRUE,PARTI,GGGG-,1.0,1.0,CSS_TRUE,PARTY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,227,95.96731213359388,227,7,96.91629955947135,7.0,1.0,85.71428571428571,1.0,1.0,0.0,,,,,,,0
3,TRICK,True,2,ARISE,-GG--,3,3,CSS_TRUE_FROM_LLM,TRICK,GGGGG,0,0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,,,,,,5629,29,99.48481080120804,29,1,96.55172413793105,,,,,,,,,,,,,0
4,DIRTY,True,3,AROSE,-Y---,5,5,CSS_TRUE_FROM_LLM,BIRTH,-GGG-,2,2,CSS_TRUE_FROM_LLM,DIRTY,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,5629,52,99.07621247113164,52,1,98.07692307692308,1.0,1.0,0.0,,,,,,,,,,0
5,USUAL,True,3,RAISE,-Y-Y-,5,5,CSS_TRUE_FROM_LLM,CLANS,-YY-Y,5,5,CSS_TRUE,USUAL,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,5629,156,97.22863741339492,156,4,97.43589743589745,4.0,1.0,75.0,,,,,,,,,,0
6,TRULY,True,3,RAISE,Y----,5,5,CSS_TRUE_FROM_LLM,DROOL,-G--Y,4,4,CSS_TRUE,TRULY,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,5629,156,97.22863741339492,156,1,99.35897435897436,1.0,1.0,0.0,,,,,,,,,,0
7,SPENT,True,4,CRANE,---GY,4,4,CSS_TRUE_FROM_LLM,SHENG,G-GG-,2,2,CSS_TRUE,SPEND,GGGG-,1.0,1.0,CSS_TRUE_FROM_LLM,SPENT,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,41,99.27162906377689,41,3,92.6829268292683,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,,,,0
8,PAUSE,True,5,CRANE,--Y-G,4,4,CSS_TRUE_FROM_LLM,LATTE,-G--G,3,3,CSS_TRUE_FROM_LLM,GAUGE,-GG-G,2.0,2.0,CSS_TRUE_FROM_LLM,MAUVE,-GG-G,2.0,2.0,CSS_TRUE_FROM_LLM,PAUSE,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,78,98.61431870669746,78,24,69.23076923076923,24.0,3.0,87.5,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,0
9,CRAZY,True,5,ARISE,YG---,4,4,CSS_TRUE_FROM_LLM,BRANT,-GG--,3,3,CSS_TRUE_FROM_LLM,DRACO,-GGY-,3.0,3.0,CSS_TRUE,CRAWL,GGG--,2.0,2.0,CSS_TRUE_FROM_LLM,CRAZY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,5629,55,99.02291703677383,55,14,74.54545454545455,14.0,3.0,78.57142857142857,3.0,2.0,33.33333333333333,2.0,1.0,50.0,,,,0
10,BASES,True,5,CRANE,--Y-Y,5,4,CSS_TRUE_FROM_LLM,MATES,-G-GG,2,2,CSS_TRUE,FADES,-G-GG,2.0,2.0,CSS_TRUE_FROM_LLM,GASES,-GGGG,1.0,1.0,CSS_TRUE_FROM_LLM,BASES,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,5629,215,96.18049387102504,215,34,84.18604651162791,34.0,27.0,20.588235294117645,27.0,3.0,88.88888888888889,3.0,1.0,66.66666666666666,,,,0
11,YOUNG,True,3,RAISE,-----,5,5,CSS_TRUE_FROM_LLM,LUNDY,-YY-Y,5,4,CSS_TRUE,YOUNG,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,5629,265,95.29223663172854,265,5,98.1132075471698,5.0,1.0,80.0,,,,,,,,,,0
