game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
1,PHOTO,True,4,GRAIN,-----,5,5,CSS_TRUE_FROM_LLM,TELUS,Y----,5,5,CSS_TRUE,FOOTY,-YGG-,3.0,3.0,CSS_TRUE_FROM_LLM,PHOTO,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,804,85.71682359211228,804,8,99.00497512437812,8.0,1.0,87.5,1.0,1.0,0.0,,,,,,,0
2,PARTY,True,3,CRATE,-YYG-,4,4,CSS_TRUE_FROM_LLM,PARTS,GGGG-,1,1,CSS_TRUE_FROM_LLM,PARTY,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,5629,19,99.66246224906732,19,2,89.47368421052632,2.0,1.0,50.0,,,,,,,,,,0
3,TRICK,True,3,GRIPE,-GG--,3,3,CSS_TRUE_FROM_LLM,BRICK,-GGGG,1,1,CSS_TRUE_FROM_LLM,TRICK,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,5629,37,99.3426896429206,37,3,91.8918918918919,3.0,1.0,66.66666666666666,,,,,,,,,,0
4,DIRTY,True,3,GRAIN,-Y-Y-,5,5,CSS_TRUE_FROM_LLM,RIDES,YGY--,4,4,CSS_TRUE,DIRTY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,,,,,,5629,121,97.85041748090248,121,2,98.34710743801654,2.0,1.0,50.0,,,,,,,,,,0
5,USUAL,True,4,SPARE,Y-Y--,5,4,CSS_TRUE_FROM_LLM,TALKS,-YY-Y,5,5,CSS_TRUE,LUISA,YY-YY,5.0,4.0,CSS_TRUE,USUAL,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,181,96.78450879374668,181,3,98.34254143646407,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,,,,0
6,TRULY,False,6,BRUTE,-GGY-,3,3,CSS_TRUE_FROM_LLM,GRUNT,-GG-Y,3,3,CSS_TRUE_FROM_LLM,TRUCK,GGG--,2.0,2.0,CSS_TRUE_FROM_LLM,TRUSS,GGG--,2.0,2.0,CSS_TRUE_FROM_LLM,TRUMP,GGG--,2.0,2.0,CSS_TRUE_FROM_LLM,TRUDY,GGG-G,1.0,1.0,CSS_TRUE,5629,11,99.80458340735476,11,6,45.45454545454545,6.0,5.0,16.666666666666664,5.0,4.0,20.0,4.0,3.0,25.0,3.0,1.0,66.66666666666666,0
7,SPENT,True,4,FLUTE,---YY,5,5,CSS_TRUE_FROM_LLM,TREAT,--G-G,3,3,CSS_TRUE,SWEET,G-G-G,2.0,2.0,CSS_TRUE_FROM_LLM,SPENT,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,246,95.6297743826612,246,12,95.1219512195122,12.0,2.0,83.33333333333334,2.0,1.0,50.0,,,,,,,0
8,PAUSE,True,4,CLOVE,----G,4,4,CSS_TRUE_FROM_LLM,BRUTE,--G-G,3,3,CSS_TRUE_FROM_LLM,GAUGE,-GG-G,2.0,2.0,CSS_TRUE_FROM_LLM,PAUSE,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,269,95.22117605258484,269,5,98.14126394052045,5.0,2.0,60.0,2.0,1.0,50.0,,,,,,,0
9,CRAZY,True,5,CLOVE,G----,4,4,CSS_TRUE_FROM_LLM,CAIRN,GY-Y-,4,4,CSS_TRUE,CRABS,GGG--,2.0,2.0,CSS_TRUE_FROM_LLM,CRACK,GGG--,2.0,2.0,CSS_TRUE_FROM_LLM,CRAZY,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,5629,110,98.0458340735477,110,10,90.9090909090909,10.0,4.0,60.0,4.0,3.0,25.0,3.0,1.0,66.66666666666666,,,,0
10,BASES,True,6,GRAIN,--Y--,5,5,CSS_TRUE_FROM_LLM,TALES,-G-GG,2,2,CSS_TRUE,CAVES,-G-GG,2.0,2.0,CSS_TRUE,MAKES,-G-GG,2.0,2.0,CSS_TRUE,HAWES,-G-GG,2.0,2.0,CSS_TRUE_FROM_LLM,BASES,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,5629,607,89.21655711494049,607,34,94.3986820428336,34.0,21.0,38.23529411764706,21.0,10.0,52.38095238095239,10.0,5.0,50.0,5.0,1.0,80.0,0
