game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
1,PHOTO,True,4,LEMON,---Y-,5,5,CSS_TRUE_FROM_LLM,WORDS,-Y---,5,5,CSS_TRUE_FROM_LLM,CHAPO,-G-YG,3.0,3.0,CSS_TRUE_FROM_LLM,PHOTO,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,382,93.21371469177474,382,24,93.717277486911,24.0,1.0,95.83333333333334,1.0,1.0,0.0,,,,,,,0
2,PARTY,True,4,PAPER,GG--Y,3,3,CSS_TRUE_FROM_LLM,PAIRS,GG-Y-,3,3,CSS_TRUE_FROM_LLM,PARMA,GGG--,2.0,2.0,CSS_TRUE_FROM_LLM,PARTY,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,11,99.80458340735476,11,3,72.72727272727273,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,,,,0
3,TRICK,True,4,THESE,G----,4,4,CSS_TRUE_FROM_LLM,TRYIN,GG-Y-,3,3,CSS_TRUE,TRIAL,GGG--,2.0,2.0,CSS_TRUE_FROM_LLM,TRICK,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,108,98.08136436311956,108,6,94.44444444444444,6.0,2.0,66.66666666666666,2.0,1.0,50.0,,,,,,,0
4,DIRTY,True,3,FIRST,-GG-Y,3,3,CSS_TRUE_FROM_LLM,GIRTH,-GGG-,2,2,CSS_TRUE_FROM_LLM,DIRTY,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,5629,6,99.8934091312844,6,1,83.33333333333334,1.0,1.0,0.0,,,,,,,,,,0
5,USUAL,True,3,TABLE,-Y-Y-,5,5,CSS_TRUE_FROM_LLM,SNAIL,Y-Y-G,4,3,CSS_TRUE,USUAL,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,,,,,,5629,169,96.99769053117782,169,1,99.40828402366864,1.0,1.0,0.0,,,,,,,,,,0
6,TRULY,True,4,QUIET,-Y--Y,5,5,CSS_TRUE_FROM_LLM,TOUCH,G-G--,3,3,CSS_TRUE_FROM_LLM,TRUDY,GGG-G,1.0,1.0,CSS_TRUE_FROM_LLM,TRULY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,44,99.21833362941908,44,5,88.63636363636364,5.0,1.0,80.0,1.0,1.0,0.0,,,,,,,0
7,SPENT,True,5,BASED,--YY-,5,5,CSS_TRUE_FROM_LLM,HORSE,---YY,5,5,CSS_TRUE_FROM_LLM,LEWIS,-Y--Y,5.0,5.0,CSS_TRUE_FROM_LLM,STENT,G-GGG,1.0,1.0,CSS_TRUE_FROM_LLM,SPENT,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,5629,260,95.3810623556582,260,84,67.6923076923077,84.0,5.0,94.04761904761904,5.0,2.0,60.0,2.0,1.0,50.0,,,,0
8,PAUSE,True,4,THESE,---GG,3,3,CSS_TRUE_FROM_LLM,GOOSE,---GG,3,3,CSS_TRUE_FROM_LLM,CAUSE,-GGGG,1.0,1.0,CSS_TRUE_FROM_LLM,PAUSE,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,36,99.36045478770652,36,17,52.77777777777778,17.0,1.0,94.11764705882352,1.0,1.0,0.0,,,,,,,0
9,CRAZY,True,4,WORDS,--Y--,5,5,CSS_TRUE_FROM_LLM,TAHIR,-Y--Y,5,5,CSS_TRUE,YEARN,Y-GY-,4.0,4.0,CSS_TRUE_FROM_LLM,CRAZY,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,506,91.01083673831944,506,70,86.16600790513834,70.0,2.0,97.14285714285714,2.0,1.0,50.0,,,,,,,0
10,BASES,True,3,TRUCE,----Y,5,5,CSS_TRUE_FROM_LLM,BASED,GGGG-,1,1,CSS_TRUE_FROM_LLM,BASES,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,5629,702,87.52886836027713,702,2,99.71509971509973,2.0,1.0,50.0,,,,,,,,,,0
11,YOUNG,True,4,WORDS,-G---,4,4,CSS_TRUE_FROM_LLM,COYNE,-GYG-,3,3,CSS_TRUE,BONNY,-G-GY,3.0,3.0,CSS_TRUE_FROM_LLM,YOUNG,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,228,95.94954698880797,228,4,98.24561403508773,4.0,1.0,75.0,1.0,1.0,0.0,,,,,,,0
12,MEANS,True,2,HEARN,-GG-Y,3,3,CSS_TRUE,MEANS,GGGGG,0,0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,,,,,,5629,10,99.82234855214072,10,1,90.0,,,,,,,,,,,,,0
13,TRUTH,True,4,WORDS,--Y--,5,5,CSS_TRUE_FROM_LLM,ARIEL,-G---,4,4,CSS_TRUE,CRYPT,-G--Y,4.0,4.0,CSS_TRUE_FROM_LLM,TRUTH,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,506,91.01083673831944,506,10,98.02371541501977,10.0,2.0,80.0,2.0,1.0,50.0,,,,,,,0
14,FIRED,True,3,STARE,---YY,5,4,CSS_TRUE_FROM_LLM,OLDER,--YGY,4,4,CSS_TRUE,FIRED,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,5629,213,96.21602416059692,213,16,92.48826291079811,16.0,1.0,93.75,,,,,,,,,,0
15,FOLKS,True,5,PRINT,-----,5,5,CSS_TRUE_FROM_LLM,BASED,--Y--,5,5,CSS_TRUE_FROM_LLM,SLOWS,-YY-G,4.0,4.0,CSS_TRUE_FROM_LLM,LOCUS,YG--G,3.0,3.0,CSS_TRUE_FROM_LLM,FOLKS,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,5629,1104,80.38728015633328,1104,59,94.65579710144928,59.0,6.0,89.83050847457628,6.0,2.0,66.66666666666666,2.0,1.0,50.0,,,,0
16,CHILE,True,3,SHORT,-G---,4,4,CSS_TRUE_FROM_LLM,CHIEF,GGGY-,2,2,CSS_TRUE_FROM_LLM,CHILE,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,5629,58,98.96962160241604,58,2,96.55172413793105,2.0,1.0,50.0,,,,,,,,,,0
17,BLACK,True,4,QUIET,-----,5,5,CSS_TRUE_FROM_LLM,WORDS,-----,5,5,CSS_TRUE_FROM_LLM,BANAL,GY--Y,4.0,4.0,CSS_TRUE,BLACK,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,1142,79.71220465446794,1142,131,88.52889667250437,131.0,1.0,99.23664122137404,1.0,1.0,0.0,,,,,,,0
18,GRANT,True,4,SMILE,-----,5,5,CSS_TRUE_FROM_LLM,DARTH,-YYY-,5,4,CSS_TRUE,GRAFT,GGG-G,1.0,1.0,CSS_TRUE_FROM_LLM,GRANT,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,670,88.0973529934269,670,17,97.46268656716418,17.0,1.0,94.11764705882352,1.0,1.0,0.0,,,,,,,0
19,MEALS,True,3,SOLAR,Y-YY-,5,5,CSS_TRUE_FROM_LLM,LEASE,YGGY-,3,3,CSS_TRUE_FROM_LLM,MEALS,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,5629,68,98.79197015455676,68,3,95.58823529411764,3.0,1.0,66.66666666666666,,,,,,,,,,0
20,CREAM,True,3,WORDS,--Y--,5,5,CSS_TRUE_FROM_LLM,CLAIR,G-Y-Y,4,4,CSS_TRUE,CREAM,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,5629,506,91.01083673831944,506,3,99.40711462450594,3.0,1.0,66.66666666666666,,,,,,,,,,0
21,AWAKE,True,3,WORDS,Y----,5,5,CSS_TRUE_FROM_LLM,AWAIT,GGG--,2,2,CSS_TRUE_FROM_LLM,AWAKE,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,5629,35,99.37821993249246,35,1,97.14285714285714,1.0,1.0,0.0,,,,,,,,,,0
22,OCCUR,True,5,THESE,-----,5,5,CSS_TRUE_FROM_LLM,DARIN,--Y--,5,5,CSS_TRUE,PROMO,-YY--,5.0,5.0,CSS_TRUE_FROM_LLM,ROCKY,YYG--,4.0,4.0,CSS_TRUE_FROM_LLM,OCCUR,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,5629,1181,79.01936400781666,1181,39,96.69771380186285,39.0,5.0,87.17948717948718,5.0,1.0,80.0,1.0,1.0,0.0,,,,0
23,YEARS,True,3,WORDS,--Y-G,4,4,CSS_TRUE_FROM_LLM,TEARS,-GGGG,1,1,CSS_TRUE,YEARS,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,5629,117,97.92147806004618,117,10,91.45299145299144,10.0,1.0,90.0,,,,,,,,,,0
24,GRADE,True,3,WORDS,--YG-,4,4,CSS_TRUE_FROM_LLM,TRADE,-GGGG,1,1,CSS_TRUE_FROM_LLM,GRADE,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,,,,,,5629,20,99.6446971042814,20,1,95.0,1.0,1.0,0.0,,,,,,,,,,0
25,CHILL,True,5,PASTE,-----,5,5,CSS_TRUE_FROM_LLM,LOGIN,Y--Y-,5,5,CSS_TRUE,BUILD,--GG-,3.0,3.0,CSS_TRUE_FROM_LLM,CHILI,GGGG-,1.0,1.0,CSS_TRUE_FROM_LLM,CHILL,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,5629,519,90.77988985610232,519,23,95.56840077071293,23.0,3.0,86.95652173913044,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,0
