game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
1,PHOTO,True,3,STARE,-Y---,5,5,CSS_TRUE_FROM_LLM,PINTO,G--GG,2,2,CSS_TRUE,PHOTO,GGGGG,0,0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,5629,144,97.44181915082608,144,2,98.61111111111111,2,1,50.0,,,,,,,,,,0
2,PARTY,True,4,AROSE,YY---,5,4,CSS_TRUE_FROM_LLM,DARLA,-GG--,3,3,CSS_TRUE,MARTY,-GGGG,1,1,CSS_TRUE_FROM_LLM,PARTY,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,178,96.83780422810446,178,20,88.76404494382022,20,1,95.0,1.0,1.0,0.0,,,,,,,0
3,TRICK,True,5,ADIEU,--G--,4,4,CSS_TRUE_FROM_LLM,BRISK,-GG-G,2,2,CSS_TRUE_FROM_LLM,PRICK,-GGGG,1,1,CSS_TRUE_FROM_LLM,CRICK,-GGGG,1.0,1.0,CSS_TRUE_FROM_LLM,TRICK,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,5629,176,96.87333451767633,176,4,97.72727272727272,4,3,25.0,3.0,2.0,33.33333333333333,2.0,1.0,50.0,,,,0
4,DIRTY,True,4,AROSE,-Y---,5,5,CSS_TRUE_FROM_LLM,RUBIN,Y--Y-,5,5,CSS_TRUE_FROM_LLM,GIRTH,-GGG-,2,2,CSS_TRUE_FROM_LLM,DIRTY,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,52,99.07621247113164,52,11,78.84615384615384,11,1,90.9090909090909,1.0,1.0,0.0,,,,,,,0
5,USUAL,True,3,RAISE,-Y-Y-,5,5,CSS_TRUE_FROM_LLM,CLANS,-YY-Y,5,5,CSS_TRUE,USUAL,GGGGG,0,0,CSS_TRUE_FROM_LLM,,,,,,,,,,,,,,,,5629,156,97.22863741339492,156,4,97.43589743589745,4,1,75.0,,,,,,,,,,0
6,TRULY,True,4,AROSE,-G---,4,4,CSS_TRUE_FROM_LLM,PRINT,-G--Y,4,4,CSS_TRUE_FROM_LLM,TRUDY,GGG-G,1,1,CSS_TRUE_FROM_LLM,TRULY,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,47,99.1650381950613,47,4,91.48936170212764,4,1,75.0,1.0,1.0,0.0,,,,,,,0
7,SPENT,True,4,STARE,GY--Y,4,4,CSS_TRUE_FROM_LLM,SWEET,G-G-G,2,2,CSS_TRUE_FROM_LLM,SLEPT,G-GYG,2,2,CSS_TRUE_FROM_LLM,SPENT,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,15,99.73352282821104,15,5,66.66666666666666,5,1,80.0,1.0,1.0,0.0,,,,,,,0
8,PAUSE,True,4,ADIEU,Y--YY,5,4,CSS_TRUE_FROM_LLM,VAGUE,-G-YG,3,3,CSS_TRUE_FROM_LLM,SAUCE,YGG-G,2,2,CSS_TRUE_FROM_LLM,PAUSE,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,19,99.66246224906732,19,4,78.94736842105263,4,1,75.0,1.0,1.0,0.0,,,,,,,0
9,CRAZY,True,4,AROSE,YG---,4,4,CSS_TRUE_FROM_LLM,BRAIN,-GG--,3,3,CSS_TRUE_FROM_LLM,CRAFT,GGG--,2,2,CSS_TRUE_FROM_LLM,CRAZY,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,,,,,,,,,,,5629,71,98.73867472019896,71,23,67.6056338028169,23,4,82.6086956521739,4.0,1.0,75.0,,,,,,,0
10,BASES,True,6,AROSE,Y--YY,5,4,CSS_TRUE_FROM_LLM,MALES,-G-GG,2,2,CSS_TRUE,CAVES,-G-GG,2,2,CSS_TRUE_FROM_LLM,GATES,-G-GG,2.0,2.0,CSS_TRUE_FROM_LLM,BAKES,GG-GG,1.0,1.0,CSS_TRUE_FROM_LLM,BASES,GGGGG,0.0,0.0,CSS_TRUE_FROM_LLM,5629,144,97.44181915082608,144,47,67.36111111111111,47,31,34.04255319148936,31.0,17.0,45.16129032258064,17.0,2.0,88.23529411764706,2.0,1.0,50.0,0
