game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,3,THINK,YG---,4,4,LLM,CHEST,-G--Y,4,4,CSS,PHOTO,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
2,PARTY,True,4,THEIR,Y---Y,5,5,LLM,SURAT,--GYY,4,4,CSS,MARTA,-GGG-,2,2,CSS,PARTY,GGGGG,0,0,CSS,,,,,,,,,,
3,TRICK,True,5,GIVEN,-Y---,5,5,LLM,BAILS,--G--,4,4,CSS,CHIRP,Y-GY-,4,4,CSS,FRICK,-GGGG,1,1,CSS,TRICK,GGGGG,0,0,CSS,,,,,
4,DIRTY,True,4,THINK,Y-Y--,5,5,LLM,RITES,YGY--,4,4,CSS,VIRAT,-GG-Y,3,3,CSS,DIRTY,GGGGG,0,0,CSS,,,,,,,,,,
5,USUAL,True,5,THINK,-----,5,5,LLM,AROSE,Y--Y-,5,5,CSS,PALMS,-YY-Y,5,5,CSS,SCALY,Y-YY-,5,3,CSS,USUAL,GGGGG,0,0,CSS,,,,,
6,TRULY,True,3,THINK,G----,4,4,LLM,TASER,G---Y,4,4,CSS,TRULY,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
7,SPENT,True,3,THINK,Y--G-,4,4,LLM,GAUNT,---GG,3,3,CSS,SPENT,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
8,PAUSE,True,4,CODES,---YY,5,5,LLM,STARE,Y-Y-G,4,4,CSS,AMUSE,Y-GGG,2,2,CSS,PAUSE,GGGGG,0,0,CSS,,,,,,,,,,
9,CRAZY,True,5,THINK,-----,5,5,LLM,ROLES,Y----,5,5,CSS,MAURA,-Y-Y-,5,5,CSS,GRADY,-GG-G,2,2,CSS,CRAZY,GGGGG,0,0,CSS,,,,,
10,BASES,True,6,WORDS,----G,4,4,LLM,LANES,-G-GG,2,2,CSS,CATES,-G-GG,2,2,CSS,SAGES,YG-GG,2,2,CSS,VASES,-GGGG,1,1,CSS,BASES,GGGGG,0,0,CSS
11,YOUNG,True,6,THINK,---G-,4,4,LLM,LEONA,--YG-,4,4,CSS,DOWNS,-G-G-,3,3,CSS,BORNO,-G-G-,3,3,CSS,JONNY,-G-GY,3,3,CSS,YOUNG,GGGGG,0,0,CSS
12,MEANS,True,5,THINK,---G-,4,4,LLM,LEANS,-GGGG,1,1,CSS,JEANS,-GGGG,1,1,CSS,BEANS,-GGGG,1,1,CSS,MEANS,GGGGG,0,0,CSS,,,,,
13,TRUTH,True,4,BRING,-G---,4,4,LLM,CREPT,-G--Y,4,4,CSS,TRASH,GG--G,2,2,CSS,TRUTH,GGGGG,0,0,CSS,,,,,,,,,,
14,FIRED,True,3,THIRD,--YYG,4,3,LLM,FARID,G-GYG,2,2,CSS,FIRED,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
15,FOLKS,True,4,REARX,-----,5,5,LLM,LIONS,Y-Y-G,4,4,CSS,FOLDS,GGG-G,1,1,CSS,FOLKS,GGGGG,0,0,CSS,,,,,,,,,,
16,CHILE,True,4,THREE,-G--G,3,3,LLM,SHONE,-G--G,3,3,CSS,WHILE,-GGGG,1,1,CSS,CHILE,GGGGG,0,0,CSS,,,,,,,,,,
17,BLACK,True,5,THERE,-----,5,5,LLM,GOALS,--GY-,4,4,CSS,PLANK,-GG-G,2,2,CSS,FLACK,-GGGG,1,1,CSS,BLACK,GGGGG,0,0,CSS,,,,,
18,GRANT,True,4,THIRD,Y--Y-,5,5,LLM,RATES,YYY--,5,4,CSS,GRAFT,GGG-G,1,1,CSS,GRANT,GGGGG,0,0,CSS,,,,,,,,,,
19,MEALS,True,4,THERE,--Y--,5,5,LLM,SEDAN,YG-Y-,4,4,CSS,LEAPS,YGG-G,2,2,CSS,MEALS,GGGGG,0,0,CSS,,,,,,,,,,
20,CREAM,True,4,THIRS,---Y-,5,5,LLM,CAROL,GYY--,4,4,CSS,CRAZE,GGY-Y,3,3,CSS,CREAM,GGGGG,0,0,CSS,,,,,,,,,,
