game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,4,WHOSE,-GG--,3,3,LLM,CHORD,-GG--,3,3,CSS,THONG,YGG--,3,3,CSS,PHOTO,GGGGG,0,0,CSS,,,,,,,,,,
2,PARTY,True,4,YEARS,Y-YY-,5,4,LLM,RANDY,YG--G,3,3,CSS,MARCY,-GG-G,2,2,CSS,PARTY,GGGGG,0,0,CSS,,,,,,,,,,
3,TRICK,True,5,AROSE,-G---,4,4,LLM,PRINT,-GG-Y,3,3,CSS,FRITZ,-GGY-,3,3,CSS,TRILL,GGG--,2,2,CSS,TRICK,GGGGG,0,0,CSS,,,,,
4,DIRTY,True,4,THING,Y-Y--,5,5,LLM,RITES,YGY--,4,4,CSS,VIRAT,-GG-Y,3,3,CSS,DIRTY,GGGGG,0,0,CSS,,,,,,,,,,
5,USUAL,True,4,YEARS,--Y-Y,5,5,LLM,SANTA,YY---,5,5,CSS,AMISH,Y--Y-,5,5,CSS,USUAL,GGGGG,0,0,CSS,,,,,,,,,,
6,TRULY,True,4,COULD,--GG-,3,3,LLM,PAULS,--GG-,3,3,CSS,THULE,G-GG-,2,2,CSS,TRULY,GGGGG,0,0,CSS,,,,,,,,,,
7,SPENT,True,3,THING,Y--G-,4,4,LLM,ARENT,--GGG,2,2,CSS,SPENT,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
8,PAUSE,True,3,THINK,-----,5,5,LLM,PALER,GG-Y-,3,3,CSS,PAUSE,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
9,CRAZY,True,5,THERE,---Y-,5,5,LLM,BARNS,-YY--,5,5,CSS,CLAIR,G-G-Y,3,3,CSS,CRAMP,GGG--,2,2,CSS,CRAZY,GGGGG,0,0,CSS,,,,,
10,BASES,False,6,RAISE,-G-YY,4,3,LLM,SALES,YG-GG,2,2,CSS,EASES,-GGGG,1,1,CSS,GASES,-GGGG,1,1,CSS,CASES,-GGGG,1,1,CSS,VASES,-GGGG,1,1,CSS
11,YOUNG,True,3,RAISE,-----,5,5,LLM,LOONY,-G-GY,3,3,CSS,YOUNG,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
12,MEANS,True,5,STATE,Y-G-Y,4,4,LLM,REALS,-GG-G,2,2,CSS,BEADS,-GG-G,2,2,CSS,HEAPS,-GG-G,2,2,CSS,MEANS,GGGGG,0,0,CSS,,,,,
13,TRUTH,True,3,THING,GY---,4,4,LLM,TORAH,G-Y-G,3,3,CSS,TRUTH,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
14,FIRED,True,5,OTHER,---GY,4,4,LLM,DARES,Y-GG-,3,3,CSS,WIRED,-GGGG,1,1,CSS,MIRED,-GGGG,1,1,CSS,FIRED,GGGGG,0,0,CSS,,,,,
15,FOLKS,True,4,THERE,-----,5,5,LLM,LIONS,Y-Y-G,4,4,CSS,FOLDS,GGG-G,1,1,CSS,FOLKS,GGGGG,0,0,CSS,,,,,,,,,,
16,CHILE,True,3,THERE,-G--G,3,3,LLM,SHONE,-G--G,3,3,CSS,CHILE,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
17,BLACK,True,3,THING,-----,5,5,LLM,RACES,-YY--,5,4,CSS,BLACK,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
18,GRANT,True,4,OTHER,-Y--Y,5,5,LLM,TRAPS,YGG--,3,3,CSS,GRAFT,GGG-G,1,1,CSS,GRANT,GGGGG,0,0,CSS,,,,,,,,,,
19,MEALS,True,5,WOULD,---G-,4,4,LLM,LISLE,--YGY,4,4,CSS,SHELF,Y-YG-,4,4,CSS,EARLS,YY-GG,3,2,CSS,MEALS,GGGGG,0,0,CSS,,,,,
20,CREAM,True,5,ROATE,Y-Y-Y,5,4,LLM,BADER,-Y-YY,5,5,CSS,KEIRA,-Y-YY,5,5,CSS,AREAS,-GGG-,2,2,CSS,CREAM,GGGGG,0,0,CSS,,,,,
21,AWAKE,True,3,THROW,----Y,5,5,LLM,WALES,YY-Y-,5,3,CSS,AWAKE,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
22,OCCUR,True,4,START,---Y-,5,5,LLM,DRONE,-YY--,5,5,CSS,RICOH,Y-GY-,4,4,CSS,OCCUR,GGGGG,0,0,CSS,,,,,,,,,,
23,YEARS,True,6,WORLD,--Y--,5,5,LLM,RATES,YY-YG,4,4,CSS,HEARS,-GGGG,1,1,CSS,PEARS,-GGGG,1,1,CSS,SEARS,-GGGG,1,1,CSS,YEARS,GGGGG,0,0,CSS
24,GRADE,True,5,ROATE,Y-G-G,3,3,LLM,GRACE,GGG-G,1,1,CSS,GRAZE,GGG-G,1,1,CSS,GRAPE,GGG-G,1,1,CSS,GRADE,GGGGG,0,0,CSS,,,,,
25,CHILL,True,3,THING,-GG--,3,3,LLM,CHILE,GGGG-,1,1,CSS,CHILL,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
26,FLOOD,True,3,OTHER,Y----,5,5,LLM,LOINS,YY---,5,4,CSS,FLOOD,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
27,APPLY,True,5,THERE,-----,5,5,LLM,SONIA,----Y,5,5,CSS,BALDY,-YY-G,4,4,CSS,AMPLY,G-GGG,1,1,CSS,APPLY,GGGGG,0,0,CSS,,,,,
28,SMILE,True,3,THERE,----G,4,4,LLM,AISLE,-YYGG,3,3,CSS,SMILE,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
29,KNOCK,True,4,FIRST,-----,5,5,LLM,PALEY,-----,5,5,CSS,CHUNG,Y--Y-,5,5,CSS,KNOCK,GGGGG,0,0,CSS,,,,,,,,,,
30,SLEEP,True,4,THING,-----,5,5,LLM,CORES,---GY,4,4,CSS,EASED,Y-YG-,4,4,CSS,SLEEP,GGGGG,0,0,CSS,,,,,,,,,,
31,BRICK,True,5,STILL,--G--,4,4,LLM,REINA,Y-G--,4,4,CSS,CRIMP,YGG--,3,3,CSS,FRICK,-GGGG,1,1,CSS,BRICK,GGGGG,0,0,CSS,,,,,
32,WROTE,True,3,THERE,Y--YG,4,4,LLM,PORTE,-YYGG,3,3,CSS,WROTE,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
33,RATED,True,3,COULD,----G,4,4,LLM,EARED,-GYGG,2,2,CSS,RATED,GGGGG,0,0,CSS,,,,,,,,,,,,,,,
