game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,4,LUMPS,---Y-,5,5,LLM,PARTE,G--G-,3,3,VOI,PINTO,G--GG,2,2,VOI,PHOTO,GGGGG,0,0,VOI,,,,,,,,,,
2,PARTY,True,4,GUESS,-----,5,5,LLM,PINTO,G--G-,3,3,VOI,PRATT,GYYG-,3,3,VOI,PARTY,GGGGG,0,0,VOI,,,,,,,,,,
3,TRICK,True,3,GUESS,-----,5,5,LLM,TRAIT,GG-Y-,3,3,VOI,TRICK,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
4,DIRTY,True,3,WORDS,--GY-,4,4,LLM,PARED,--G-Y,4,4,VOI,DIRTY,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
5,USUAL,True,3,GAUSS,-YGY-,4,4,LLM,SQUAT,Y-GG-,3,3,VOI,USUAL,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
6,TRULY,True,4,BASED,-----,5,5,LLM,TOPIC,G----,4,4,VOI,THUNK,G-G--,3,3,VOI,TRULY,GGGGG,0,0,VOI,,,,,,,,,,
7,SPENT,True,3,COULD,-----,5,5,LLM,RAPES,--YYY,5,4,VOI,SPENT,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
8,PAUSE,True,4,AFTER,Y--Y-,5,4,LLM,PEACE,G-Y-G,3,3,VOI,PAINE,GG--G,2,2,VOI,PAUSE,GGGGG,0,0,VOI,,,,,,,,,,
9,CRAZY,True,4,CRACK,GGG--,2,2,LLM,CRABS,GGG--,2,2,VOI,CRAZE,GGGG-,1,1,VOI,CRAZY,GGGGG,0,0,VOI,,,,,,,,,,
10,BASES,True,6,GIVEN,---G-,4,4,LLM,CAPER,-G-G-,3,3,VOI,DATES,-G-GG,2,2,VOI,MALES,-G-GG,2,2,VOI,SAKES,YG-GG,2,2,VOI,BASES,GGGGG,0,0,VOI
11,YOUNG,True,3,GUESS,YY---,5,5,LLM,BOUGH,-GGY-,3,3,VOI,YOUNG,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
12,MEANS,True,6,AFTER,Y--Y-,5,5,LLM,PAINE,-Y-GY,4,4,VOI,LEANS,-GGGG,1,1,VOI,DEANS,-GGGG,1,1,VOI,BEANS,-GGGG,1,1,VOI,MEANS,GGGGG,0,0,VOI
13,TRUTH,True,2,CRATE,-G-G-,3,3,LLM,TRUTH,GGGGG,0,0,VOI,,,,,,,,,,,,,,,,,,,,
14,FIRED,True,2,AFTER,-Y-GY,4,4,LLM,FIRED,GGGGG,0,0,VOI,,,,,,,,,,,,,,,,,,,,
15,FOLKS,True,5,GUESS,----G,4,4,LLM,CRAPS,----G,4,4,VOI,BOLTS,-GG-G,2,2,VOI,FOLDS,GGG-G,1,1,VOI,FOLKS,GGGGG,0,0,VOI,,,,,
16,CHILE,False,6,GUESS,--Y--,5,5,LLM,TAPER,---Y-,5,5,VOI,LINDE,YY--G,4,4,VOI,OLIVE,-YG-G,3,3,VOI,EXILE,--GGG,2,2,VOI,WHILE,-GGGG,1,1,VOI
17,BLACK,True,3,BASED,GY---,4,4,LLM,BRAUN,G-G--,3,3,VOI,BLACK,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
18,GRANT,True,4,BASED,-Y---,5,5,LLM,PRIYA,-G--Y,4,4,VOI,CRAFT,-GG-G,2,2,VOI,GRANT,GGGGG,0,0,VOI,,,,,,,,,,
19,MEALS,True,3,GUESS,--Y-G,4,4,LLM,MEANS,GGG-G,1,1,VOI,MEALS,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
20,CREAM,True,4,GUESS,--G--,4,4,LLM,ELENA,--G-Y,4,4,VOI,CHEAP,G-GG-,2,2,VOI,CREAM,GGGGG,0,0,VOI,,,,,,,,,,
21,AWAKE,True,5,BASED,-Y-Y-,5,4,LLM,CREAM,--YY-,5,5,VOI,KEANU,YYG--,4,4,VOI,FLAKE,--GGG,2,2,VOI,AWAKE,GGGGG,0,0,VOI,,,,,
22,OCCUR,True,4,GUESS,-Y---,5,5,LLM,TRULY,-YY--,5,5,VOI,ODOUR,G--GG,2,2,VOI,OCCUR,GGGGG,0,0,VOI,,,,,,,,,,
23,YEARS,False,6,AFTER,Y--YY,5,5,LLM,CREAM,-YYY-,5,4,VOI,PADRE,-Y-GY,4,4,VOI,SERRA,YG-GY,3,3,VOI,GEARS,-GGGG,1,1,VOI,WEARS,-GGGG,1,1,VOI
24,GRADE,True,3,GUESS,G-Y--,4,4,LLM,GEARY,GYGY-,3,3,VOI,GRADE,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
25,CHILL,True,5,GUESS,-----,5,5,LLM,DIRTY,-Y---,5,5,VOI,PANIC,---YY,5,5,VOI,CLIMB,GYG--,3,3,VOI,CHILL,GGGGG,0,0,VOI,,,,,
26,FLOOD,True,4,GUESS,-----,5,5,LLM,CAROL,---GY,4,4,VOI,BLOOM,-GGG-,2,2,VOI,FLOOD,GGGGG,0,0,VOI,,,,,,,,,,
27,APPLY,True,5,WOULD,---G-,4,4,LLM,CHILE,---G-,4,4,VOI,MALLS,-Y-G-,4,4,VOI,APTLY,GG-GG,1,1,VOI,APPLY,GGGGG,0,0,VOI,,,,,
28,SMILE,True,4,TOAST,---Y-,5,5,LLM,SPINE,G-G-G,2,2,VOI,SLICE,GYG-G,2,2,VOI,SMILE,GGGGG,0,0,VOI,,,,,,,,,,
29,KNOCK,True,4,GIVEN,----Y,5,5,LLM,THUNK,---YG,4,4,VOI,SNACK,-G-GG,2,2,VOI,KNOCK,GGGGG,0,0,VOI,,,,,,,,,,
30,SLEEP,True,4,GIVEN,---G-,4,4,LLM,BASES,--YG-,4,4,VOI,STREP,G--GG,2,2,VOI,SLEEP,GGGGG,0,0,VOI,,,,,,,,,,
31,BRICK,True,5,GUESS,-----,5,5,LLM,APPLY,-----,5,5,VOI,KNOCK,---GG,3,3,VOI,TRICK,-GGGG,1,1,VOI,BRICK,GGGGG,0,0,VOI,,,,,
32,WROTE,True,6,GUESS,--Y--,5,5,LLM,ALINE,----G,4,4,VOI,COOKE,--G-G,3,3,VOI,PROVE,-GG-G,2,2,VOI,FROME,-GG-G,2,2,VOI,WROTE,GGGGG,0,0,VOI
33,RATED,True,6,GUESS,--Y--,5,5,LLM,FEWER,---GY,4,4,VOI,PARED,-GYGG,2,2,VOI,RAZED,GG-GG,1,1,VOI,RACED,GG-GG,1,1,VOI,RATED,GGGGG,0,0,VOI
34,ALERT,True,5,CHOSE,----Y,5,5,LLM,RAKED,YY-Y-,5,4,VOI,GEARY,-YYG-,4,4,VOI,AVERT,G-GGG,1,1,VOI,ALERT,GGGGG,0,0,VOI,,,,,
35,CAGES,True,3,GUESS,Y-Y-G,4,4,LLM,DEGAS,-YGYG,3,3,VOI,CAGES,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
36,TEDDY,True,4,GUESS,--Y--,5,5,LLM,CARTE,---YY,5,5,VOI,DEPOT,YG--Y,4,4,VOI,TEDDY,GGGGG,0,0,VOI,,,,,,,,,,
37,COLES,True,5,TROVE,--Y-Y,5,4,LLM,LEGOS,YY-YG,4,4,VOI,SOLES,-GGGG,1,1,VOI,MOLES,-GGGG,1,1,VOI,COLES,GGGGG,0,0,VOI,,,,,
38,HWANG,True,5,AFTER,Y----,5,5,LLM,SCUBA,----Y,5,5,VOI,PAGAN,-YY-Y,5,4,VOI,GLAND,Y-GG-,3,3,VOI,HWANG,GGGGG,0,0,VOI,,,,,
39,WRATH,True,4,AFTER,Y-Y-Y,5,5,LLM,GRANT,-GG-Y,3,3,VOI,TRAPS,YGG--,3,3,VOI,WRATH,GGGGG,0,0,VOI,,,,,,,,,,
40,MACHO,True,6,BASED,-G---,4,4,LLM,PAGAN,-G---,4,4,VOI,KAORU,-GY--,4,4,VOI,LAZIO,-G--G,3,3,VOI,WAHOO,-GY-G,3,3,VOI,MACHO,GGGGG,0,0,VOI
41,LOPEZ,True,4,GIVEN,---G-,4,4,LLM,SLEEP,-Y-GY,4,4,VOI,PALEO,Y-YGY,4,4,VOI,LOPEZ,GGGGG,0,0,VOI,,,,,,,,,,
42,GOODY,True,3,GUESS,G----,4,4,LLM,GRANT,G----,4,4,VOI,GOODY,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
43,BROTH,True,4,LIVES,-----,5,5,LLM,HWANG,Y----,5,5,VOI,TRUTH,-G-GG,2,2,VOI,BROTH,GGGGG,0,0,VOI,,,,,,,,,,
44,VERDE,True,5,GUESS,--Y--,5,5,LLM,PALEO,---Y-,5,5,VOI,TEDDY,-G-G-,3,3,VOI,HEIDI,-G-G-,3,3,VOI,VERDE,GGGGG,0,0,VOI,,,,,
45,TAMED,True,4,GUESS,--Y--,5,5,LLM,HEART,-YY-Y,5,5,VOI,PATEL,-GYG-,3,3,VOI,TAMED,GGGGG,0,0,VOI,,,,,,,,,,
46,LEAFS,True,6,BASED,-YYY-,5,5,LLM,MEANS,-GG-G,2,2,VOI,GEARS,-GG-G,2,2,VOI,LEAPS,GGG-G,1,1,VOI,LEAKS,GGG-G,1,1,VOI,LEAFS,GGGGG,0,0,VOI
47,YACHT,True,5,AFTER,Y-Y--,5,5,LLM,SQUAT,---YG,4,4,VOI,BLATT,--Y-G,4,4,VOI,PAINT,-G--G,3,3,VOI,YACHT,GGGGG,0,0,VOI,,,,,
48,MESSY,True,4,LUMPS,--Y-Y,5,5,LLM,MORSI,G--G-,3,3,VOI,MASSE,G-GGY,2,2,VOI,MESSY,GGGGG,0,0,VOI,,,,,,,,,,
49,RYDER,True,5,BASED,---GY,4,4,LLM,OGDEN,--GG-,3,3,VOI,CIDER,--GGG,2,2,VOI,ELDER,--GGG,2,2,VOI,RYDER,GGGGG,0,0,VOI,,,,,
50,MOTIF,True,5,SOLAR,-G---,4,4,LLM,GOODY,-G---,4,4,VOI,KOCHI,-G--Y,4,4,VOI,MOVIN,GG-G-,2,2,VOI,MOTIF,GGGGG,0,0,VOI,,,,,
51,RAVEN,True,4,GUESS,--Y--,5,5,LLM,REALM,GYY--,4,4,VOI,RACED,GG-G-,2,2,VOI,RAVEN,GGGGG,0,0,VOI,,,,,,,,,,
52,REICH,True,4,BASED,---Y-,5,5,LLM,PIECE,-YYG-,4,4,VOI,GEICO,-GGG-,2,2,VOI,REICH,GGGGG,0,0,VOI,,,,,,,,,,
53,ICONS,True,5,GUESS,----G,4,4,LLM,MOLDS,-Y--G,4,4,VOI,KNOTS,-YG-G,3,3,VOI,AXONS,--GGG,2,2,VOI,ICONS,GGGGG,0,0,VOI,,,,,
54,SILKY,True,3,AROSE,---Y-,5,5,LLM,MINDS,-G--Y,4,4,VOI,SILKY,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
55,CARVE,True,5,GUESS,--Y--,5,5,LLM,TILED,---Y-,5,5,VOI,COMME,G---G,3,3,VOI,CRAVE,GYYGG,2,2,VOI,CARVE,GGGGG,0,0,VOI,,,,,
56,LAGER,True,3,AFTER,Y--GG,3,3,LLM,PAGER,-GGGG,1,1,VOI,LAGER,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
57,JERKS,True,6,LASER,--YYY,5,5,LLM,SHIRE,Y--YY,5,5,VOI,BREST,-YYY-,5,4,VOI,REMUS,YG--G,3,3,VOI,NERDS,-GG-G,2,2,VOI,JERKS,GGGGG,0,0,VOI
58,LOTUS,True,3,GUESS,-Y--G,4,4,LLM,LINUS,G--GG,2,2,VOI,LOTUS,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
59,LACEY,True,4,AFTER,Y--G-,4,4,LLM,CAGES,YG-G-,3,3,VOI,PACED,-GGG-,2,2,VOI,LACEY,GGGGG,0,0,VOI,,,,,,,,,,
60,TUDOR,True,3,CRATE,-Y-Y-,5,5,LLM,STORM,-YYY-,5,4,VOI,TUDOR,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
61,QUOTA,True,3,GIVEN,-----,5,5,LLM,BOUTS,-YYG-,4,4,VOI,QUOTA,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
62,MOURN,True,3,GUESS,-Y---,5,5,LLM,VARUN,--YYG,4,4,VOI,MOURN,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
63,PROMO,True,6,GUESS,-----,5,5,LLM,CHANT,-----,5,5,VOI,BOBBI,-Y---,5,5,VOI,FLOOD,--GY-,4,4,VOI,PROVO,GGG-G,1,1,VOI,PROMO,GGGGG,0,0,VOI
64,CASTE,True,3,GUESS,--YY-,5,5,LLM,SMILE,Y---G,4,4,VOI,CASTE,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
65,CAPRI,True,5,BASED,-G---,4,4,LLM,VARUN,-GY--,4,4,VOI,HAGAR,-G--Y,4,4,VOI,RALLY,YG---,4,4,VOI,CAPRI,GGGGG,0,0,VOI,,,,,
66,ALIAS,True,5,RANGE,-Y---,5,5,LLM,QUOTA,----Y,5,5,VOI,AMISH,G-GY-,3,3,VOI,ASICS,G-G-G,2,2,VOI,ALIAS,GGGGG,0,0,VOI,,,,,
67,PADDY,True,4,ARISE,Y----,5,5,LLM,NATAL,-G---,4,4,VOI,WAUGH,-G---,4,4,VOI,PADDY,GGGGG,0,0,VOI,,,,,,,,,,
68,BLOBS,True,5,GUESS,----G,4,4,LLM,ICONS,--G-G,3,3,VOI,PROBS,--GGG,2,2,VOI,BOOBS,G-GGG,1,1,VOI,BLOBS,GGGGG,0,0,VOI,,,,,
69,DILLY,True,4,ARISE,--Y--,5,5,LLM,BOBBI,----Y,5,5,VOI,GIDDY,-GY-G,3,3,VOI,DILLY,GGGGG,0,0,VOI,,,,,,,,,,
70,GUTSY,True,2,GUESS,GG-G-,2,2,LLM,GUTSY,GGGGG,0,0,VOI,,,,,,,,,,,,,,,,,,,,
71,TABOR,True,5,GUESS,-----,5,5,LLM,PROMO,-YY--,5,5,VOI,ROHIT,YY--Y,5,5,VOI,TYROL,G-YG-,3,3,VOI,TABOR,GGGGG,0,0,VOI,,,,,
