game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,4,SNORE,--G--,4,4,LLM,ALOOF,--GY-,4,4,VOI,BOOTH,-YGGY,3,3,VOI,PHOTO,GGGGG,0,0,VOI,,,,,,,,,,
2,PARTY,True,4,REALS,Y-Y--,5,5,LLM,MARIA,-GG--,3,3,VOI,TARDY,YGG-G,2,2,VOI,PARTY,GGGGG,0,0,VOI,,,,,,,,,,
3,TRICK,True,4,EARNS,--Y--,5,5,LLM,GROOT,-G--Y,4,4,VOI,TRULY,GG---,3,3,VOI,TRICK,GGGGG,0,0,VOI,,,,,,,,,,
4,DIRTY,True,4,BASED,----Y,5,5,LLM,WOODY,---YG,4,4,VOI,DRURY,GY--G,3,3,VOI,DIRTY,GGGGG,0,0,VOI,,,,,,,,,,
5,USUAL,True,4,BASED,-YY--,5,5,LLM,STARS,Y-Y--,5,4,VOI,ASIAN,-G-G-,3,3,VOI,USUAL,GGGGG,0,0,VOI,,,,,,,,,,
6,TRULY,True,4,BASED,-----,5,5,LLM,PHOTO,---Y-,5,5,VOI,TRICK,GG---,3,3,VOI,TRULY,GGGGG,0,0,VOI,,,,,,,,,,
7,SPENT,True,4,NEARS,YY--Y,5,5,LLM,INSET,-YYYG,4,4,VOI,STENT,G-GGG,1,1,VOI,SPENT,GGGGG,0,0,VOI,,,,,,,,,,
8,PAUSE,True,4,ARIES,Y--YY,5,4,LLM,STALE,Y-Y-G,4,4,VOI,CAUSE,-GGGG,1,1,VOI,PAUSE,GGGGG,0,0,VOI,,,,,,,,,,
9,CRAZY,True,4,ARISE,YG---,4,4,LLM,BRYAN,-GYY-,4,4,VOI,TRACY,-GGYG,2,2,VOI,CRAZY,GGGGG,0,0,VOI,,,,,,,,,,
10,BASES,True,3,SEVEN,Y--G-,4,4,LLM,TASER,-GGG-,2,2,VOI,BASES,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
11,YOUNG,True,4,GIVEN,Y---Y,5,5,LLM,SNAGS,-Y-Y-,5,5,VOI,BYUNG,-YGGG,2,2,VOI,YOUNG,GGGGG,0,0,VOI,,,,,,,,,,
12,MEANS,True,4,SHEDS,--Y-G,4,4,LLM,TALES,-Y-YG,4,4,VOI,REAMS,-GGYG,2,2,VOI,MEANS,GGGGG,0,0,VOI,,,,,,,,,,
13,TRUTH,True,4,GUESS,-Y---,5,5,LLM,TRULY,GGG--,2,2,VOI,TRUCK,GGG--,2,2,VOI,TRUTH,GGGGG,0,0,VOI,,,,,,,,,,
14,FIRED,True,5,RACES,Y--G-,4,4,LLM,LITER,-G-GY,3,3,VOI,MIRED,-GGGG,1,1,VOI,HIRED,-GGGG,1,1,VOI,FIRED,GGGGG,0,0,VOI,,,,,
15,FOLKS,True,5,SHEDS,----G,4,4,LLM,ANGUS,----G,4,4,VOI,COLTS,-GG-G,2,2,VOI,POLLS,-GG-G,2,2,VOI,FOLKS,GGGGG,0,0,VOI,,,,,
16,CHILE,True,3,ARISE,--G-G,3,3,LLM,CLINE,GYG-G,2,2,VOI,CHILE,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
17,BLACK,True,4,BASED,GY---,4,4,LLM,BRYAN,G--Y-,4,4,VOI,BLATT,GGG--,2,2,VOI,BLACK,GGGGG,0,0,VOI,,,,,,,,,,
18,GRANT,True,4,CLASP,--G--,4,4,LLM,GRADY,GGG--,2,2,VOI,GRAFT,GGG-G,1,1,VOI,GRANT,GGGGG,0,0,VOI,,,,,,,,,,
19,MEALS,True,4,SHEDS,--Y-G,4,4,LLM,MEANS,GGG-G,1,1,VOI,MEARS,GGG-G,1,1,VOI,MEALS,GGGGG,0,0,VOI,,,,,,,,,,
20,CREAM,True,4,AUREI,Y-YY-,5,4,LLM,MEARS,YYYY-,5,4,VOI,DREAM,-GGGG,1,1,VOI,CREAM,GGGGG,0,0,VOI,,,,,,,,,,
21,AWAKE,True,5,GUESS,--Y--,5,5,LLM,CHILE,----G,4,4,VOI,NORTE,----G,4,4,VOI,KWAME,YGG-G,2,2,VOI,AWAKE,GGGGG,0,0,VOI,,,,,
22,OCCUR,True,4,GUESS,-Y---,5,5,LLM,PLUTO,--Y-Y,5,5,VOI,ODOUR,G--GG,2,2,VOI,OCCUR,GGGGG,0,0,VOI,,,,,,,,,,
23,YEARS,False,6,RAISE,YY-YY,5,4,LLM,MEARS,-GGGG,1,1,VOI,WEARS,-GGGG,1,1,VOI,NEARS,-GGGG,1,1,VOI,PEARS,-GGGG,1,1,VOI,BEARS,-GGGG,1,1,VOI
24,GRADE,True,4,BASED,-Y-YY,5,4,LLM,DREAM,YGYY-,4,4,VOI,TRADE,-GGGG,1,1,VOI,GRADE,GGGGG,0,0,VOI,,,,,,,,,,
25,CHILL,True,4,BASED,-----,5,5,LLM,POUCH,---YY,5,5,VOI,CHING,GGG--,2,2,VOI,CHILL,GGGGG,0,0,VOI,,,,,,,,,,
26,FLOOD,True,4,OATES,Y----,5,5,LLM,GOODY,-YGY-,4,3,VOI,BLOOD,-GGGG,1,1,VOI,FLOOD,GGGGG,0,0,VOI,,,,,,,,,,
27,APPLY,True,5,RATES,-Y---,5,5,LLM,BLACK,-YY--,5,5,VOI,AHOLD,G--G-,3,3,VOI,AMPLY,G-GGG,1,1,VOI,APPLY,GGGGG,0,0,VOI,,,,,
28,SMILE,True,4,OATES,---YY,5,5,LLM,SNIPE,G-G-G,2,2,VOI,SLIME,GYGYG,2,2,VOI,SMILE,GGGGG,0,0,VOI,,,,,,,,,,
29,KNOCK,True,4,SLATE,-----,5,5,LLM,DOUGH,-Y---,5,5,VOI,BROOK,--G-G,3,3,VOI,KNOCK,GGGGG,0,0,VOI,,,,,,,,,,
30,SLEEP,True,4,AURES,---GY,4,4,LLM,INSET,--YG-,4,4,VOI,SWEEP,G-GGG,1,1,VOI,SLEEP,GGGGG,0,0,VOI,,,,,,,,,,
31,BRICK,True,4,SPRIG,--YY-,5,4,LLM,TRINA,-GG--,3,3,VOI,DRILL,-GG--,3,3,VOI,BRICK,GGGGG,0,0,VOI,,,,,,,,,,
32,WROTE,True,3,RAINE,Y---G,4,4,LLM,TROPE,YGG-G,2,2,VOI,WROTE,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
33,RATED,True,4,GUESS,--Y--,5,5,LLM,ARTEM,YYGG-,3,3,VOI,HATER,-GGGY,2,2,VOI,RATED,GGGGG,0,0,VOI,,,,,,,,,,
34,ALERT,True,5,ZYLOR,--Y-Y,5,4,LLM,DRILL,-Y-Y-,5,5,VOI,LURES,Y-YY-,5,4,VOI,CLERK,-GGG-,2,2,VOI,ALERT,GGGGG,0,0,VOI,,,,,
35,CAGES,True,6,AROSE,Y--YY,5,4,LLM,MEALS,-YY-G,4,4,VOI,BASES,-G-GG,2,2,VOI,DATES,-G-GG,2,2,VOI,HAWES,-G-GG,2,2,VOI,CAGES,GGGGG,0,0,VOI
36,TEDDY,True,4,WORDS,---G-,4,4,LLM,GLIDE,---GY,4,4,VOI,QAEDA,--YG-,4,4,VOI,TEDDY,GGGGG,0,0,VOI,,,,,,,,,,
37,COLES,True,6,BASED,--YG-,4,4,LLM,SLEEP,YY-G-,4,4,VOI,LURES,Y--GG,3,3,VOI,MILES,--GGG,2,2,VOI,HOLES,-GGGG,1,1,VOI,COLES,GGGGG,0,0,VOI
