game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
1,PHOTO,True,4,ALONE,--G--,4,4,CSS_TRUE,COORS,-YG--,4,4,CSS_TRUE,KYOTO,--GGG,2.0,2.0,LLM,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,144,97.44181915082608,144,4,97.2222222222222,4.0,1.0,75.0,1.0,1.0,0.0,,,,,,,0
2,PARTY,True,5,REGAL,Y--Y-,5,5,CSS_TRUE,CARDS,-GG--,3,3,CSS_TRUE,MARKO,-GG--,3.0,3.0,LLM,BARRY,-GG-G,2.0,2.0,LLM,PARTY,GGGGG,0.0,0.0,LLM,,,,,,5629,288,94.88363830165216,288,31,89.23611111111111,31.0,13.0,58.06451612903226,13.0,1.0,92.3076923076923,1.0,1.0,0.0,,,,0
3,TRICK,True,4,INCAS,Y-Y--,5,5,CSS_TRUE,CHILE,Y-G--,4,4,CSS_TRUE,QUICK,--GGG,2.0,2.0,LLM,TRICK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,80,98.5787884171256,80,7,91.25,7.0,4.0,42.857142857142854,4.0,1.0,75.0,,,,,,,0
4,DIRTY,True,2,NILES,-G---,4,4,CSS_TRUE,DIRTY,GGGGG,0,0,CSS_TRUE,,,,,,,,,,,,,,,,,,,,,5629,107,98.09912950790547,107,1,99.06542056074768,,,,,,,,,,,,,0
5,USUAL,True,4,AIRES,Y---Y,5,5,CSS_TRUE,SANTA,YY---,5,5,CSS_TRUE,FLASH,-YYY-,5.0,5.0,LLM,USUAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,158,97.19310712382308,158,8,94.9367088607595,8.0,1.0,87.5,1.0,1.0,0.0,,,,,,,0
6,TRULY,False,6,ARNIE,-G---,4,4,CSS_TRUE,TROOP,GG---,3,3,CSS_TRUE,TRUSS,GGG--,2.0,2.0,LLM,TRUCK,GGG--,2.0,2.0,LLM,TRUTH,GGG--,2.0,2.0,LLM,TRUDY,GGG-G,1.0,1.0,LLM,5629,72,98.72090957541305,72,7,90.2777777777778,7.0,4.0,42.857142857142854,4.0,3.0,25.0,3.0,2.0,33.33333333333333,2.0,1.0,50.0,0
7,SPENT,True,4,RAPES,--YYY,5,4,CSS_TRUE,SPELT,GGG-G,1,1,CSS_TRUE,SLIME,G---Y,4.0,4.0,LLM,SPENT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,28,99.50257594599395,28,1,96.42857142857144,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,5
8,PAUSE,True,3,YARNS,-G--Y,4,4,CSS_TRUE,SALEH,YG-Y-,4,4,CSS_TRUE,PAUSE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,72,98.72090957541305,72,7,90.2777777777778,7.0,1.0,85.71428571428571,,,,,,,,,,0
9,CRAZY,True,4,ARENT,YG---,4,4,CSS_TRUE,GRADS,-GG--,3,3,CSS_TRUE,BRAWL,-GG--,3.0,3.0,LLM,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,53,99.05844732634571,53,11,79.24528301886792,11.0,5.0,54.54545454545454,5.0,1.0,80.0,,,,,,,0
10,BASES,True,4,LINER,---G-,4,4,CSS_TRUE,TAKES,-G-GG,2,2,CSS_TRUE,SAVES,YG-GG,2.0,2.0,LLM,BASES,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,250,95.5587138035175,250,35,86.0,35.0,4.0,88.57142857142857,4.0,1.0,75.0,,,,,,,0
11,YOUNG,True,5,PLIES,-----,5,5,CSS_TRUE,TRYNA,--YG-,4,4,CSS_TRUE,HYUNG,-YGGG,2.0,2.0,LLM,YOUTH,GGG--,2.0,2.0,LLM,YOUNG,GGGGG,0.0,0.0,LLM,,,,,,5629,746,86.74720198969622,746,11,98.5254691689008,11.0,1.0,90.9090909090909,1.0,1.0,0.0,1.0,1.0,0.0,,,,4
12,MEANS,True,6,SCARE,Y-G-Y,4,4,CSS_TRUE,LEAST,-GGY-,3,3,CSS_TRUE,HEADS,-GG-G,2.0,2.0,LLM,PEAKS,-GG-G,2.0,2.0,LLM,JEANS,-GGGG,1.0,1.0,LLM,MEANS,GGGGG,0.0,0.0,LLM,5629,33,99.41375022206432,33,10,69.6969696969697,10.0,6.0,40.0,6.0,4.0,33.33333333333333,4.0,2.0,50.0,2.0,1.0,50.0,0
13,TRUTH,True,4,LANES,-----,5,5,CSS_TRUE,ROHIT,Y-Y-Y,5,5,CSS_TRUE,TRAIL,GG---,3.0,3.0,LLM,TRUTH,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,361,93.58678273227927,361,1,99.7229916897507,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,4
14,FIRED,True,5,CELIA,-Y-Y-,5,5,CSS_TRUE,TIDES,-GYG-,3,3,CSS_TRUE,DIVER,YG-GY,3.0,3.0,LLM,WIRED,-GGGG,1.0,1.0,LLM,FIRED,GGGGG,0.0,0.0,LLM,,,,,,5629,224,96.02060756795169,224,16,92.85714285714286,16.0,4.0,75.0,4.0,3.0,25.0,3.0,1.0,66.66666666666666,,,,0
15,FOLKS,True,4,OAKES,Y-Y-G,4,3,CSS_TRUE,COOKS,-G-GG,2,2,CSS_TRUE,YOLKS,-GGGG,1.0,1.0,LLM,FOLKS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,26,99.53810623556582,26,6,76.92307692307693,6.0,1.0,83.33333333333334,1.0,1.0,0.0,,,,,,,0
16,CHILE,True,5,AILES,-YYY-,5,3,CSS_TRUE,GLIDE,-YG-G,3,3,CSS_TRUE,EMILE,--GGG,2.0,2.0,LLM,WHILE,-GGGG,1.0,1.0,LLM,CHILE,GGGGG,0.0,0.0,LLM,,,,,,5629,33,99.41375022206432,33,5,84.84848484848484,5.0,2.0,60.0,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
17,BLACK,True,6,TALES,-YY--,5,5,CSS_TRUE,NIALL,--GY-,4,4,CSS_TRUE,PLAYA,-GG--,3.0,3.0,LLM,FLAGG,-GG--,3.0,3.0,LLM,CLARK,YGG-G,2.0,2.0,LLM,BLACK,GGGGG,0.0,0.0,LLM,5629,124,97.79712204654469,124,13,89.51612903225806,13.0,5.0,61.53846153846154,5.0,3.0,40.0,3.0,1.0,66.66666666666666,1.0,1.0,0.0,0
18,GRANT,True,3,CELTA,---YY,5,5,CSS_TRUE,TRANS,YGGG-,2,2,CSS_TRUE,GRANT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,152,97.29969799253864,152,2,98.68421052631578,2.0,1.0,50.0,,,,,,,,,,0
