game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
1,PHOTO,True,4,SAUER,-----,5,5,CSS_TRUE,LINDY,-----,5,5,CSS_TRUE,CHOCO,-GG-G,2.0,2.0,LLM,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,371,93.40913128441996,371,18,95.14824797843666,18.0,1.0,94.44444444444444,1.0,1.0,0.0,,,,,,,0
2,PARTY,True,4,HANES,-G---,4,4,CSS_TRUE,MARIA,-GG--,3,3,CSS_TRUE,GARBO,-GG--,3.0,3.0,LLM,PARTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,259,95.39882750044411,259,21,91.8918918918919,21.0,9.0,57.14285714285714,9.0,1.0,88.88888888888889,,,,,,,0
3,TRICK,True,2,SIENA,-Y---,5,5,CSS_TRUE,TRICK,GGGGG,0,0,CSS_TRUE,,,,,,,,,,,,,,,,,,,,,5629,120,97.8681826256884,120,1,99.16666666666669,,,,,,,,,,,,,0
4,DIRTY,True,5,SELMA,-----,5,5,CSS_TRUE,POINT,--Y-Y,5,4,CSS_TRUE,BASED,----Y,5.0,5.0,LLM,DITTY,GG-GG,1.0,1.0,LLM,DIRTY,GGGGG,0.0,0.0,LLM,,,,,,5629,492,91.25954876532244,492,20,95.9349593495935,20.0,4.0,80.0,4.0,1.0,75.0,1.0,1.0,0.0,,,,5
5,USUAL,True,3,LAYER,YY---,5,5,CSS_TRUE,SNAIL,Y-Y-G,4,3,CSS_TRUE,USUAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,173,96.9266299520341,173,1,99.42196531791907,1.0,1.0,0.0,,,,,,,,,,0
6,TRULY,True,2,ANISE,-----,5,5,CSS_TRUE,TRULY,GGGGG,0,0,CSS_TRUE,,,,,,,,,,,,,,,,,,,,,5629,307,94.54610055071949,307,1,99.6742671009772,,,,,,,,,,,,,0
7,SPENT,True,4,DEALS,-Y--Y,5,5,CSS_TRUE,SPORE,GG--Y,3,3,CSS_TRUE,SPECK,GGG--,2.0,2.0,LLM,SPENT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,142,97.47734944039794,142,2,98.59154929577466,2.0,1.0,50.0,1.0,1.0,0.0,,,,,,,0
8,PAUSE,True,6,EATON,YG---,4,4,CSS_TRUE,MARES,-G-YY,4,4,CSS_TRUE,GIVEN,---Y-,5.0,5.0,LLM,BASED,-GYY-,4.0,3.0,LLM,CAUSE,-GGGG,1.0,1.0,LLM,PAUSE,GGGGG,0.0,0.0,LLM,5629,241,95.71860010659088,241,10,95.850622406639,10.0,8.0,20.0,8.0,6.0,25.0,6.0,1.0,83.33333333333334,1.0,1.0,0.0,5
9,CRAZY,True,3,MARIE,-YY--,5,5,CSS_TRUE,BRATS,-GG--,3,3,CSS_TRUE,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,173,96.9266299520341,173,22,87.28323699421965,22.0,1.0,95.45454545454544,,,,,,,,,,0
10,BASES,True,5,EARLS,YG--G,3,3,CSS_TRUE,CATES,-G-GG,2,2,CSS_TRUE,GAMES,-G-GG,2.0,2.0,LLM,SAVES,YG-GG,2.0,2.0,LLM,BASES,GGGGG,0.0,0.0,LLM,,,,,,5629,56,99.00515189198792,56,35,37.5,35.0,22.0,37.142857142857146,22.0,1.0,95.45454545454544,1.0,1.0,0.0,,,,0
