game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
1,PHOTO,True,4,SALON,---Y-,5,5,CSS_TRUE,CREDO,----G,4,4,CSS_TRUE,MOTTO,-Y-GG,3.0,3.0,LLM,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,340,93.9598507727838,340,14,95.88235294117648,14.0,2.0,85.71428571428571,2.0,1.0,50.0,,,,,,,0
2,PARTY,True,4,STARE,-YYY-,5,4,CSS_TRUE,MARTA,-GGG-,2,2,CSS_TRUE,DARTH,-GGG-,2.0,2.0,LLM,PARTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,37,99.3426896429206,37,5,86.48648648648648,5.0,2.0,60.0,2.0,1.0,50.0,,,,,,,0
3,TRICK,True,3,OLSEN,-----,5,5,CSS_TRUE,MARIA,--YY-,5,4,CSS_TRUE,TRICK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,497,91.1707230413928,497,20,95.97585513078472,20.0,1.0,95.0,,,,,,,,,,0
4,DIRTY,True,3,TASER,Y---Y,5,5,CSS_TRUE,FRITH,-YYG-,4,4,CSS_TRUE,DIRTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,44,99.21833362941908,44,1,97.72727272727272,1.0,1.0,0.0,,,,,,,,,,0
5,USUAL,True,3,WALES,-YY-Y,5,5,CSS_TRUE,SHALL,Y-Y-G,4,3,CSS_TRUE,USUAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,29,99.48481080120804,29,1,96.55172413793105,1.0,1.0,0.0,,,,,,,,,,0
6,TRULY,True,4,CARES,--Y--,5,5,CSS_TRUE,GROOT,-G--Y,4,4,CSS_TRUE,TRILL,GG-G-,2.0,2.0,LLM,TRULY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,162,97.12204654467934,162,10,93.82716049382717,10.0,1.0,90.0,1.0,1.0,0.0,,,,,,,0
7,SPENT,True,5,LOUIE,----Y,5,5,CSS_TRUE,RATED,--YY-,5,5,CSS_TRUE,TENTH,YYY--,5.0,3.0,LLM,SCENT,G-GGG,1.0,1.0,LLM,SPENT,GGGGG,0.0,0.0,LLM,,,,,,5629,720,87.20909575413039,720,43,94.02777777777776,43.0,5.0,88.37209302325581,5.0,1.0,80.0,1.0,1.0,0.0,,,,0
8,PAUSE,True,3,ROADS,--Y-Y,5,4,CSS_TRUE,SALSA,-G-G-,3,3,CSS_TRUE,PAUSE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,159,97.17534197903711,159,7,95.59748427672956,7.0,1.0,85.71428571428571,,,,,,,,,,0
9,CRAZY,True,6,GRADS,-GG--,3,3,CSS_TRUE,BRANT,-GG--,3,3,CSS_TRUE,CRAMP,GGG--,2.0,2.0,LLM,CRAVE,GGG--,2.0,2.0,LLM,CRACK,GGG--,2.0,2.0,LLM,CRAZY,GGGGG,0.0,0.0,LLM,5629,45,99.20056848463317,45,10,77.77777777777779,10.0,5.0,50.0,5.0,3.0,40.0,3.0,2.0,33.33333333333333,2.0,1.0,50.0,0
10,BASES,True,2,ROSEN,--GG-,3,3,CSS_TRUE,BASES,GGGGG,0,0,CSS_TRUE,,,,,,,,,,,,,,,,,,,,,5629,26,99.53810623556582,26,1,96.15384615384616,,,,,,,,,,,,,0
