game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,4,RAILS,-----,5,5,LLM_RERANK,TONED,YY---,5,5,LLM_RERANK,OUGHT,Y--YY,5,5,LLM_RERANK,PHOTO,GGGGG,0,0,VOI,,,,,,,,,,
2,PARTY,True,3,PONTE,G--G-,3,3,VOI,PASTY,GG-GG,1,1,LLM_RERANK,PARTY,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
3,TRICK,True,4,PATSY,--Y--,5,5,VOI,TONED,G----,4,4,LLM_RERANK,THICK,G-GGG,1,1,LLM_RERANK,TRICK,GGGGG,0,0,VOI,,,,,,,,,,
4,DIRTY,True,5,BHATT,---G-,4,4,VOI,MONTE,---G-,4,4,LLM_RERANK,LISTS,-G-G-,3,3,LLM_RERANK,FIFTY,-G-GG,2,2,LLM_RERANK,DIRTY,GGGGG,0,0,VOI,,,,,
5,USUAL,True,4,HYATT,--Y--,5,5,VOI,DARES,-Y--Y,5,5,LLM_RERANK,SUSAN,YY-G-,4,3,LLM_RERANK,USUAL,GGGGG,0,0,VOI,,,,,,,,,,
6,TRULY,True,3,SUITE,-Y-Y-,5,5,LLM_RERANK,MOUNT,--G-Y,4,4,LLM_RERANK,TRULY,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
7,SPENT,True,4,RATIO,--Y--,5,5,LLM_RERANK,LUSTY,--YY-,5,5,LLM_RERANK,STEEP,GYG-Y,3,3,LLM_RERANK,SPENT,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
8,PAUSE,True,3,SHITE,Y---G,4,4,VOI,PARSE,GG-GG,1,1,LLM_RERANK,PAUSE,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
9,CRAZY,True,3,SAUCY,-Y-YG,4,4,VOI,DECAY,--YYG,4,4,LLM_RERANK,CRAZY,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
10,BASES,False,6,SPIRE,Y---Y,5,5,LLM_RERANK,HANES,-G-GG,2,2,LLM_RERANK,GAMES,-G-GG,2,2,LLM_RERANK,CAKES,-G-GG,2,2,LLM_RERANK,WALES,-G-GG,2,2,LLM_RERANK,FAVES,-G-GG,2,2,LLM_RERANK
11,YOUNG,True,3,TASER,-----,5,5,VOI,BOUND,-GGG-,2,2,LLM_RERANK,YOUNG,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
12,MEANS,True,6,RIOTS,----G,4,4,LLM_RERANK,BLESS,--Y-G,4,4,LLM_RERANK,FAVES,-Y-YG,4,4,LLM_RERANK,DEANS,-GGGG,1,1,LLM_RERANK,JEANS,-GGGG,1,1,LLM_RERANK,MEANS,GGGGG,0,0,VOI
13,TRUTH,True,3,HAUTE,Y-GG-,3,3,LLM_RERANK,YOUTH,--GGG,2,2,LLM_RERANK,TRUTH,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
14,FIRED,True,5,HAULS,-----,5,5,LLM_RERANK,TOYED,---GG,3,3,VOI,CEDED,---GG,3,3,LLM_RERANK,FRIED,GYYGG,2,2,LLM_RERANK,FIRED,GGGGG,0,0,VOI,,,,,
15,FOLKS,True,4,SLATE,YY---,5,5,LLM_RERANK,LIONS,Y-Y-G,4,4,LLM_RERANK,HOLDS,-GG-G,2,2,LLM_RERANK,FOLKS,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
16,CHILE,True,4,TEAMS,-Y---,5,5,VOI,INFER,Y--Y-,5,5,LLM_RERANK,GUILE,--GGG,2,2,LLM_RERANK,CHILE,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
17,BLACK,True,3,LEAST,Y-G--,4,4,VOI,CLARY,YGG--,3,3,LLM_RERANK,BLACK,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
18,GRANT,True,3,TEARS,Y-GY-,4,4,LLM_RERANK,GRAFT,GGG-G,1,1,LLM_RERANK,GRANT,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
19,MEALS,True,3,SPACE,Y-G-Y,4,4,LLM_RERANK,MEANS,GGG-G,1,1,LLM_RERANK,MEALS,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
20,CREAM,True,3,CARES,GYYY-,4,3,LLM_RERANK,CLEAR,G-GGY,2,2,LLM_RERANK,CREAM,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
21,AWAKE,True,3,GRATE,--G-G,3,3,LLM_RERANK,LEASE,--G-G,3,3,LLM_RERANK,AWAKE,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
22,OCCUR,True,3,COATS,YY---,5,5,VOI,OUNCE,GY-Y-,4,4,LLM_RERANK,OCCUR,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
23,YEARS,False,6,SPACE,Y-G-Y,4,4,VOI,MEANS,-GG-G,2,2,LLM_RERANK,HEATS,-GG-G,2,2,LLM_RERANK,LEADS,-GG-G,2,2,LLM_RERANK,BEARS,-GGGG,1,1,LLM_RERANK,WEARS,-GGGG,1,1,LLM_RERANK
24,GRADE,True,6,COATS,--G--,4,4,VOI,AWAKE,--G-G,3,3,LLM_RERANK,INANE,--G-G,3,3,LLM_RERANK,BLAME,--G-G,3,3,LLM_RERANK,HEAVE,--G-G,3,3,LLM_RERANK,GRADE,GGGGG,0,0,LLM_RERANK
