game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,3,TONES,YY---,5,5,LLM_RERANK,PROTO,G-GGG,1,1,LLM_RERANK,PHOTO,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
2,PARTY,True,3,ALTER,Y-Y-Y,5,4,LLM_RERANK,TRAYS,YYYY-,5,4,LLM_RERANK,PARTY,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
3,TRICK,True,3,ERUPT,-G--Y,4,4,LLM_RERANK,TRASH,GG---,3,3,LLM_RERANK,TRICK,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
4,DIRTY,True,3,MORIA,--GY-,4,4,LLM_RERANK,TIRES,YGG--,3,3,LLM_RERANK,DIRTY,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
5,USUAL,True,4,FIRST,---Y-,5,5,LLM_RERANK,LACES,YY--Y,5,5,LLM_RERANK,SHAWL,Y-Y-G,4,3,LLM_RERANK,USUAL,GGGGG,0,0,VOI,,,,,,,,,,
6,TRULY,True,5,BOATS,---Y-,5,5,LLM_RERANK,TRICK,GG---,3,3,LLM_RERANK,TREND,GG---,3,3,LLM_RERANK,TRUMP,GGG--,2,2,LLM_RERANK,TRULY,GGGGG,0,0,VOI,,,,,
7,SPENT,True,5,MARCH,-----,5,5,LLM_RERANK,LINES,--YYY,5,5,LLM_RERANK,SEUNG,GY-G-,3,3,LLM_RERANK,SPEND,GGGG-,1,1,LLM_RERANK,SPENT,GGGGG,0,0,VOI,,,,,
8,PAUSE,True,3,TRAPS,--YYY,5,4,LLM_RERANK,PASCO,GGY--,3,3,LLM_RERANK,PAUSE,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
9,CRAZY,True,5,PONTA,----Y,5,5,LLM_RERANK,MEALS,--G--,4,4,LLM_RERANK,CHARD,G-GY-,3,3,LLM_RERANK,CRACK,GGG--,2,2,LLM_RERANK,CRAZY,GGGGG,0,0,VOI,,,,,
10,BASES,True,5,SLATE,Y-Y-Y,5,4,LLM_RERANK,PANES,-G-GG,2,2,LLM_RERANK,MAKES,-G-GG,2,2,LLM_RERANK,WAVES,-G-GG,2,2,LLM_RERANK,BASES,GGGGG,0,0,LLM_RERANK,,,,,
11,YOUNG,True,4,IRATE,-----,5,5,LLM_RERANK,CLUBS,--G--,4,4,LLM_RERANK,POUND,-GGG-,2,2,LLM_RERANK,YOUNG,GGGGG,0,0,VOI,,,,,,,,,,
12,MEANS,True,4,PLATE,--G-Y,4,4,LLM_RERANK,BEANS,-GGGG,1,1,LLM_RERANK,JEANS,-GGGG,1,1,LLM_RERANK,MEANS,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
13,TRUTH,True,3,MATEO,--Y--,5,5,LLM_RERANK,DIRTY,--YG-,4,4,LLM_RERANK,TRUTH,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
14,FIRED,True,2,GRADE,-Y-YY,5,4,LLM_RERANK,FIRED,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,,,,,,
15,FOLKS,True,5,PLANT,-Y---,5,5,LLM_RERANK,YELLS,--G-G,3,3,LLM_RERANK,COLDS,-GG-G,2,2,LLM_RERANK,SOLOS,-GG-G,2,2,LLM_RERANK,FOLKS,GGGGG,0,0,LLM_RERANK,,,,,
16,CHILE,True,5,SNAPE,----G,4,4,LLM_RERANK,LOUIE,Y--YG,4,4,LLM_RERANK,EMILE,--GGG,2,2,LLM_RERANK,WHILE,-GGGG,1,1,LLM_RERANK,CHILE,GGGGG,0,0,VOI,,,,,
17,BLACK,True,3,SPATE,--G--,4,4,LLM_RERANK,CRAIG,Y-G--,4,4,LLM_RERANK,BLACK,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
18,GRANT,True,4,RATES,YYY--,5,4,LLM_RERANK,TRAIT,-GG-G,2,2,LLM_RERANK,CRAFT,-GG-G,2,2,LLM_RERANK,GRANT,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
19,MEALS,True,4,SHAPE,Y-G-Y,4,4,LLM_RERANK,BEAMS,-GGYG,2,2,LLM_RERANK,MEANS,GGG-G,1,1,LLM_RERANK,MEALS,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
20,CREAM,True,3,SALEM,-Y-YG,4,4,LLM_RERANK,DREAM,-GGGG,1,1,LLM_RERANK,CREAM,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
21,AWAKE,True,4,RATES,-Y-Y-,5,4,LLM_RERANK,KEANU,YYG--,4,4,LLM_RERANK,FLAKE,--GGG,2,2,LLM_RERANK,AWAKE,GGGGG,0,0,VOI,,,,,,,,,,
22,OCCUR,True,4,DALES,-----,5,5,LLM_RERANK,BROTH,-YY--,5,5,LLM_RERANK,MYRON,--YY-,5,5,LLM_RERANK,OCCUR,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
23,YEARS,True,6,SHARE,Y-GGY,3,3,LLM_RERANK,FEARS,-GGGG,1,1,LLM_RERANK,NEARS,-GGGG,1,1,LLM_RERANK,MEARS,-GGGG,1,1,LLM_RERANK,WEARS,-GGGG,1,1,LLM_RERANK,YEARS,GGGGG,0,0,LLM_RERANK
24,GRADE,True,5,SCALE,--G-G,3,3,LLM_RERANK,PEAKE,--G-G,3,3,LLM_RERANK,IMAGE,--GYG,3,3,LLM_RERANK,GRATE,GGG-G,1,1,LLM_RERANK,GRADE,GGGGG,0,0,LLM_RERANK,,,,,
25,CHILL,True,5,YEARN,-----,5,5,LLM_RERANK,FLOOD,-Y---,5,5,LLM_RERANK,BULLS,--YG-,4,4,LLM_RERANK,TWILL,--GGG,2,2,LLM_RERANK,CHILL,GGGGG,0,0,VOI,,,,,
26,FLOOD,True,3,LEADS,Y--Y-,5,4,LLM_RERANK,DOLLY,YYY--,5,5,LLM_RERANK,FLOOD,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
27,APPLY,True,4,SNARE,--Y--,5,5,LLM_RERANK,GLOAT,-Y-Y-,5,5,LLM_RERANK,DALIA,-YY--,5,5,VOI,APPLY,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
28,SMILE,True,4,SPARE,G---G,3,3,LLM_RERANK,STONE,G---G,3,3,LLM_RERANK,SWEDE,G---G,3,3,LLM_RERANK,SMILE,GGGGG,0,0,VOI,,,,,,,,,,
29,KNOCK,True,4,PLANE,---Y-,5,5,LLM_RERANK,MYRON,---YY,5,5,LLM_RERANK,SNOBS,-GG--,3,3,LLM_RERANK,KNOCK,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
30,SLEEP,True,3,PEARS,YY--Y,5,5,LLM_RERANK,SPEND,GYG--,3,3,LLM_RERANK,SLEEP,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
31,BRICK,True,5,CLAUS,Y----,5,5,LLM_RERANK,ROCKY,Y-YY-,5,3,LLM_RERANK,PRICK,-GGGG,1,1,LLM_RERANK,TRICK,-GGGG,1,1,LLM_RERANK,BRICK,GGGGG,0,0,LLM_RERANK,,,,,
32,WROTE,True,3,GLARE,---YG,4,4,LLM_RERANK,ROUTE,YY-GG,3,2,LLM_RERANK,WROTE,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
33,RATED,True,4,ROLES,G--G-,3,3,LLM_RERANK,RIDER,G-YG-,3,3,LLM_RERANK,RAPED,GG-GG,1,1,LLM_RERANK,RATED,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
34,ALERT,True,3,STARE,-YYGY,4,4,LLM_RERANK,TERRA,YY-GY,4,4,LLM_RERANK,ALERT,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
35,CAGES,True,2,SABER,YG-G-,3,3,LLM_RERANK,CAGES,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,,,,,,
