game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,3,TEARS,Y----,5,5,LLM_RERANK,POINT,GY--Y,4,4,LLM_RERANK,PHOTO,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
2,PARTY,True,5,LUTON,--Y--,5,5,LLM_RERANK,SHIFT,----Y,5,5,LLM_RERANK,TRACE,YYY--,5,5,LLM_RERANK,MARTY,-GGGG,1,1,LLM_RERANK,PARTY,GGGGG,0,0,VOI,,,,,
3,TRICK,True,3,HEATS,---Y-,5,5,LLM_RERANK,COUNT,Y---Y,5,5,LLM_RERANK,TRICK,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
4,DIRTY,True,5,POINT,--Y-Y,5,4,LLM_RERANK,FIFTH,-G-G-,3,3,LLM_RERANK,KITTY,-G-GG,2,2,LLM_RERANK,MISTY,-G-GG,2,2,LLM_RERANK,DIRTY,GGGGG,0,0,VOI,,,,,
5,USUAL,True,4,MITRE,-----,5,5,LLM_RERANK,SALON,YYY--,5,4,LLM_RERANK,CLASP,-YYY-,5,5,LLM_RERANK,USUAL,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
6,TRULY,True,4,PRATT,-G-Y-,4,4,LLM_RERANK,TRICK,GG---,3,3,VOI,TRUER,GGG--,2,2,LLM_RERANK,TRULY,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
7,SPENT,True,5,TRAIL,Y----,5,5,LLM_RERANK,MOUTH,---Y-,5,5,LLM_RERANK,SWEET,G-G-G,2,2,LLM_RERANK,SCENT,G-GGG,1,1,LLM_RERANK,SPENT,GGGGG,0,0,LLM_RERANK,,,,,
8,PAUSE,True,4,AIRES,Y--YY,5,4,LLM_RERANK,SKATE,Y-Y-G,4,4,LLM_RERANK,CAUSE,-GGGG,1,1,LLM_RERANK,PAUSE,GGGGG,0,0,VOI,,,,,,,,,,
9,CRAZY,True,5,TASTY,-Y--G,4,4,LLM_RERANK,ALLAY,Y---G,4,4,LLM_RERANK,READY,Y-G-G,3,3,LLM_RERANK,GRAVY,-GG-G,2,2,LLM_RERANK,CRAZY,GGGGG,0,0,VOI,,,,,
10,BASES,False,6,PARIS,-G--G,3,3,LLM_RERANK,TALKS,-G--G,3,3,LLM_RERANK,HANGS,-G--G,3,3,LLM_RERANK,VASES,-GGGG,1,1,LLM_RERANK,CASES,-GGGG,1,1,LLM_RERANK,EASES,-GGGG,1,1,LLM_RERANK
11,YOUNG,True,4,CASED,-----,5,5,LLM_RERANK,LUTON,-Y-YY,5,5,LLM_RERANK,BRUNO,--GGY,3,3,LLM_RERANK,YOUNG,GGGGG,0,0,VOI,,,,,,,,,,
12,MEANS,True,5,CATES,-Y-YG,4,4,LLM_RERANK,READS,-GG-G,2,2,LLM_RERANK,LEAPS,-GG-G,2,2,LLM_RERANK,BEAMS,-GGYG,2,2,LLM_RERANK,MEANS,GGGGG,0,0,VOI,,,,,
13,TRUTH,True,3,PARSE,--Y--,5,5,LLM_RERANK,TRUDY,GGG--,2,2,LLM_RERANK,TRUTH,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
14,FIRED,True,4,STARE,---YY,5,4,LLM_RERANK,ORDER,-YYG-,4,4,LLM_RERANK,WIRED,-GGGG,1,1,LLM_RERANK,FIRED,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
15,FOLKS,True,4,CADRE,-----,5,5,LLM_RERANK,SOUTH,YG---,4,4,LLM_RERANK,LOONS,YG--G,3,3,LLM_RERANK,FOLKS,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
16,CHILE,True,3,SCARE,-Y--G,4,4,LLM_RERANK,CLONE,GY--G,3,3,LLM_RERANK,CHILE,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
17,BLACK,True,4,STARE,--G--,4,4,LLM_RERANK,CLANK,YGG-G,2,2,LLM_RERANK,FLACK,-GGGG,1,1,LLM_RERANK,BLACK,GGGGG,0,0,VOI,,,,,,,,,,
18,GRANT,True,5,COLES,-----,5,5,LLM_RERANK,PARTY,-YYY-,5,4,LLM_RERANK,TRAIN,YGG-Y,3,3,LLM_RERANK,BRANT,-GGGG,1,1,LLM_RERANK,GRANT,GGGGG,0,0,VOI,,,,,
19,MEALS,True,3,REACT,-GG--,3,3,LLM_RERANK,MEANS,GGG-G,1,1,LLM_RERANK,MEALS,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
20,CREAM,True,4,STAGE,--Y-Y,5,5,LLM_RERANK,DELAY,-Y-G-,4,4,LLM_RERANK,BREAK,-GGG-,2,2,LLM_RERANK,CREAM,GGGGG,0,0,VOI,,,,,,,,,,
21,AWAKE,True,4,AISLE,G---G,3,3,LLM_RERANK,AGATE,G-G-G,2,2,LLM_RERANK,AWARE,GGG-G,1,1,LLM_RERANK,AWAKE,GGGGG,0,0,VOI,,,,,,,,,,
22,OCCUR,True,4,CAKES,Y----,5,5,LLM_RERANK,HITCH,---Y-,5,5,LLM_RERANK,LOCUM,-YGG-,3,3,LLM_RERANK,OCCUR,GGGGG,0,0,VOI,,,,,,,,,,
23,YEARS,True,5,SLATE,Y-G-Y,4,4,LLM_RERANK,BEAMS,-GG-G,2,2,LLM_RERANK,PEARS,-GGGG,1,1,LLM_RERANK,FEARS,-GGGG,1,1,LLM_RERANK,YEARS,GGGGG,0,0,LLM_RERANK,,,,,
24,GRADE,True,3,TRACE,-GG-G,2,2,LLM_RERANK,GRAPE,GGG-G,1,1,LLM_RERANK,GRADE,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
25,CHILL,True,4,STAKE,-----,5,5,LLM_RERANK,FOUND,-----,5,5,LLM_RERANK,CIVIL,GY--G,3,3,LLM_RERANK,CHILL,GGGGG,0,0,VOI,,,,,,,,,,
26,FLOOD,True,3,LANCE,Y----,5,5,LLM_RERANK,FILLS,G-Y--,4,4,LLM_RERANK,FLOOD,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
27,APPLY,True,3,LEARN,Y-Y--,5,5,LLM_RERANK,USUAL,---YY,5,5,LLM_RERANK,APPLY,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
28,SMILE,True,3,SCALE,G--GG,2,2,LLM_RERANK,STYLE,G--GG,2,2,LLM_RERANK,SMILE,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
29,KNOCK,True,3,CRANE,Y--Y-,5,5,LLM_RERANK,PUNCH,--YG-,4,4,LLM_RERANK,KNOCK,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
30,SLEEP,True,4,RAISE,---YY,5,5,LLM_RERANK,STEEP,G-GGG,1,1,LLM_RERANK,SWEEP,G-GGG,1,1,LLM_RERANK,SLEEP,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
31,BRICK,True,3,TEACH,---G-,4,4,LLM_RERANK,SLICK,--GGG,2,2,LLM_RERANK,BRICK,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
32,WROTE,True,3,ARISE,-G--G,3,3,LLM_RERANK,TROVE,YGG-G,2,2,LLM_RERANK,WROTE,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
33,RATED,True,3,TILES,Y--G-,4,4,LLM_RERANK,METER,--GGY,3,3,LLM_RERANK,RATED,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
34,ALERT,True,4,CARNE,-YY-Y,5,5,LLM_RERANK,REPAY,YY-Y-,5,5,LLM_RERANK,ALTER,GGYYY,3,2,LLM_RERANK,ALERT,GGGGG,0,0,VOI,,,,,,,,,,
35,CAGES,False,6,AISLE,Y-Y-Y,5,5,LLM_RERANK,MEANS,-YY-G,4,4,LLM_RERANK,WAVES,-G-GG,2,2,LLM_RERANK,FACES,-GYGG,2,2,LLM_RERANK,CAKES,GG-GG,1,1,LLM_RERANK,CARES,GG-GG,1,1,LLM_RERANK
36,TEDDY,True,4,STARE,-Y--Y,5,5,LLM_RERANK,TENET,GG---,3,3,LLM_RERANK,TEPID,GG--Y,3,3,LLM_RERANK,TEDDY,GGGGG,0,0,VOI,,,,,,,,,,
37,COLES,True,4,CREST,G-YY-,4,3,LLM_RERANK,CASES,G--GG,2,2,LLM_RERANK,CLUES,GY-GG,2,2,LLM_RERANK,COLES,GGGGG,0,0,VOI,,,,,,,,,,
38,HWANG,True,5,AISLE,Y----,5,5,LLM_RERANK,GRANT,Y-GG-,3,3,LLM_RERANK,CHANG,-YGGG,2,2,LLM_RERANK,HUANG,G-GGG,1,1,LLM_RERANK,HWANG,GGGGG,0,0,VOI,,,,,
39,WRATH,True,4,LAYER,-Y--Y,5,5,LLM_RERANK,TRAIN,YGG--,3,3,LLM_RERANK,CRAFT,-GG-Y,3,3,LLM_RERANK,WRATH,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
40,MACHO,True,4,RACES,-GG--,3,3,LLM_RERANK,TACIT,-GG--,3,3,LLM_RERANK,MACON,GGGY-,2,2,LLM_RERANK,MACHO,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
41,LOPEZ,True,5,TEASE,-Y---,5,5,LLM_RERANK,FIRED,---G-,4,4,LLM_RERANK,WOVEN,-G-G-,3,3,LLM_RERANK,GOMEZ,-G-GG,2,2,LLM_RERANK,LOPEZ,GGGGG,0,0,VOI,,,,,
42,GOODY,True,5,TABLE,-----,5,5,LLM_RERANK,SHOCK,--G--,4,4,LLM_RERANK,WOODY,-GGGG,1,1,LLM_RERANK,MOODY,-GGGG,1,1,LLM_RERANK,GOODY,GGGGG,0,0,VOI,,,,,
43,BROTH,True,4,TAHOE,Y-YY-,5,5,LLM_RERANK,CLOTH,--GGG,2,2,LLM_RERANK,BOOTH,G-GGG,1,1,LLM_RERANK,BROTH,GGGGG,0,0,VOI,,,,,,,,,,
44,VERDE,True,5,SHALE,----G,4,4,LLM_RERANK,WROTE,-Y--G,4,4,LLM_RERANK,VERGE,GGG-G,1,1,LLM_RERANK,VERVE,GGG-G,1,1,LLM_RERANK,VERDE,GGGGG,0,0,LLM_RERANK,,,,,
45,TAMED,True,5,ALTER,Y-YG-,4,4,LLM_RERANK,TAXES,GG-G-,2,2,LLM_RERANK,TAKEN,GG-G-,2,2,LLM_RERANK,TAPED,GG-GG,1,1,LLM_RERANK,TAMED,GGGGG,0,0,VOI,,,,,
46,LEAFS,True,5,CRANE,--G-Y,4,4,LLM_RERANK,LEASH,GGGY-,2,2,LLM_RERANK,LEADS,GGG-G,1,1,LLM_RERANK,LEAKS,GGG-G,1,1,LLM_RERANK,LEAFS,GGGGG,0,0,LLM_RERANK,,,,,
47,YACHT,True,2,TEARS,Y-Y--,5,5,LLM_RERANK,YACHT,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,,,,,,
48,MESSY,True,4,SLATE,Y---Y,5,5,LLM_RERANK,CODES,---YY,5,5,LLM_RERANK,MESSI,GGGG-,1,1,LLM_RERANK,MESSY,GGGGG,0,0,VOI,,,,,,,,,,
49,RYDER,True,4,ARIES,-Y-G-,4,4,LLM_RERANK,PETER,---GG,3,3,LLM_RERANK,MOYER,--YGG,3,3,VOI,RYDER,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
50,MOTIF,True,4,TRADE,Y----,5,5,LLM_RERANK,BOOTH,-G-Y-,4,4,LLM_RERANK,COUNT,-G--Y,4,4,LLM_RERANK,MOTIF,GGGGG,0,0,VOI,,,,,,,,,,
51,RAVEN,True,3,DEALS,-YY--,5,5,LLM_RERANK,CATER,-G-GY,3,3,LLM_RERANK,RAVEN,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
52,REICH,True,4,ALERT,--YY-,5,5,LLM_RERANK,VERDE,-GY--,4,4,LLM_RERANK,REINS,GGG--,2,2,LLM_RERANK,REICH,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
53,ICONS,True,2,CRANE,Y--G-,4,4,LLM_RERANK,ICONS,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,,,,,,
54,SILKY,True,3,CLASH,-Y-Y-,5,5,LLM_RERANK,SILLY,GGG-G,1,1,LLM_RERANK,SILKY,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
55,CARVE,True,3,TRACE,-YYYG,4,4,LLM_RERANK,CARPE,GGG-G,1,1,LLM_RERANK,CARVE,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
56,LAGER,True,5,LEADS,GYY--,4,4,LLM_RERANK,LAYER,GG-GG,1,1,LLM_RERANK,LAUER,GG-GG,1,1,LLM_RERANK,LATER,GG-GG,1,1,LLM_RERANK,LAGER,GGGGG,0,0,LLM_RERANK,,,,,
57,JERKS,False,6,LAYER,---YY,5,5,LLM_RERANK,CRONE,-Y--Y,5,5,LLM_RERANK,REMIT,YG---,4,4,LLM_RERANK,PEERS,-G-YG,3,3,LLM_RERANK,VERBS,-GG-G,2,2,LLM_RERANK,SERFS,-GG-G,2,2,LLM_RERANK
58,LOTUS,True,4,LEADS,G---G,3,3,LLM_RERANK,LOOKS,GG--G,2,2,LLM_RERANK,LOUIS,GGY-G,2,2,LLM_RERANK,LOTUS,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
59,LACEY,True,5,TAPES,-G-G-,3,3,LLM_RERANK,LAGER,GG-G-,2,2,LLM_RERANK,LABEL,GG-G-,2,2,LLM_RERANK,LACED,GGGG-,1,1,LLM_RERANK,LACEY,GGGGG,0,0,VOI,,,,,
60,TUDOR,True,3,LEANS,-----,5,5,LLM_RERANK,THROW,G-YG-,3,3,LLM_RERANK,TUDOR,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
61,QUOTA,True,4,SKATE,--YG-,4,4,LLM_RERANK,PARTY,-Y-G-,4,4,LLM_RERANK,GOTTA,-Y-GG,3,3,LLM_RERANK,QUOTA,GGGGG,0,0,VOI,,,,,,,,,,
62,MOURN,True,5,TRACE,-Y---,5,5,LLM_RERANK,FLOOR,--Y-Y,5,4,LLM_RERANK,DORIS,-GY--,4,4,LLM_RERANK,ROUGH,YGG--,3,3,LLM_RERANK,MOURN,GGGGG,0,0,VOI,,,,,
