game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6
1,PHOTO,True,3,SARIN,-----,5,5,LLM_RERANK,HOYLE,YY---,5,4,LLM_RERANK,PHOTO,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
2,PARTY,True,3,EPCOT,-Y--Y,5,4,LLM_RERANK,PATHS,GGY--,3,3,LLM_RERANK,PARTY,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
3,TRICK,True,3,OUTER,--Y-Y,5,5,LLM_RERANK,TRIPS,GGG--,2,2,LLM_RERANK,TRICK,GGGGG,0,0,LLM_RERANK,,,,,,,,,,,,,,,
4,DIRTY,True,2,DARTH,G-GG-,2,2,LLM_RERANK,DIRTY,GGGGG,0,0,VOI,,,,,,,,,,,,,,,,,,,,
5,USUAL,True,4,TRACY,--Y--,5,5,LLM_RERANK,LANES,YY--Y,5,5,VOI,ALISA,YY-Y-,5,5,LLM_RERANK,USUAL,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
6,TRULY,True,4,PAINS,-----,5,5,LLM_RERANK,TOUCH,G-G--,3,3,LLM_RERANK,TRUER,GGG--,2,2,LLM_RERANK,TRULY,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
7,SPENT,True,4,TAMIL,Y----,5,5,LLM_RERANK,SOUTH,G--Y-,4,4,LLM_RERANK,STEEP,GYG-Y,3,3,LLM_RERANK,SPENT,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
8,PAUSE,True,3,TRIPS,---YY,5,5,LLM_RERANK,PHASE,G-YGG,2,2,LLM_RERANK,PAUSE,GGGGG,0,0,VOI,,,,,,,,,,,,,,,
9,CRAZY,True,4,TYPES,-Y---,5,5,LLM_RERANK,DOLBY,----G,4,4,LLM_RERANK,FAIRY,-Y-YG,4,4,LLM_RERANK,CRAZY,GGGGG,0,0,LLM_RERANK,,,,,,,,,,
10,BASES,False,6,TRAIL,--Y--,5,5,LLM_RERANK,SAUNA,YG---,4,4,LLM_RERANK,GAMES,-G-GG,2,2,LLM_RERANK,WAVES,-G-GG,2,2,LLM_RERANK,FADES,-G-GG,2,2,LLM_RERANK,BAKES,GG-GG,1,1,LLM_RERANK
