game_number,target_code,won,attempts,guess_1,feedback_1,strategy_1,candidates_1,guess_2,feedback_2,strategy_2,candidates_2,guess_3,feedback_3,strategy_3,candidates_3,guess_4,feedback_4,strategy_4,candidates_4,guess_5,feedback_5,strategy_5,candidates_5,guess_6,feedback_6,strategy_6,candidates_6,guess_7,feedback_7,strategy_7,candidates_7,guess_8,feedback_8,strategy_8,candidates_8,guess_9,feedback_9,strategy_9,candidates_9,guess_10,feedback_10,strategy_10,candidates_10
1,GPBR,True,5,RGBW,1B2W,LLM,204,GWBB,2B0W,CSS,23,GYBR,3B0W,CSS,4,GOBR,3B0W,CSS,3,GPBR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
2,RYGO,True,4,RGBW,1B1W,LLM,660,ORBK,0B2W,CSS,141,RPGO,3B0W,CSS,3,RYGO,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
3,OYGW,True,6,RGBW,1B1W,LLM,660,PGOB,0B2W,CSS,141,WPBY,0B2W,CSS,20,RBPR,0B0W,CSS,3,GOYW,1B3W,CSS,1,OYGW,4B0W,CSS,1,,,,,,,,,,,,,,,,
4,YKBP,True,5,RGYB,0B2W,LLM,936,BRWK,0B2W,CSS,200,KPRY,0B3W,CSS,11,YBKP,2B2W,CSS,1,YKBP,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
5,YOOO,True,4,RGBW,0B0W,LLM,256,PPKK,0B0W,CSS,16,OYYY,0B2W,CSS,1,YOOO,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
6,BGPK,True,4,RGBW,1B1W,LLM,660,YRRW,0B0W,CSS,72,BGGP,2B1W,CSS,8,BGPK,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
7,GWRK,True,6,RGBY,0B2W,LLM,936,YOKG,0B2W,CSS,200,WBYK,1B1W,CSS,35,KPYR,0B2W,CSS,5,BROK,1B1W,CSS,1,GWRK,4B0W,CSS,1,,,,,,,,,,,,,,,,
8,GYGR,True,5,RGBW,0B2W,LLM,936,OKGR,2B0W,CSS,60,PKGB,1B0W,CSS,13,YKWR,1B1W,CSS,1,GYGR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
9,PPRR,True,5,RGBW,0B1W,LLM,976,GYOK,0B0W,CSS,21,PPWP,2B0W,CSS,3,WWWP,0B1W,CSS,1,PPRR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
10,RORO,True,6,RGBY,1B0W,LLM,500,WGOK,0B1W,CSS,117,POBP,1B0W,CSS,22,RKKP,1B0W,CSS,3,RORR,3B0W,CSS,1,RORO,4B0W,CSS,1,,,,,,,,,,,,,,,,
