game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
1,PHOTO,True,3,RAMEN,-----,5,5,LLM,PLOTS,G-GG-,2,2,CSS_TRUE,PHOTO,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,5629,576,89.76727660330431,576,1,99.82638888888889,1.0,1.0,0.0,,,,,,,,,,0
2,PARTY,True,4,AROSE,YY---,5,4,LLM,BARRA,-GG--,3,3,CSS_TRUE,TARDY,YGG-G,2.0,2.0,VOI,PARTY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,178,96.83780422810446,178,24,86.51685393258427,24.0,2.0,91.66666666666666,2.0,1.0,50.0,,,,,,,0
3,TRICK,True,4,STARE,-Y-Y-,5,5,LLM,TRYIN,GG-Y-,3,3,CSS_TRUE,TRIPP,GGG--,2.0,2.0,VOI,TRICK,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,63,98.8807958784864,63,3,95.23809523809524,3.0,2.0,33.33333333333333,2.0,1.0,50.0,,,,,,,0
4,DIRTY,True,4,RATES,Y-Y--,5,5,LLM,TROUT,YY---,5,5,CSS_TRUE,GIRTH,-GGG-,2.0,2.0,VOI,DIRTY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,60,98.9340913128442,60,6,90.0,6.0,1.0,83.33333333333334,1.0,1.0,0.0,,,,,,,0
5,USUAL,True,4,STARE,Y-Y--,5,4,LLM,LAWNS,YY--Y,5,5,CSS_TRUE,ASLAM,-GYG-,3.0,3.0,VOI,USUAL,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,154,97.26416770296676,154,4,97.4025974025974,4.0,1.0,75.0,1.0,1.0,0.0,,,,,,,0
6,TRULY,True,3,REALS,Y--G-,4,4,LLM,DROLL,-G-G-,3,3,CSS_TRUE,TRULY,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,5629,14,99.75128797299698,14,1,92.85714285714286,1.0,1.0,0.0,,,,,,,,,,0
7,SPENT,True,3,RATES,--YYY,5,5,LLM,STEIN,GYG-Y,3,3,CSS_TRUE,SPENT,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,5629,34,99.39598507727838,34,2,94.11764705882352,2.0,1.0,50.0,,,,,,,,,,0
8,PAUSE,True,3,CARES,-G-YY,4,4,LLM,LAPSE,-GYGG,2,2,CSS_TRUE,PAUSE,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,5629,13,99.76905311778292,13,1,92.3076923076923,1.0,1.0,0.0,,,,,,,,,,0
9,CRAZY,True,4,TALES,-Y---,5,5,LLM,GROAN,-G-Y-,4,4,CSS_TRUE,BRAID,-GG--,3.0,3.0,VOI,CRAZY,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,310,94.4928051163617,310,16,94.83870967741936,16.0,3.0,81.25,3.0,1.0,66.66666666666666,,,,,,,0
10,BASES,True,6,OATES,-G-GG,2,2,LLM,LACES,-G-GG,2,2,CSS_TRUE,MARES,-G-GG,2.0,2.0,VOI,VASES,-GGGG,1.0,1.0,CSS_TRUE,EASES,-GGGG,1.0,1.0,VOI,BASES,GGGGG,0.0,0.0,CSS_TRUE,5629,68,98.79197015455676,68,46,32.35294117647059,46.0,28.0,39.130434782608695,28.0,3.0,89.28571428571429,3.0,2.0,33.33333333333333,2.0,1.0,50.0,0
11,YOUNG,True,3,ARIES,-----,5,5,LLM,HOTLY,-G--Y,4,4,CSS_TRUE,YOUNG,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,5629,265,95.29223663172854,265,1,99.62264150943396,1.0,1.0,0.0,,,,,,,,,,0
12,MEANS,True,4,LASER,-YYY-,5,5,LLM,HEATS,-GG-G,2,2,CSS_TRUE,BEAMS,-GGYG,2.0,2.0,VOI,MEANS,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,76,98.64984899626933,76,9,88.1578947368421,9.0,1.0,88.88888888888889,1.0,1.0,0.0,,,,,,,0
13,TRUTH,True,4,SNARE,---Y-,5,5,LLM,DROOL,-G---,4,4,CSS_TRUE,TRICK,GG---,3.0,3.0,VOI,TRUTH,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,168,97.01545567596376,168,22,86.90476190476191,22.0,2.0,90.9090909090909,2.0,1.0,50.0,,,,,,,0
14,FIRED,True,3,ARIES,-YYG-,4,4,LLM,RILED,YG-GG,2,2,CSS_TRUE,FIRED,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,5629,43,99.236098774205,43,5,88.37209302325581,5.0,1.0,80.0,,,,,,,,,,0
15,FOLKS,True,4,AIRES,----G,4,4,LLM,SLOTS,-YY-G,4,4,CSS_TRUE,FOLDS,GGG-G,1.0,1.0,VOI,FOLKS,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,185,96.71344821460296,185,18,90.27027027027027,18.0,1.0,94.44444444444444,1.0,1.0,0.0,,,,,,,0
16,CHILE,True,3,AROSE,----G,4,4,LLM,EMILE,--GGG,2,2,CSS_TRUE,CHILE,GGGGG,0.0,0.0,VOI,,,,,,,,,,,,,,,,5629,124,97.79712204654469,124,3,97.58064516129032,3.0,1.0,66.66666666666666,,,,,,,,,,0
17,BLACK,True,4,OATES,-Y---,5,5,LLM,FRAIL,--G-Y,4,4,CSS_TRUE,CLANK,YGG-G,2.0,2.0,VOI,BLACK,GGGGG,0.0,0.0,CSS_TRUE,,,,,,,,,,,5629,312,94.45727482678984,312,17,94.55128205128204,17.0,1.0,94.11764705882352,1.0,1.0,0.0,,,,,,,0
18,GRANT,True,2,ARIES,YG---,4,4,LLM,GRANT,GGGGG,0,0,CSS_TRUE,,,,,,,,,,,,,,,,,,,,,5629,55,99.02291703677383,55,1,98.1818181818182,,,,,,,,,,,,,0
19,MEALS,True,5,SNARE,Y-G-Y,4,4,LLM,LEAST,YGGY-,3,3,CSS_TRUE,HEALS,-GGGG,1.0,1.0,VOI,DEALS,-GGGG,1.0,1.0,CSS_TRUE,MEALS,GGGGG,0.0,0.0,VOI,,,,,,5629,27,99.52034109077988,27,3,88.88888888888889,3.0,2.0,33.33333333333333,2.0,1.0,50.0,1.0,1.0,0.0,,,,0
20,CREAM,True,5,AIRES,Y-YY-,5,4,LLM,BEARD,-YYY-,5,4,CSS_TRUE,GREAT,-GGG-,2.0,2.0,VOI,WREAK,-GGG-,2.0,2.0,CSS_TRUE,CREAM,GGGGG,0.0,0.0,VOI,,,,,,5629,83,98.52549298276782,83,12,85.54216867469879,12.0,4.0,66.66666666666666,4.0,2.0,50.0,2.0,1.0,50.0,,,,0
