game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
1,PHOTO,True,5,ALIEN,-----,5,5,CSS_TRUE,CRANE,-----,5,5,LLM,STORY,-YG--,4.0,4.0,LLM,TOOTH,-YGGY,3.0,3.0,LLM,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,5629,464,91.75697281932848,464,185,60.129310344827594,185.0,3.0,98.3783783783784,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,4
2,PARTY,True,4,KAREN,-GG--,3,3,CSS_TRUE,MARIO,-GG--,3,3,LLM,DARTS,-GGG-,2.0,2.0,LLM,PARTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,85,98.48996269319596,85,47,44.70588235294118,47.0,4.0,91.48936170212764,4.0,1.0,75.0,,,,,,,0
3,TRICK,True,4,SIREN,-YY--,5,5,CSS_TRUE,TRAIL,GG-Y-,3,3,LLM,TRIPP,GGG--,2.0,2.0,LLM,TRICK,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,83,98.52549298276782,83,2,97.59036144578312,2.0,1.0,50.0,1.0,1.0,0.0,,,,,,,0
4,DIRTY,True,4,HATED,--Y-Y,5,5,CSS_TRUE,TODOS,Y-Y--,5,5,LLM,DRIFT,GYY-Y,4.0,3.0,LLM,DIRTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,17,99.69799253863918,17,3,82.35294117647058,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,,,,0
5,USUAL,True,4,REMUS,---YY,5,5,CSS_TRUE,SOUND,Y-G--,4,4,LLM,PLUSH,-YGY-,4.0,4.0,LLM,USUAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,74,98.68537928584118,74,8,89.1891891891892,8.0,1.0,87.5,1.0,1.0,0.0,,,,,,,0
6,TRULY,True,3,LEARN,Y--Y-,5,5,CSS_TRUE,TROLL,GG-G-,2,2,LLM,TRULY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,28,99.50257594599395,28,1,96.42857142857144,1.0,1.0,0.0,,,,,,,,,,0
7,SPENT,True,4,RACES,---YY,5,5,CSS_TRUE,TRAIN,Y---Y,5,5,LLM,STONE,GY-GY,3.0,3.0,LLM,SPENT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,120,97.8681826256884,120,3,97.5,3.0,1.0,66.66666666666666,1.0,1.0,0.0,,,,,,,4
8,PAUSE,True,4,CRANE,--Y-G,4,4,CSS_TRUE,MAIZE,-G--G,3,3,LLM,GAUZE,-GG-G,2.0,2.0,LLM,PAUSE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,78,98.61431870669746,78,34,56.41025641025641,34.0,3.0,91.17647058823528,3.0,1.0,66.66666666666666,,,,,,,1
9,CRAZY,True,5,DARES,-YY--,5,5,CSS_TRUE,CRANE,GGG--,2,2,LLM,CRAWL,GGG--,2.0,2.0,LLM,CRAMP,GGG--,2.0,2.0,LLM,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,5629,143,97.45958429561202,143,7,95.1048951048951,7.0,6.0,14.285714285714285,6.0,5.0,16.666666666666664,5.0,1.0,80.0,,,,1
10,BASES,True,5,MARIS,-G--G,3,3,CSS_TRUE,AROSE,Y--YY,5,4,LLM,BAKES,GG-GG,1.0,1.0,LLM,BATES,GG-GG,1.0,1.0,LLM,BASES,GGGGG,0.0,0.0,LLM,,,,,,5629,128,97.72606146740095,128,58,54.6875,58.0,4.0,93.10344827586206,4.0,3.0,25.0,3.0,1.0,66.66666666666666,,,,3
