game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
1,PHOTO,True,5,RESIN,-----,5,5,CSS_TRUE,BASED,-----,5,5,LLM,WOULD,-Y---,5,5,LLM,KYOTO,--GGG,2.0,2.0,LLM,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,5629,446,92.0767454254752,446,105,76.45739910313901,105,8,92.38095238095238,8.0,1.0,87.5,1.0,1.0,0.0,,,,3
2,PARTY,False,6,SLADE,--Y--,5,5,CSS_TRUE,GUESS,-----,5,5,LLM,COULD,-----,5,5,LLM,BLOOM,-----,5.0,5.0,LLM,ADIEU,Y----,5.0,5.0,LLM,WOULD,-----,5.0,5.0,LLM,5629,487,91.34837448925208,487,365,25.051334702258725,365,198,45.75342465753425,198.0,112.0,43.43434343434344,112.0,55.0,50.89285714285714,55.0,50.0,9.090909090909092,18
3,TRICK,True,6,SADIE,---Y-,5,5,CSS_TRUE,GUESS,-----,5,5,LLM,COULD,Y----,5,5,LLM,ITCHY,YYY--,5.0,5.0,LLM,RIGHT,YY--Y,5.0,4.0,LLM,TRICK,GGGGG,0.0,0.0,LLM,5629,237,95.7896606857346,237,160,32.48945147679325,160,30,81.25,30.0,1.0,96.66666666666669,1.0,1.0,0.0,1.0,1.0,0.0,9
4,DIRTY,True,6,ARIEL,-YY--,5,5,CSS_TRUE,RINGS,YG---,4,4,LLM,TIMOR,YG--Y,4,4,LLM,BIRTH,-GGG-,2.0,2.0,LLM,TIMER,YG--Y,4.0,4.0,LLM,DIRTY,GGGGG,0.0,0.0,LLM,5629,68,98.79197015455676,68,11,83.82352941176471,11,4,63.63636363636363,4.0,1.0,75.0,1.0,1.0,0.0,1.0,1.0,0.0,6
5,USUAL,True,3,LASER,YYY--,5,5,CSS_TRUE,SLAMS,YYY--,5,4,LLM,USUAL,GGGGG,0,0,LLM,,,,,,,,,,,,,,,,5629,62,98.89856102327234,62,3,95.16129032258064,3,1,66.66666666666666,,,,,,,,,,0
6,TRULY,False,6,ACRES,--Y--,5,5,CSS_TRUE,WORDS,--Y--,5,5,LLM,GRIFF,-G---,4,4,LLM,TRUCK,GGG--,2.0,2.0,LLM,TRUMP,GGG--,2.0,2.0,LLM,TRUTH,GGG--,2.0,2.0,LLM,5629,162,97.12204654467934,162,36,77.77777777777779,36,5,86.11111111111111,5.0,3.0,40.0,3.0,2.0,33.33333333333333,2.0,1.0,50.0,3
7,SPENT,True,4,ANSEL,-YYY-,5,5,CSS_TRUE,SCONE,G--GY,3,3,LLM,SENTE,GYYY-,4,2,LLM,SPENT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,60,98.9340913128442,60,5,91.66666666666666,5,2,60.0,2.0,1.0,50.0,,,,,,,2
8,PAUSE,True,4,LORNE,----G,4,4,CSS_TRUE,RIVAL,---Y-,5,5,LLM,PEACE,G-Y-G,3,3,LLM,PAUSE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,154,97.26416770296676,154,58,62.33766233766234,58,2,96.55172413793105,2.0,1.0,50.0,,,,,,,3
9,CRAZY,True,5,SURYA,--YYY,5,5,CSS_TRUE,RANDY,YY--G,4,3,LLM,GUESS,-----,5,5,LLM,TRACY,-GGYG,2.0,2.0,LLM,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,5629,35,99.37821993249246,35,10,71.42857142857143,10,4,60.0,4.0,1.0,75.0,1.0,1.0,0.0,,,,6
10,BASES,True,6,EARNS,YG--G,3,3,CSS_TRUE,WAVES,-G-GG,2,2,LLM,GAMES,-G-GG,2,2,LLM,GAMEK,-G-G-,3.0,3.0,LLM,SALES,YG-GG,2.0,2.0,LLM,BASES,GGGGG,0.0,0.0,LLM,5629,62,98.89856102327234,62,50,19.35483870967742,50,34,32.0,34.0,27.0,20.588235294117645,27.0,2.0,92.5925925925926,2.0,1.0,50.0,3
11,YOUNG,True,4,RAGES,--Y--,5,5,CSS_TRUE,GUILD,YY---,5,5,LLM,HOUGH,-GGY-,3,3,LLM,YOUNG,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,86,98.47219754841002,86,10,88.37209302325581,10,1,90.0,1.0,1.0,0.0,,,,,,,0
12,MEANS,True,4,SCALE,Y-G-Y,4,4,CSS_TRUE,HEATS,-GG-G,2,2,LLM,PEARS,-GG-G,2,2,LLM,MEANS,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,36,99.36045478770652,36,19,47.22222222222222,19,7,63.1578947368421,7.0,1.0,85.71428571428571,,,,,,,0
