game_number,target_word,won,attempts,guess_1,feedback_1,hamming_1,levenshtein_1,strategy_1,guess_2,feedback_2,hamming_2,levenshtein_2,strategy_2,guess_3,feedback_3,hamming_3,levenshtein_3,strategy_3,guess_4,feedback_4,hamming_4,levenshtein_4,strategy_4,guess_5,feedback_5,hamming_5,levenshtein_5,strategy_5,guess_6,feedback_6,hamming_6,levenshtein_6,strategy_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6,total_violations
1,PHOTO,True,4,NOTES,-YY--,5,4,CSS_TRUE,GLOBE,--G--,4,4,LLM,TROOP,Y-GYY,4.0,4.0,LLM,PHOTO,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,53,99.05844732634571,53,12,77.35849056603774,12.0,1.0,91.66666666666666,1.0,1.0,0.0,,,,,,,2
2,PARTY,True,5,GAMES,-G---,4,4,CSS_TRUE,GUESS,-----,5,5,LLM,CHARS,--YY-,5.0,4.0,LLM,TAROT,YGG--,3.0,3.0,LLM,PARTY,GGGGG,0.0,0.0,LLM,,,,,,5629,319,94.33291881328832,319,287,10.031347962382444,287.0,65.0,77.35191637630662,65.0,2.0,96.92307692307692,2.0,1.0,50.0,,,,6
3,TRICK,True,5,RAINS,Y-G--,4,4,CSS_TRUE,THIRD,G-GY-,3,3,LLM,TRILL,GGG--,2.0,2.0,LLM,TRITE,GGG--,2.0,2.0,LLM,TRICK,GGGGG,0.0,0.0,LLM,,,,,,5629,61,98.91632616805826,61,7,88.52459016393442,7.0,6.0,14.285714285714285,6.0,2.0,66.66666666666666,2.0,1.0,50.0,,,,0
4,DIRTY,True,4,LONER,----Y,5,5,CSS_TRUE,FIRST,-GG-Y,3,3,LLM,MIRTH,-GGG-,2.0,2.0,LLM,DIRTY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,377,93.3025404157044,377,5,98.6737400530504,5.0,1.0,80.0,1.0,1.0,0.0,,,,,,,0
5,USUAL,True,3,SLOAN,YY-G-,4,4,CSS_TRUE,LUKAS,YY-GY,4,4,LLM,USUAL,GGGGG,0.0,0.0,LLM,,,,,,,,,,,,,,,,5629,7,99.87564398649847,7,1,85.71428571428571,1.0,1.0,0.0,,,,,,,,,,0
6,TRULY,True,4,COLES,--Y--,5,5,CSS_TRUE,LIGHT,Y---Y,5,5,LLM,TRAWL,GG--Y,3.0,3.0,LLM,TRULY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,200,96.446971042814,200,9,95.5,9.0,1.0,88.88888888888889,1.0,1.0,0.0,,,,,,,0
7,SPENT,True,4,CLEAN,--G-Y,4,4,CSS_TRUE,TEENS,Y-GGY,3,3,LLM,STENT,G-GGG,1.0,1.0,LLM,SPENT,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,31,99.44928051163618,31,2,93.5483870967742,2.0,1.0,50.0,1.0,1.0,0.0,,,,,,,0
8,PAUSE,True,4,TAILS,-G--Y,4,4,CSS_TRUE,GUESS,-YYG-,4,4,LLM,CAUSE,-GGGG,1.0,1.0,LLM,PAUSE,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,67,98.80973529934268,67,2,97.01492537313432,2.0,1.0,50.0,1.0,1.0,0.0,,,,,,,2
9,CRAZY,True,4,RACES,YYY--,5,4,CSS_TRUE,TRACK,-GGY-,3,3,LLM,FRANC,-GG-Y,3.0,3.0,LLM,CRAZY,GGGGG,0.0,0.0,LLM,,,,,,,,,,,5629,34,99.39598507727838,34,6,82.35294117647058,6.0,5.0,16.666666666666664,5.0,1.0,80.0,,,,,,,0
10,BASES,True,5,PAGES,-G-GG,2,2,CSS_TRUE,TAKES,-G-GG,2,2,LLM,LANES,-G-GG,2.0,2.0,LLM,BRAES,G-YGG,2.0,2.0,LLM,BASES,GGGGG,0.0,0.0,LLM,,,,,,5629,66,98.82750044412862,66,45,31.818181818181817,45.0,33.0,26.666666666666668,33.0,2.0,93.93939393939394,2.0,1.0,50.0,,,,1
