game_number,target_code,won,attempts,guess_1,feedback_1,strategy_1,candidates_1,guess_2,feedback_2,strategy_2,candidates_2,guess_3,feedback_3,strategy_3,candidates_3,guess_4,feedback_4,strategy_4,candidates_4,guess_5,feedback_5,strategy_5,candidates_5,guess_6,feedback_6,strategy_6,candidates_6,guess_7,feedback_7,strategy_7,candidates_7,guess_8,feedback_8,strategy_8,candidates_8,guess_9,feedback_9,strategy_9,candidates_9,guess_10,feedback_10,strategy_10,candidates_10
1,GPBR,True,5,RYBO,1B1W,LLM,660,KWBR,2B0W,CSS,41,PWBY,1B1W,CSS,5,BPBR,3B0W,CSS,1,GPBR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
2,RYGO,True,5,RGYB,1B2W,LLM,204,YRYG,0B3W,CSS,15,RYGW,3B0W,CSS,4,RYGK,3B0W,CSS,3,RYGO,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
3,OYGW,True,4,RGBY,0B2W,LLM,936,GPWB,0B2W,CSS,196,POYG,0B3W,CSS,11,OYGW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
4,YKBP,True,4,RYBO,1B1W,LLM,660,BYGB,0B2W,CSS,93,OKBG,2B0W,CSS,13,YKBP,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
5,YOOO,True,4,RGBW,0B0W,LLM,256,OPKK,0B1W,CSS,16,YYPY,1B0W,CSS,1,YOOO,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
6,BGPK,True,5,RGBW,1B1W,LLM,660,YRBO,0B1W,CSS,147,KGPR,2B1W,CSS,6,GGKR,1B1W,CSS,1,BGPK,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
7,GWRK,True,6,RGBY,0B2W,LLM,936,YORO,1B0W,CSS,174,BWRK,3B0W,CSS,9,BRRK,2B0W,CSS,4,BWRP,2B0W,CSS,1,GWRK,4B0W,CSS,1,,,,,,,,,,,,,,,,
8,GYGR,True,4,ROBY,0B2W,LLM,936,GWYR,2B1W,CSS,26,GRYG,1B3W,CSS,1,GYGR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
9,PPRR,True,5,ROBY,0B1W,LLM,976,GGOW,0B0W,CSS,114,PKKB,1B0W,CSS,10,PYPP,1B1W,CSS,1,PPRR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
10,RORO,True,5,RBYO,2B0W,LLM,216,GBYK,0B0W,CSS,16,RWOO,2B1W,CSS,4,RRWO,2B1W,CSS,1,RORO,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
11,RYPO,True,5,RGBO,2B0W,LLM,216,RGPW,2B0W,CSS,36,RGKY,1B1W,CSS,8,KGPO,2B0W,CSS,2,RYPO,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
12,GYKK,True,6,RGYB,0B2W,LLM,936,KYOR,1B1W,CSS,170,OYBW,1B0W,CSS,23,PYKG,2B1W,CSS,2,GYKY,3B0W,CSS,1,GYKK,4B0W,CSS,1,,,,,,,,,,,,,,,,
13,YYKK,True,4,RGBW,0B0W,LLM,256,PKPY,0B2W,CSS,42,OYOP,1B0W,CSS,4,YYKK,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
14,YWPG,True,5,RGYB,0B2W,LLM,936,YPRW,1B2W,CSS,64,WYRR,0B2W,CSS,16,YWBP,2B1W,CSS,1,YWPG,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
15,RYYG,True,6,RGBW,1B1W,LLM,660,YGWP,0B2W,CSS,141,BOPW,0B0W,CSS,11,RKYG,3B0W,CSS,2,RRYG,3B0W,CSS,1,RYYG,4B0W,CSS,1,,,,,,,,,,,,,,,,
16,YGYO,True,5,ROBY,0B2W,LLM,936,YKGR,1B1W,CSS,152,BWKR,0B0W,CSS,12,YPOG,1B2W,CSS,2,YGYO,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
17,PWWO,True,5,RBYO,1B0W,LLM,500,WGPO,1B2W,CSS,30,POGO,2B0W,CSS,6,KWGO,2B0W,CSS,1,PWWO,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
18,YOGW,True,5,RGBW,1B1W,LLM,660,KWBO,0B2W,CSS,141,GOYW,2B2W,CSS,2,GYOW,1B3W,CSS,1,YOGW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
19,KGYK,True,6,RGYB,2B0W,LLM,216,ROWB,0B0W,CSS,16,YGYP,2B0W,CSS,4,KGYG,3B0W,CSS,2,GGYG,2B0W,CSS,1,KGYK,4B0W,CSS,1,,,,,,,,,,,,,,,,
20,OYOP,True,5,RGYB,0B1W,LLM,976,OKRP,2B0W,CSS,64,BKWP,1B0W,CSS,15,OOGP,2B1W,CSS,2,OYOP,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
21,RRPW,True,6,RGYB,1B0W,LLM,500,RKOK,1B0W,CSS,95,PGOW,1B1W,CSS,18,BPOB,0B1W,CSS,4,RWPW,3B0W,CSS,1,RRPW,4B0W,CSS,1,,,,,,,,,,,,,,,,
22,BOYY,True,5,RGBY,1B1W,LLM,660,GGOR,0B1W,CSS,170,PRKY,1B0W,CSS,17,WRBW,0B1W,CSS,3,BOYY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
23,PPRP,True,6,BGYR,0B1W,LLM,976,PKRK,2B0W,CSS,70,PKBW,1B0W,CSS,15,GKOK,0B0W,CSS,2,PRRP,3B0W,CSS,1,PPRP,4B0W,CSS,1,,,,,,,,,,,,,,,,
24,WYOY,True,4,RGYB,0B1W,LLM,976,KKGP,0B0W,CSS,114,WYOO,3B0W,CSS,7,WYOY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
25,OYOO,True,4,RGBO,1B0W,LLM,500,PKBW,0B0W,CSS,24,GGYY,0B1W,CSS,3,OYOO,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
26,BYKG,True,6,RGBW,0B2W,LLM,936,YPWG,1B1W,CSS,165,PBOG,1B1W,CSS,28,BYGG,3B0W,CSS,2,BYYG,3B0W,CSS,1,BYKG,4B0W,CSS,1,,,,,,,,,,,,,,,,
27,YYOY,True,5,RGBW,0B0W,LLM,256,PPYY,1B1W,CSS,56,YKOY,3B0W,CSS,3,YOOY,3B0W,CSS,1,YYOY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
28,WYRW,True,5,RGBW,1B1W,LLM,660,ROGY,0B2W,CSS,141,PGYB,0B1W,CSS,19,YRKW,1B2W,CSS,1,WYRW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
29,GWRW,True,5,RGBY,0B2W,LLM,936,GWYK,2B0W,CSS,60,BPYK,0B0W,CSS,7,GWRG,3B0W,CSS,3,GWRW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
30,GYPK,True,5,RYBO,1B0W,LLM,500,PYKW,1B2W,CSS,30,KYYP,1B2W,CSS,3,WYPY,2B0W,CSS,1,GYPK,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
31,PRWR,True,6,RGBO,0B1W,LLM,976,PWGY,1B1W,CSS,179,KBWY,1B0W,CSS,24,OPYY,0B1W,CSS,4,KKGP,0B1W,CSS,2,PRWR,4B0W,CSS,1,,,,,,,,,,,,,,,,
32,GOYR,True,5,RGBW,0B2W,LLM,936,GKOB,1B1W,CSS,170,GRKG,1B1W,CSS,27,GPWK,1B0W,CSS,6,GOYR,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
33,WWKO,True,6,RGBW,0B1W,LLM,976,GYYO,1B0W,CSS,166,PKYB,0B1W,CSS,28,ORKO,2B0W,CSS,5,KWKO,3B0W,CSS,1,WWKO,4B0W,CSS,1,,,,,,,,,,,,,,,,
34,WORG,True,3,RGYO,0B3W,LLM,224,BORG,3B0W,CSS,7,WORG,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,OGPP,True,5,RGBW,1B0W,LLM,500,KYBK,0B0W,CSS,81,RPPR,1B1W,CSS,13,POPW,1B2W,CSS,1,OGPP,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
36,RWOY,True,7,RGYB,1B1W,LLM,660,OGKY,1B1W,CSS,108,KGBG,0B0W,CSS,16,RROY,3B0W,CSS,4,ROOY,3B0W,CSS,3,RYOY,3B0W,CSS,2,RWOY,4B0W,CSS,1,,,,,,,,,,,,
37,KBPY,True,4,RGYB,0B2W,LLM,936,YROY,1B0W,CSS,198,BKPY,2B2W,CSS,3,KBPY,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
38,GKKP,True,5,RBYO,0B0W,LLM,256,PKWP,2B0W,CSS,29,PGGP,1B1W,CSS,4,PWWG,0B2W,CSS,1,GKKP,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
39,PRYO,True,7,RYYO,2B1W,LLM,60,ORYO,3B0W,CSS,5,KRYO,3B0W,CSS,4,GRYO,3B0W,CSS,3,WRYO,3B0W,CSS,2,BRYO,3B0W,CSS,1,PRYO,4B0W,CSS,1,,,,,,,,,,,,
40,GBRW,True,3,RGBW,1B3W,LLM,8,RWGB,0B4W,CSS,3,GBRW,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,OWOG,True,5,RGBW,0B2W,LLM,936,OBRK,1B0W,CSS,110,YBGP,0B1W,CSS,14,WWRY,1B0W,CSS,4,OWOG,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
42,WPBB,True,5,RGBY,1B0W,LLM,500,PGKO,0B1W,CSS,117,RPWW,1B1W,CSS,17,WKBW,2B0W,CSS,2,WPBB,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
43,YROK,True,4,RGBW,0B1W,LLM,976,YYRO,1B2W,CSS,45,YOPR,1B2W,CSS,8,YROK,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
44,GRKG,True,6,RGBW,0B2W,LLM,936,KBYR,0B2W,CSS,196,WYPB,0B0W,CSS,13,OKRG,1B2W,CSS,2,GRRK,2B1W,CSS,1,GRKG,4B0W,CSS,1,,,,,,,,,,,,,,,,
45,RWPK,True,5,ROBY,1B0W,LLM,500,RGKP,1B2W,CSS,30,RWGK,3B0W,CSS,3,RKGK,2B0W,CSS,1,RWPK,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,
46,YWGB,True,4,RGBW,0B3W,LLM,224,PRWB,1B1W,CSS,52,WYGB,2B2W,CSS,1,YWGB,4B0W,CSS,1,,,,,,,,,,,,,,,,,,,,,,,,
